Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    223836               80.106%           76.503%
8             W    27481                 9.835%            9.392%
1016          W    21783                 7.796%            7.445%
256           R    10172                77.283%            3.477%
3             W    683                   0.244%            0.233%
32            W    387                   0.138%            0.132%
408           W    276                   0.099%            0.094%
416           W    260                   0.093%            0.089%
48            W    202                   0.072%            0.069%
904           W    181                   0.065%            0.062%
88            W    177                   0.063%            0.060%
16            W    177                   0.063%            0.060%
120           W    177                   0.063%            0.060%
984           W    176                   0.063%            0.060%
112           W    176                   0.063%            0.060%
896           W    171                   0.061%            0.058%
240           R    145                   1.102%            0.050%
16            R    144                   1.094%            0.049%
8             R    138                   1.048%            0.047%
232           R    134                   1.018%            0.046%
17            W    132                   0.047%            0.045%
24            R    127                   0.965%            0.043%
32            R    126                   0.957%            0.043%
224           R    124                   0.942%            0.042%
19            W    119                   0.043%            0.041%
40            R    114                   0.866%            0.039%
208           R    114                   0.866%            0.039%
216           R    112                   0.851%            0.038%
24            W    110                   0.039%            0.038%
20            W    108                   0.039%            0.037%
48            R    105                   0.798%            0.036%
200           R    104                   0.790%            0.036%
248           R    102                   0.775%            0.035%
18            W    102                   0.037%            0.035%
928           W    101                   0.036%            0.035%
64            R    101                   0.767%            0.035%
200           W    101                   0.036%            0.035%
192           R    101                   0.767%            0.035%
6             W    100                   0.036%            0.034%
816           W    98                    0.035%            0.033%
2             W    98                    0.035%            0.033%
15            W    96                    0.034%            0.033%
56            R    95                    0.722%            0.032%
968           W    92                    0.033%            0.031%
21            W    86                    0.031%            0.029%
936           W    83                    0.030%            0.028%
23            W    83                    0.030%            0.028%
14            W    83                    0.030%            0.028%
824           W    82                    0.029%            0.028%
12            W    82                    0.029%            0.028%
184           R    79                    0.600%            0.027%
40            W    78                    0.028%            0.027%
168           R    78                    0.593%            0.027%
80            R    77                    0.585%            0.026%
22            W    76                    0.027%            0.026%
176           R    75                    0.570%            0.026%
72            R    74                    0.562%            0.025%
7             W    74                    0.026%            0.025%
128           R    74                    0.562%            0.025%
88            R    73                    0.555%            0.025%
160           R    73                    0.555%            0.025%
144           R    68                    0.517%            0.023%
104           R    68                    0.517%            0.023%
192           W    67                    0.024%            0.023%
13            W    65                    0.023%            0.022%
152           R    64                    0.486%            0.022%
136           R    64                    0.486%            0.022%
112           R    64                    0.486%            0.022%
64            W    60                    0.021%            0.021%
96            R    59                    0.448%            0.020%
120           R    58                    0.441%            0.020%
512           R    52                    0.395%            0.018%
960           W    51                    0.018%            0.017%
25            W    51                    0.018%            0.017%
10            W    51                    0.018%            0.017%
976           W    49                    0.018%            0.017%
11            W    48                    0.017%            0.016%
9             W    41                    0.015%            0.014%
1             W    41                    0.015%            0.014%
26            W    38                    0.014%            0.013%
27            W    34                    0.012%            0.012%
5             W    27                    0.010%            0.009%
208           W    25                    0.009%            0.009%
176           W    23                    0.008%            0.008%
