procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 1  0        54668     64074756        31532      1304444    1    1   643  2091    0    2   1   1  93   6   0 2019-01-08 23:07:56
 1  0        54668     64273412        31536      1091104    0    0   135  4174 1715 2677   3   2  95   0   0 2019-01-08 23:07:59
 3  1        54668     64284440        31656      1089564    0    0  7148   525 3943 4979   3   2  93   2   0 2019-01-08 23:08:02
 1  1        54668     64282412        31664      1088480    0    0 10280    28 3418 4578   1   1  95   4   0 2019-01-08 23:08:05
 0  1        54668     64271328        31764      1088836    0    0 13451    36 3737 4912   0   1  95   3   0 2019-01-08 23:08:08
 0  1        54668     64269508        31724      1088636    0    0 19107    33 4798 6036   0   1  95   3   0 2019-01-08 23:08:11
 1  1        54668     64271044        31776      1090184    0    0 23744    33 5545 6830   0   1  95   3   0 2019-01-08 23:08:14
 0  0        54668     64270564        32324      1089040    0    0 24055    35 5594 6943   0   1  95   3   0 2019-01-08 23:08:17
 0  1        54668     64270388        31836      1090100    0    0 23029    27 5423 6742   0   1  96   3   0 2019-01-08 23:08:20
 2  0        54668     64270908        31876      1089648    0    0 23632    33 5603 6772   0   1  95   3   0 2019-01-08 23:08:23
 1  0        54668     64271116        32804      1088472    0    0 23059    44 5514 6704   0   1  95   3   0 2019-01-08 23:08:26
 0  1        54668     64270152        31944      1089064    0    0 12677    28 3594 4741   0   1  96   3   0 2019-01-08 23:08:29
 1  2        54668     64268240        32292      1088804    0    0 11472   236 3594 4841   1   1  95   4   0 2019-01-08 23:08:32
 1  0        54668     64269956        32700      1088972    0    0 23295    37 5513 6751   1   1  95   3   0 2019-01-08 23:08:35
 2  1        54668     64269152        32140      1088392    0    0 23319    28 5498 6801   1   1  95   3   0 2019-01-08 23:08:38
 0  1        54668     64270760        32120      1088824    0    0 23548    36 5506 6781   0   1  95   3   0 2019-01-08 23:08:41
