Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/sda/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    2341361              51.384%           47.207%
16            R    1007300              22.106%           20.310%
8             R    517685               11.361%           10.438%
1024          W    294157               72.968%            5.931%
40            R    120538                2.645%            2.430%
56            R    84874                 1.863%            1.711%
32            R    80696                 1.771%            1.627%
72            R    62845                 1.379%            1.267%
8             W    58743                14.572%            1.184%
88            R    47595                 1.045%            0.960%
1016          W    42875                10.636%            0.864%
104           R    36039                 0.791%            0.727%
120           R    27621                 0.606%            0.557%
48            R    27311                 0.599%            0.551%
64            R    22736                 0.499%            0.458%
136           R    20456                 0.449%            0.412%
80            R    17074                 0.375%            0.344%
152           R    15379                 0.338%            0.310%
96            R    13976                 0.307%            0.282%
168           R    11566                 0.254%            0.233%
112           R    11525                 0.253%            0.232%
256           R    10271                 0.225%            0.207%
128           R    9907                  0.217%            0.200%
184           R    8871                  0.195%            0.179%
144           R    7533                  0.165%            0.152%
200           R    6247                  0.137%            0.126%
160           R    5977                  0.131%            0.121%
216           R    5451                  0.120%            0.110%
192           R    5192                  0.114%            0.105%
176           R    4987                  0.109%            0.101%
232           R    3714                  0.082%            0.075%
208           R    3070                  0.067%            0.062%
248           R    2690                  0.059%            0.054%
224           R    2558                  0.056%            0.052%
240           R    2335                  0.051%            0.047%
264           R    1522                  0.033%            0.031%
280           R    1085                  0.024%            0.022%
296           R    854                   0.019%            0.017%
272           R    817                   0.018%            0.016%
312           R    675                   0.015%            0.014%
512           R    672                   0.015%            0.014%
288           R    639                   0.014%            0.013%
408           W    596                   0.148%            0.012%
328           R    537                   0.012%            0.011%
416           W    505                   0.125%            0.010%
304           R    480                   0.011%            0.010%
344           R    421                   0.009%            0.008%
320           R    420                   0.009%            0.008%
336           R    340                   0.007%            0.007%
360           R    324                   0.007%            0.007%
352           R    315                   0.007%            0.006%
