Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    1618601              45.612%           41.072%
16            R    817993               23.051%           20.757%
8             R    586979               16.541%           14.895%
1024          W    286626               73.075%            7.273%
40            R    123957                3.493%            3.145%
56            R    76110                 2.145%            1.931%
32            R    71804                 2.023%            1.822%
8             W    56869                14.499%            1.443%
72            R    48709                 1.373%            1.236%
1016          W    41658                10.621%            1.057%
88            R    32497                 0.916%            0.825%
48            R    22489                 0.634%            0.571%
104           R    22000                 0.620%            0.558%
64            R    16468                 0.464%            0.418%
120           R    15231                 0.429%            0.386%
80            R    11047                 0.311%            0.280%
136           R    10201                 0.287%            0.259%
256           R    10145                 0.286%            0.257%
96            R    8476                  0.239%            0.215%
152           R    7285                  0.205%            0.185%
112           R    6395                  0.180%            0.162%
168           R    5147                  0.145%            0.131%
128           R    5086                  0.143%            0.129%
184           R    3739                  0.105%            0.095%
144           R    3607                  0.102%            0.092%
160           R    2900                  0.082%            0.074%
200           R    2753                  0.078%            0.070%
216           R    2668                  0.075%            0.068%
192           R    2373                  0.067%            0.060%
176           R    2284                  0.064%            0.058%
232           R    1621                  0.046%            0.041%
208           R    1504                  0.042%            0.038%
240           R    1236                  0.035%            0.031%
248           R    1199                  0.034%            0.030%
224           R    1129                  0.032%            0.029%
512           R    700                   0.020%            0.018%
408           W    616                   0.157%            0.016%
264           R    517                   0.015%            0.013%
416           W    493                   0.126%            0.013%
280           R    427                   0.012%            0.011%
296           R    288                   0.008%            0.007%
272           R    277                   0.008%            0.007%
64            W    251                   0.064%            0.006%
312           R    241                   0.007%            0.006%
288           R    231                   0.007%            0.006%
3             W    206                   0.053%            0.005%
328           R    204                   0.006%            0.005%
304           R    203                   0.006%            0.005%
32            W    194                   0.049%            0.005%
344           R    184                   0.005%            0.005%
16            W    184                   0.047%            0.005%
336           R    164                   0.005%            0.004%
320           R    163                   0.005%            0.004%
28            W    162                   0.041%            0.004%
27            W    150                   0.038%            0.004%
29            W    140                   0.036%            0.004%
360           R    136                   0.004%            0.003%
31            W    135                   0.034%            0.003%
744           W    134                   0.034%            0.003%
14            W    126                   0.032%            0.003%
400           W    124                   0.032%            0.003%
368           R    124                   0.003%            0.003%
352           R    122                   0.003%            0.003%
26            W    120                   0.031%            0.003%
376           R    118                   0.003%            0.003%
96            W    117                   0.030%            0.003%
24            W    115                   0.029%            0.003%
25            W    112                   0.029%            0.003%
920           W    107                   0.027%            0.003%
896           W    106                   0.027%            0.003%
384           R    106                   0.003%            0.003%
120           W    105                   0.027%            0.003%
112           W    105                   0.027%            0.003%
30            W    103                   0.026%            0.003%
952           W    102                   0.026%            0.003%
904           W    99                    0.025%            0.003%
888           W    99                    0.025%            0.003%
392           R    97                    0.003%            0.002%
736           W    96                    0.024%            0.002%
1             W    93                    0.024%            0.002%
408           R    90                    0.003%            0.002%
136           W    90                    0.023%            0.002%
33            W    86                    0.022%            0.002%
4             W    83                    0.021%            0.002%
34            W    82                    0.021%            0.002%
416           R    80                    0.002%            0.002%
424           W    79                    0.020%            0.002%
400           R    76                    0.002%            0.002%
23            W    74                    0.019%            0.002%
424           R    68                    0.002%            0.002%
13            W    64                    0.016%            0.002%
432           R    63                    0.002%            0.002%
22            W    60                    0.015%            0.002%
10            W    59                    0.015%            0.001%
440           R    55                    0.002%            0.001%
35            W    54                    0.014%            0.001%
128           W    53                    0.014%            0.001%
21            W    51                    0.013%            0.001%
448           R    50                    0.001%            0.001%
11            W    49                    0.012%            0.001%
392           W    48                    0.012%            0.001%
38            W    47                    0.012%            0.001%
15            W    46                    0.012%            0.001%
7             W    45                    0.011%            0.001%
36            W    45                    0.011%            0.001%
6             W    43                    0.011%            0.001%
480           R    41                    0.001%            0.001%
456           R    41                    0.001%            0.001%
728           W    39                    0.010%            0.001%
5             W    39                    0.010%            0.001%
464           R    39                    0.001%            0.001%
37            W    39                    0.010%            0.001%
12            W    39                    0.010%            0.001%
19            W    37                    0.009%            0.001%
9             W    35                    0.009%            0.001%
20            W    35                    0.009%            0.001%
752           W    32                    0.008%            0.001%
2             W    32                    0.008%            0.001%
17            W    32                    0.008%            0.001%
472           R    31                    0.001%            0.001%
41            W    31                    0.008%            0.001%
712           W    30                    0.008%            0.001%
488           R    30                    0.001%            0.001%
40            W    30                    0.008%            0.001%
18            W    30                    0.008%            0.001%
504           R    26                    0.001%            0.001%
39            W    26                    0.007%            0.001%
48            W    24                    0.006%            0.001%
72            W    23                    0.006%            0.001%
720           W    23                    0.006%            0.001%
192           W    22                    0.006%            0.001%
496           R    20                    0.001%            0.001%
200           W    19                    0.005%            0.000%
160           W    19                    0.005%            0.000%
432           W    18                    0.005%            0.000%
42            W    18                    0.005%            0.000%
320           W    17                    0.004%            0.000%
768           W    16                    0.004%            0.000%
152           W    16                    0.004%            0.000%
104           W    16                    0.004%            0.000%
56            W    15                    0.004%            0.000%
960           W    14                    0.004%            0.000%
776           W    14                    0.004%            0.000%
680           W    14                    0.004%            0.000%
336           W    14                    0.004%            0.000%
144           W    14                    0.004%            0.000%
672           W    13                    0.003%            0.000%
288           W    13                    0.003%            0.000%
976           W    12                    0.003%            0.000%
656           W    12                    0.003%            0.000%
552           W    12                    0.003%            0.000%
44            W    12                    0.003%            0.000%
43            W    12                    0.003%            0.000%
384           W    12                    0.003%            0.000%
248           W    12                    0.003%            0.000%
872           W    11                    0.003%            0.000%
496           W    11                    0.003%            0.000%
256           W    11                    0.003%            0.000%
168           W    11                    0.003%            0.000%
848           W    10                    0.003%            0.000%
824           W    10                    0.003%            0.000%
808           W    10                    0.003%            0.000%
704           W    10                    0.003%            0.000%
536           W    10                    0.003%            0.000%
440           W    10                    0.003%            0.000%
296           W    10                    0.003%            0.000%
264           W    10                    0.003%            0.000%
224           W    10                    0.003%            0.000%
176           W    10                    0.003%            0.000%
88            W    9                     0.002%            0.000%
856           W    9                     0.002%            0.000%
