procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        57868      1364976        18788      2439576    0    0  3071  7548    9    7  36   5  51   7   0 2018-11-24 18:12:02
 0  0        57864      1365016        18860      2439596    1    0    29     0 1074  820   2   2  96   0   0 2018-11-24 18:12:05
 1  1        57864      3425632        18880       375316    0    0   253   371 5537  991   2  10  88   1   0 2018-11-24 18:12:08
 0  1        57864      3416460        18964       376144    3    0  1729   261 8800 1294   2   4  87   7   0 2018-11-24 18:12:11
 0  2        57864      3416040        18984       376128    0    0  2233    27 1761 1139   1   3  78  18   0 2018-11-24 18:12:14
 1  1        57864      3415964        19008       376116    0    0  8753    27 4540 3441   4   8  74  13   0 2018-11-24 18:12:17
 2  0        57864      3416164        19036       376116    0    0  9359    40 5243 3720   4   8  76  11   0 2018-11-24 18:12:20
 0  1        57864      3416540        19080       376116    0    0 11859    28 5739 4415   6  10  74  10   0 2018-11-24 18:12:23
 0  1        57864      3414540        19108       376116    0    0 13749    29 6294 5069   7  11  72  10   0 2018-11-24 18:12:26
 6  0        57864      3415108        19144       376064    0    0 17539    31 7971 6219   8  14  69   9   0 2018-11-24 18:12:29
 0  1        57860      3416152        19184       376112    4    0 16145    28 7868 6086   8  13  71   9   0 2018-11-24 18:12:32
 3  0        57860      3414492        19216       376120    0    0  9401    35 4814 3553   4   8  76  11   0 2018-11-24 18:12:35
 1  1        57860      3414432        19788       376120    0    0 17453    32 8073 6438   8  13  70   8   0 2018-11-24 18:12:38
 5  1        57860      3415364        19296       376104    0    0 17713    31 7770 6439   9  14  69   9   0 2018-11-24 18:12:41
 0  2        57860      3415472        19384       376112    0    0 16891    37 7874 6164   9  13  69   9   0 2018-11-24 18:12:44
 0  1        57860      3414292        20412       376116    0    0 17227    33 8345 6141   8  13  70   9   0 2018-11-24 18:12:47
 2  0        57860      3416004        19416       376120    0    0 17271    43 7961 6311   8  14  69   9   0 2018-11-24 18:12:50
 4  0        57860      3415440        19456       376116    0    0 17168    31 7894 6307   9  14  69   9   0 2018-11-24 18:12:53
 1  1        57860      3415276        19500       376124    0    0  5816    29 3888 2470   3   6  80  12   0 2018-11-24 18:12:56
 2  0        57860      3415296        19528       376060    0    0 17216    28 7869 6423   8  13  69   9   0 2018-11-24 18:12:59
 4  0        57860      3414460        19596       376196    0    0 16175   136 9456 5936   7  13  72   8   0 2018-11-24 18:13:02
 4  0        57860      3415696        19632       376168    0    0 17331    33 7987 6231   8  14  70   9   0 2018-11-24 18:13:05
 1  1        57860      3414548        19776       376164    0    0 17888    27 7986 6446   8  14  69   9   0 2018-11-24 18:13:08
 0  1        57860      3413904        20388       376164    0    0 16384    28 7480 6087   8  13  70   9   0 2018-11-24 18:13:11
 2  0        57860      3413928        19740       376116    0    0 17669    32 8409 6173   8  14  70   8   0 2018-11-24 18:13:14
 5  1        57860      3414636        19780       376160    0    0 17252    29 7872 6408   8  14  69   9   0 2018-11-24 18:13:17
 1  1        57860      3414196        19852       376164    0    0 17192    32 8004 6396   8  13  70   8   0 2018-11-24 18:13:20
 3  0        57860      3415500        19868       376168    0    0 17912    52 8588 6478   9  14  69   9   0 2018-11-24 18:13:23
 0  2        57860      3414468        19904       376172    0    0 17233    29 8403 6269   9  13  69   9   0 2018-11-24 18:13:26
 3  0        57860      3414856        19944       376176    0    0 17871    35 8245 6549   9  13  69   9   0 2018-11-24 18:13:29
 2  1        57860      3413624        20636       376180    0    0 17448    35 7936 6373   8  13  69   9   0 2018-11-24 18:13:32
 2  0        57860      3414164        20156       376244    0    0 18407    35 8308 6728   9  14  69   9   0 2018-11-24 18:13:35
 1  0        57860      3414552        20072       376184    0    0 17617    40 8757 6578   9  14  69   8   0 2018-11-24 18:13:38
 1  0        57860      3413336        20896       376080    0    0 17473    27 7973 6457   9  13  70   9   0 2018-11-24 18:13:41
 5  1        57860      3412684        21180       376184    0    0 17633    28 8221 6414   9  13  69   9   0 2018-11-24 18:13:44
 0  1        57860      3413840        20376       376168    0    0 16317    32 7696 6169   9  13  70   9   0 2018-11-24 18:13:47
 0  1        57860      3414088        20900       376168    0    0 17388    27 7840 6317   8  13  71   8   0 2018-11-24 18:13:50
 3  0        57860      3414200        20792       376172    0    0 17159    45 8498 6367   9  13  69   9   0 2018-11-24 18:13:53
 0  1        57860      3412200        21320       376172    0    0 17100    31 7752 6138   8  13  70   9   0 2018-11-24 18:13:56
 2  0        57860      3414276        20332       376168    0    0 17188    28 8007 6177   9  13  69   9   0 2018-11-24 18:13:59
 3  0        57860      3414336        20392       376260    0    0 16567   149 9823 6144   9  13  70   8   0 2018-11-24 18:14:02
 1  0        57860      3414216        20420       376264    0    0 16520    27 7498 6125   8  13  70   8   0 2018-11-24 18:14:05
 0  1        57860      3412884        21264       376264    0    0 16860    27 7985 6171   8  14  70   9   0 2018-11-24 18:14:08
 0  1        57860      3413292        21068       376272    0    0 17087    48 8224 6319   9  13  69   9   0 2018-11-24 18:14:11
 0  0        57860      3000936        20504       785520    0    0  6052 49713 4439 3283   4   8  85   2   0 2018-11-24 18:14:14
 1  0        57860      3000332        20516       785520    0    0     0 302979 8251 5102   1   3  96   0   0 2018-11-24 18:14:17
 0  0        57860      3000176        20516       785520    0    0     0 302379 7988 5015   1   2  97   0   0 2018-11-24 18:14:20
 1  0        57860      3000284        20524       785520    0    0     0 303193 8352 5037   1   2  96   0   0 2018-11-24 18:14:23
 0  0        57860      3000260        20524       785524    0    0     0 302635 7992 4995   1   2  97   0   0 2018-11-24 18:14:26
 1  0        57860      2999704        20532       785524    0    0     0 301188 8187 4972   1   2  97   0   0 2018-11-24 18:14:29
 0  0        57860      2999596        20532       785524    0    0     0 301483 8320 5001   2   2  96   0   0 2018-11-24 18:14:32
 2  0        57860      2999500        20540       785524    0    0     0 301913 8820 4991   2   2  96   0   0 2018-11-24 18:14:35
 0  0        57860      2999136        20540       785524    0    0     0 301909 7962 4991   2   2  96   0   0 2018-11-24 18:14:38
 0  0        57860      2999184        20548       785532    0    0     0 302169 7984 5013   1   2  97   0   0 2018-11-24 18:14:41
