Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    2213665              49.951%           44.821%
16            R    898741               20.280%           18.197%
8             R    481079               10.856%            9.741%
1024          W    366234               72.196%            7.415%
40            R    124052                2.799%            2.512%
56            R    86733                 1.957%            1.756%
32            R    83085                 1.875%            1.682%
8             W    74424                14.671%            1.507%
72            R    64439                 1.454%            1.305%
1016          W    56237                11.086%            1.139%
88            R    49814                 1.124%            1.009%
256           R    46793                 1.056%            0.947%
104           R    38580                 0.871%            0.781%
48            R    30960                 0.699%            0.627%
120           R    30810                 0.695%            0.624%
64            R    26366                 0.595%            0.534%
136           R    23730                 0.535%            0.480%
80            R    20035                 0.452%            0.406%
152           R    18936                 0.427%            0.383%
96            R    16897                 0.381%            0.342%
168           R    14967                 0.338%            0.303%
112           R    14490                 0.327%            0.293%
128           R    13305                 0.300%            0.269%
184           R    12342                 0.278%            0.250%
144           R    10315                 0.233%            0.209%
200           R    9682                  0.218%            0.196%
512           R    9254                  0.209%            0.187%
160           R    8958                  0.202%            0.181%
192           R    8774                  0.198%            0.178%
216           R    8475                  0.191%            0.172%
176           R    7706                  0.174%            0.156%
232           R    6843                  0.154%            0.139%
208           R    5774                  0.130%            0.117%
248           R    5590                  0.126%            0.113%
240           R    5307                  0.120%            0.107%
224           R    5033                  0.114%            0.102%
264           R    2593                  0.059%            0.053%
280           R    2174                  0.049%            0.044%
296           R    1908                  0.043%            0.039%
272           R    1625                  0.037%            0.033%
312           R    1593                  0.036%            0.032%
288           R    1489                  0.034%            0.030%
328           R    1407                  0.032%            0.028%
304           R    1272                  0.029%            0.026%
344           R    1199                  0.027%            0.024%
320           R    1198                  0.027%            0.024%
360           R    1076                  0.024%            0.022%
336           R    1065                  0.024%            0.022%
384           R    983                   0.022%            0.020%
376           R    941                   0.021%            0.019%
352           R    889                   0.020%            0.018%
368           R    872                   0.020%            0.018%
392           R    780                   0.018%            0.016%
408           W    763                   0.150%            0.015%
400           R    735                   0.017%            0.015%
416           W    710                   0.140%            0.014%
408           R    708                   0.016%            0.014%
424           R    648                   0.015%            0.013%
416           R    606                   0.014%            0.012%
440           R    567                   0.013%            0.011%
448           R    552                   0.012%            0.011%
464           R    527                   0.012%            0.011%
432           R    526                   0.012%            0.011%
456           R    503                   0.011%            0.010%
472           R    479                   0.011%            0.010%
480           R    434                   0.010%            0.009%
64            W    362                   0.071%            0.007%
16            W    340                   0.067%            0.007%
488           R    318                   0.007%            0.006%
32            W    317                   0.062%            0.006%
496           R    246                   0.006%            0.005%
264           W    228                   0.045%            0.005%
3             W    214                   0.042%            0.004%
27            W    202                   0.040%            0.004%
504           R    196                   0.004%            0.004%
24            W    188                   0.037%            0.004%
26            W    187                   0.037%            0.004%
28            W    178                   0.035%            0.004%
13            W    175                   0.034%            0.004%
