procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PDT
 1  0        96288     17043712        29300     48383788    0    0  2377  8587    0    1   5   4  85   6   0 2019-03-22 22:25:10
 2  0        96268     17044524        29300     48384088   11    0    11     0 1460 1558   2   2  97   0   0 2019-03-22 22:25:13
 1  0        96256     17041708        29312     48384348    7    0     7   165 1529 1541   2   2  96   0   0 2019-03-22 22:25:16
 0  0        96244     17037568        29324     48385128    3    0     3    85 1153 1343   2   1  97   0   0 2019-03-22 22:25:19
 0  0        96228     17032204        29324     48385708   11    0    11    84 1247 1323   2   1  97   0   0 2019-03-22 22:25:22
 0  0        96228     17035036        29336     48385688    0    0     0   180  332  517   1   1  99   0   0 2019-03-22 22:25:25
 4  0        96148     37977148        29336     27412584   39    0    48     2 2398 1464   1  10  88   0   0 2019-03-22 22:25:28
 1  0        96128     53849420        29352     11566596    8    0     8   215 2181 1489   2   8  90   0   0 2019-03-22 22:25:31
 0  0        96072     53850296        29368     11566488   55    0  5420    72 2713 2527   2   2  95   0   0 2019-03-22 22:25:34
 1  0        95992     53854356        29376     11566492   32    0  7128    77 2995 2819   2   2  95   0   0 2019-03-22 22:25:37
 5  1        95916     53842464        30560     11566168   27    0  9257   764 4366 4360   3   3  91   3   0 2019-03-22 22:25:40
 3  7        95916     53843716        30416     11565816    0    0 63605   481 14664 14476   2   5  84   9   0 2019-03-22 22:25:43
 0  1        95916     53843536        34328     11566372    0    0 62017   339 14140 14148   1   4  85  10   0 2019-03-22 22:25:46
 2  3        95916     53841984        32340     11566016    0    0 66509   304 15193 15277   1   4  85  10   0 2019-03-22 22:25:49
 0  2        95916     53840128        31824     11566416    0    0 61872   320 14551 14669   1   4  85  10   0 2019-03-22 22:25:52
 3  7        95916     53838872        32632     11567164    0    0 73912   327 16307 16481   1   5  85   9   0 2019-03-22 22:25:55
 1  8        95916     53839920        33200     11566720    0    0 68269   301 15721 16145   1   5  85   9   0 2019-03-22 22:25:58
 5  5        95916     53836268        32652     11567824    0    0 72508   327 16540 16478   1   5  84  10   0 2019-03-22 22:26:01
 0  2        95916     53843272        32364     11564956    0    0 64243   313 14230 14442   1   4  86  10   0 2019-03-22 22:26:04
 8  0        95916     53841592        33400     11565984    0    0 73785   340 16337 16714   1   5  86   8   0 2019-03-22 22:26:07
 2  3        95916     53844952        32644     11565752    0    0 73111   301 16537 16729   1   5  85  10   0 2019-03-22 22:26:10
 3  1        95912     53838720        32996     11567468    8    0 59355   485 13752 13880   1   4  86   8   0 2019-03-22 22:26:13
 2  2        95912     53841760        33464     11568188    0    0 68592   336 14919 15579   1   4  86   9   0 2019-03-22 22:26:16
 2  6        95912     53834572        36244     11567108    0    0 71897   303 16540 16988   1   5  85   9   0 2019-03-22 22:26:19
 0  5        95912     53838120        34044     11568788    0    0 66537   339 15045 15456   1   4  86   9   0 2019-03-22 22:26:22
 2  5        95912     53839356        34256     11566448    0    0 71933   315 15666 15928   1   5  85  10   0 2019-03-22 22:26:25
 1  5        95912     53837380        35792     11566296    0    0 67299   331 15158 15500   1   5  86   9   0 2019-03-22 22:26:28
 3  6        95912     53839152        35560     11567216    0    0 63353   296 14680 15069   1   4  85  10   0 2019-03-22 22:26:31
 1  1        95912     53838196        35972     11567140    0    0 65163   325 14428 14513   1   4  86   9   0 2019-03-22 22:26:34
 0  2        95912     53831184        41748     11567968    0    0 68532   311 15515 15781   1   5  85   9   0 2019-03-22 22:26:37
 2  5        95900     53839900        36768     11567076    8    0 64085   317 14455 14856   1   4  87   8   0 2019-03-22 22:26:40
 0  1        95896     53835028        43376     11566336    0    0 51928   472 12572 12661   1   4  87   7   0 2019-03-22 22:26:43
 2  4        95896     53836772        39536     11567020    0    0 63380   307 14487 14856   1   4  87   8   0 2019-03-22 22:26:46
 0  6        95896     53842484        38400     11566088    0    0 58719   332 13455 13795   1   4  87   9   0 2019-03-22 22:26:49
 2  7        95892     53842648        37936     11567204    0    0 66465   321 15347 15759   1   5  86   9   0 2019-03-22 22:26:52
 0  5        95892     53842740        37928     11567720    0    0 60448   340 13773 14141   1   4  87   8   0 2019-03-22 22:26:55
 2  2        95892     53833080        38608     11566492    0    0 63899   304 14304 14734   1   4  87   8   0 2019-03-22 22:26:58
 5  0        95892     53839840        39984     11567320    0    0 54935   349 12526 12895   1   4  88   8   0 2019-03-22 22:27:01
 3  2        95892     53835332        42212     11568144    0    0 65303   323 14833 15327   1   4  87   8   0 2019-03-22 22:27:04
 6  1        95892     53841932        38528     11566416    0    0 64927   311 14652 15104   1   4  87   8   0 2019-03-22 22:27:07
 6  5        95892     53840212        39260     11566752    0    0 68499   312 15249 15879   1   4  86   9   0 2019-03-22 22:27:10
 0  5        95888     53835844        41728     11567100    8    0 58560   471 13763 13871   1   4  86   8   0 2019-03-22 22:27:13
 1  4        95888     53840156        40076     11568276    0    0 66504   324 14604 15041   1   4  87   8   0 2019-03-22 22:27:16
 1  1        95888     53840832        39760     11567716    0    0 67033   315 15205 15447   1   4  86   8   0 2019-03-22 22:27:19
 1  2        95888     53834896        43200     11565888    0    0 56503   324 13027 13192   1   4  88   8   0 2019-03-22 22:27:22
 3  4        95888     53839008        40856     11566860    0    0 62253   324 14498 15205   1   4  87   8   0 2019-03-22 22:27:25
 0  3        95888     53837868        40700     11567292    0    0 64757   333 14692 14877   1   4  86   8   0 2019-03-22 22:27:28
 1  7        95888     53835460        42720     11566460    0    0 61659   323 14075 14306   1   4  87   8   0 2019-03-22 22:27:31
 0  0        95888     53828024        48648     11567756    0    0 60661   331 13909 14233   1   4  87   9   0 2019-03-22 22:27:34
 3  3        95888     53835164        41596     11567480    0    0 55835   348 12568 12987   1   3  88   8   0 2019-03-22 22:27:37
 0  7        95888     53831584        43540     11567792    0    0 72407   308 16045 16341   1   5  86   9   0 2019-03-22 22:27:40
 0  5        95880     53833116        43052     11566692    1    0 58820   449 13649 13752   1   4  87   8   0 2019-03-22 22:27:43
 0  4        95880     53835556        43632     11567412    0    0 61392   315 14124 14406   1   4  87   8   0 2019-03-22 22:27:46
 1  7        95880     53833480        44220     11568184    0    0 69549   323 15359 15836   1   5  86   8   0 2019-03-22 22:27:49
 1  2        95880     53828928        46856     11568304    0    0 67415   320 14605 14859   1   4  87   8   0 2019-03-22 22:27:52
 1  9        95880     53831212        45632     11567008    0    0 67849   297 15109 15536   1   5  86   9   0 2019-03-22 22:27:55
 0  2        95880     53834484        43756     11568972    0    0 63488   321 13992 14432   1   4  87   8   0 2019-03-22 22:27:58
 3  5        95880     53833376        44248     11568264    0    0 71072   284 16052 16403   1   5  86   9   0 2019-03-22 22:28:01
 3  5        95880     53826204        47640     11566640    0    0 61813   312 14095 14478   1   4  88   7   0 2019-03-22 22:28:04
 2  5        95880     53833628        45592     11567044    0    0 65552   293 15064 15388   1   4  86   8   0 2019-03-22 22:28:07
 0  1        95880     53829312        52268     11568460    0    0 62137   345 14239 14439   1   4  87   8   0 2019-03-22 22:28:10
 1  5        95880     53828832        48540     11569704    0    0 54772   463 12833 13128   1   4  87   8   0 2019-03-22 22:28:13
 2  9        95880     53831932        46384     11568568    0    0 56735   327 12763 13068   1   3  89   7   0 2019-03-22 22:28:16
 4 10        95880     53825456        47884     11567152    0    0 67588   321 15169 15306   1   4  87   8   0 2019-03-22 22:28:19
 0  8        95880     53828700        47696     11567836    0    0 58731   324 13565 13728   1   4  87   8   0 2019-03-22 22:28:22
 7  0        95880     53831780        46352     11570340    0    0 59837   371 13431 13846   1   4  88   8   0 2019-03-22 22:28:25
 1  6        95880     53821640        49884     11568360    0    0 73528   297 16335 16481   1   5  86   9   0 2019-03-22 22:28:28
 0  4        95880     53829688        47468     11570460    0    0 59396   336 13508 13885   1   4  88   8   0 2019-03-22 22:28:31
 4  4        95880     53825664        49108     11567796    0    0 67259   297 15206 15748   1   4  86   9   0 2019-03-22 22:28:34
 5  4        95864     53833528        48448     11567668    7    0 57232   393 13242 13413   1   4  88   8   0 2019-03-22 22:28:37
 0  1        95864     53823308        55268     11567408    0    0 74841   328 16566 16963   1   5  85   9   0 2019-03-22 22:28:40
 4  6        95856     53829720        48704     11567868    4    0 66369   401 15109 15446   1   5  86   8   0 2019-03-22 22:28:43
 4  5        95856     53827036        49952     11566932    0    0 65177   325 14570 15080   1   4  86   8   0 2019-03-22 22:28:46
 3  6        95856     53825816        50548     11568216    0    0 62367   304 14476 15064   1   4  88   7   0 2019-03-22 22:28:49
 4  6        95856     53821392        53496     11567308    0    0 64088   323 14219 14619   1   4  87   8   0 2019-03-22 22:28:52
 0  4        95856     53819960        50832     11569812    0    0 70612   295 16089 16597   1   5  86   8   0 2019-03-22 22:28:55
 1  6        95856     53820496        52264     11568796    0    0 73360   321 16566 16778   1   5  86   8   0 2019-03-22 22:28:58
 0  2        95856     53829448        50096     11567952    0    0 63536   329 14179 14538   1   4  87   8   0 2019-03-22 22:29:01
 1  5        95856     53825856        50696     11567476    0    0 67557   325 15322 15802   1   4  87   8   0 2019-03-22 22:29:04
 3  3        95856     53826344        50968     11567944    0    0 61933   325 14229 14598   1   4  88   7   0 2019-03-22 22:29:07
 0  1        95856     53819264        58296     11567272    0    0 62564   335 14088 14469   1   4  87   8   0 2019-03-22 22:29:10
 2  1        95856     53822648        56472     11568100    0    0 58999   467 13399 13758   1   4  88   8   0 2019-03-22 22:29:13
 2  7        95856     53822996        53064     11567468    0    0 67772   308 15854 16114   1   5  86   8   0 2019-03-22 22:29:16
 2  4        95856     53826556        51780     11569340    0    0 72681   329 16190 16260   1   5  86   9   0 2019-03-22 22:29:19
