Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    228879               80.316%           76.592%
8             W    27699                 9.720%            9.269%
1016          W    22006                 7.722%            7.364%
256           R    10627                76.696%            3.556%
3             W    517                   0.181%            0.173%
32            W    351                   0.123%            0.117%
416           W    275                   0.097%            0.092%
408           W    262                   0.092%            0.088%
16            W    231                   0.081%            0.077%
48            W    199                   0.070%            0.067%
112           W    181                   0.064%            0.061%
120           W    180                   0.063%            0.060%
904           W    179                   0.063%            0.060%
984           W    178                   0.062%            0.060%
896           W    173                   0.061%            0.058%
88            W    173                   0.061%            0.058%
240           R    161                   1.162%            0.054%
8             R    154                   1.111%            0.052%
4             W    154                   0.054%            0.052%
16            R    154                   1.111%            0.052%
232           R    145                   1.046%            0.049%
32            R    138                   0.996%            0.046%
17            W    136                   0.048%            0.046%
24            R    134                   0.967%            0.045%
48            R    132                   0.953%            0.044%
192           R    132                   0.953%            0.044%
40            R    131                   0.945%            0.044%
200           R    131                   0.945%            0.044%
208           R    130                   0.938%            0.044%
248           R    127                   0.917%            0.042%
224           R    127                   0.917%            0.042%
18            W    123                   0.043%            0.041%
216           R    121                   0.873%            0.040%
56            R    116                   0.837%            0.039%
64            R    113                   0.816%            0.038%
19            W    112                   0.039%            0.037%
512           R    108                   0.779%            0.036%
2             W    108                   0.038%            0.036%
968           W    107                   0.038%            0.036%
20            W    106                   0.037%            0.035%
936           W    97                    0.034%            0.032%
15            W    94                    0.033%            0.031%
14            W    93                    0.033%            0.031%
816           W    91                    0.032%            0.030%
21            W    89                    0.031%            0.030%
824           W    88                    0.031%            0.029%
40            W    87                    0.031%            0.029%
200           W    85                    0.030%            0.028%
24            W    84                    0.029%            0.028%
10            W    83                    0.029%            0.028%
80            R    81                    0.585%            0.027%
22            W    79                    0.028%            0.026%
928           W    78                    0.027%            0.026%
184           R    78                    0.563%            0.026%
88            R    76                    0.548%            0.025%
168           R    76                    0.548%            0.025%
160           R    76                    0.548%            0.025%
12            W    76                    0.027%            0.025%
13            W    75                    0.026%            0.025%
176           R    73                    0.527%            0.024%
72            R    72                    0.520%            0.024%
9             W    68                    0.024%            0.023%
64            W    68                    0.024%            0.023%
192           W    68                    0.024%            0.023%
152           R    68                    0.491%            0.023%
6             W    67                    0.024%            0.022%
23            W    67                    0.024%            0.022%
96            R    64                    0.462%            0.021%
128           R    64                    0.462%            0.021%
11            W    63                    0.022%            0.021%
7             W    58                    0.020%            0.019%
144           R    51                    0.368%            0.017%
104           R    50                    0.361%            0.017%
976           W    45                    0.016%            0.015%
136           R    45                    0.325%            0.015%
112           R    45                    0.325%            0.015%
1             W    44                    0.015%            0.015%
120           R    40                    0.289%            0.013%
960           W    37                    0.013%            0.012%
25            W    33                    0.012%            0.011%
208           W    32                    0.011%            0.011%
27            W    30                    0.011%            0.010%
784           W    27                    0.009%            0.009%
26            W    26                    0.009%            0.009%
56            W    25                    0.009%            0.008%
5             W    25                    0.009%            0.008%
28            W    25                    0.009%            0.008%
768           W    23                    0.008%            0.008%
176           W    23                    0.008%            0.008%
152           W    16                    0.006%            0.005%
144           W    16                    0.006%            0.005%
96            W    13                    0.005%            0.004%
72            W    13                    0.005%            0.004%
520           W    12                    0.004%            0.004%
29            W    12                    0.004%            0.004%
736           W    10                    0.004%            0.003%
664           W    10                    0.004%            0.003%
344           W    10                    0.004%            0.003%
168           W    10                    0.004%            0.003%
224           W    9                     0.003%            0.003%
912           W    8                     0.003%            0.003%
808           W    8                     0.003%            0.003%
80            W    8                     0.003%            0.003%
680           W    8                     0.003%            0.003%
672           W    8                     0.003%            0.003%
648           W    8                     0.003%            0.003%
368           W    8                     0.003%            0.003%
336           W    8                     0.003%            0.003%
328           W    8                     0.003%            0.003%
312           W    8                     0.003%            0.003%
232           W    8                     0.003%            0.003%
1008          W    8                     0.003%            0.003%
920           W    7                     0.002%            0.002%
856           W    7                     0.002%            0.002%
832           W    7                     0.002%            0.002%
720           W    7                     0.002%            0.002%
712           W    7                     0.002%            0.002%
584           W    7                     0.002%            0.002%
568           W    7                     0.002%            0.002%
456           W    7                     0.002%            0.002%
440           W    7                     0.002%            0.002%
400           W    7                     0.002%            0.002%
264           W    7                     0.002%            0.002%
240           W    7                     0.002%            0.002%
128           W    7                     0.002%            0.002%
992           W    6                     0.002%            0.002%
952           W    6                     0.002%            0.002%
888           W    6                     0.002%            0.002%
840           W    6                     0.002%            0.002%
752           W    6                     0.002%            0.002%
728           W    6                     0.002%            0.002%
704           W    6                     0.002%            0.002%
696           W    6                     0.002%            0.002%
624           W    6                     0.002%            0.002%
616           W    6                     0.002%            0.002%
560           W    6                     0.002%            0.002%
504           W    6                     0.002%            0.002%
184           W    6                     0.002%            0.002%
136           W    6                     0.002%            0.002%
1000          W    6                     0.002%            0.002%
944           W    5                     0.002%            0.002%
744           W    5                     0.002%            0.002%
688           W    5                     0.002%            0.002%
536           W    5                     0.002%            0.002%
512           W    5                     0.002%            0.002%
496           W    5                     0.002%            0.002%
472           W    5                     0.002%            0.002%
376           W    5                     0.002%            0.002%
360           W    5                     0.002%            0.002%
352           W    5                     0.002%            0.002%
304           W    5                     0.002%            0.002%
272           W    5                     0.002%            0.002%
160           W    5                     0.002%            0.002%
104           W    5                     0.002%            0.002%
880           W    4                     0.001%            0.001%
872           W    4                     0.001%            0.001%
800           W    4                     0.001%            0.001%
776           W    4                     0.001%            0.001%
640           W    4                     0.001%            0.001%
608           W    4                     0.001%            0.001%
600           W    4                     0.001%            0.001%
528           W    4                     0.001%            0.001%
424           W    4                     0.001%            0.001%
384           W    4                     0.001%            0.001%
30            W    4                     0.001%            0.001%
296           W    4                     0.001%            0.001%
256           W    4                     0.001%            0.001%
248           W    4                     0.001%            0.001%
216           W    4                     0.001%            0.001%
1             R    4                     0.029%            0.001%
848           W    3                     0.001%            0.001%
760           W    3                     0.001%            0.001%
592           W    3                     0.001%            0.001%
576           W    3                     0.001%            0.001%
552           W    3                     0.001%            0.001%
544           W    3                     0.001%            0.001%
488           R    3                     0.022%            0.001%
480           W    3                     0.001%            0.001%
480           R    3                     0.022%            0.001%
448           W    3                     0.001%            0.001%
432           W    3                     0.001%            0.001%
392           W    3                     0.001%            0.001%
33            W    3                     0.001%            0.001%
320           W    3                     0.001%            0.001%
31            W    3                     0.001%            0.001%
280           W    3                     0.001%            0.001%
656           W    2                     0.001%            0.001%
632           W    2                     0.001%            0.001%
488           W    2                     0.001%            0.001%
464           W    2                     0.001%            0.001%
312           R    2                     0.014%            0.001%
288           W    2                     0.001%            0.001%
864           W    1                     0.000%            0.000%
472           R    1                     0.007%            0.000%
352           R    1                     0.007%            0.000%
35            W    1                     0.000%            0.000%
328           R    1                     0.007%            0.000%
320           R    1                     0.007%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 13856          [  4.637%]
Total write I/Os: 284974         [ 95.363%]
Total read sectors : 3178044     [  1.214%,    1551.779MB]
Total write sectors: 258640722   [ 98.786%,  126289.415MB]
