Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    3891337              60.755%           58.599%
16            R    1039317              16.227%           15.651%
8             R    693874               10.833%           10.449%
256           R    376122                5.872%            5.664%
1024          W    169574               71.946%            2.554%
32            R    82960                 1.295%            1.249%
40            R    59700                 0.932%            0.899%
56            R    37152                 0.580%            0.559%
8             W    34537                14.653%            0.520%
1016          W    25442                10.794%            0.383%
72            R    24709                 0.386%            0.372%
88            R    18251                 0.285%            0.275%
48            R    16662                 0.260%            0.251%
64            R    16221                 0.253%            0.244%
104           R    13968                 0.218%            0.210%
120           R    11203                 0.175%            0.169%
80            R    10323                 0.161%            0.155%
136           R    8875                  0.139%            0.134%
96            R    8831                  0.138%            0.133%
128           R    8807                  0.138%            0.133%
112           R    7732                  0.121%            0.116%
152           R    7618                  0.119%            0.115%
168           R    6526                  0.102%            0.098%
144           R    6004                  0.094%            0.090%
184           R    5715                  0.089%            0.086%
160           R    5620                  0.088%            0.085%
200           R    5346                  0.083%            0.081%
216           R    5218                  0.081%            0.079%
176           R    5050                  0.079%            0.076%
240           R    5019                  0.078%            0.076%
192           R    5018                  0.078%            0.076%
208           R    4487                  0.070%            0.068%
224           R    4207                  0.066%            0.063%
232           R    4181                  0.065%            0.063%
248           R    3508                  0.055%            0.053%
512           R    2838                  0.044%            0.043%
32            W    461                   0.196%            0.007%
408           W    341                   0.145%            0.005%
264           W    318                   0.135%            0.005%
64            W    307                   0.130%            0.005%
416           W    284                   0.120%            0.004%
16            W    236                   0.100%            0.004%
280           R    196                   0.003%            0.003%
264           R    195                   0.003%            0.003%
3             W    158                   0.067%            0.002%
22            W    154                   0.065%            0.002%
24            W    153                   0.065%            0.002%
296           R    151                   0.002%            0.002%
272           R    144                   0.002%            0.002%
400           W    135                   0.057%            0.002%
23            W    128                   0.054%            0.002%
328           R    125                   0.002%            0.002%
21            W    125                   0.053%            0.002%
288           R    123                   0.002%            0.002%
312           R    119                   0.002%            0.002%
304           R    119                   0.002%            0.002%
344           R    118                   0.002%            0.002%
20            W    116                   0.049%            0.002%
12            W    114                   0.048%            0.002%
320           R    106                   0.002%            0.002%
424           W    96                    0.041%            0.001%
392           R    96                    0.001%            0.001%
360           R    93                    0.001%            0.001%
19            W    87                    0.037%            0.001%
336           R    84                    0.001%            0.001%
14            W    83                    0.035%            0.001%
1             W    82                    0.035%            0.001%
384           R    79                    0.001%            0.001%
18            W    79                    0.034%            0.001%
13            W    77                    0.033%            0.001%
25            W    76                    0.032%            0.001%
272           W    75                    0.032%            0.001%
376           R    72                    0.001%            0.001%
