procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        57396      1233540        20828      2570888    0    0  3143  7486    3    6  36   5  52   7   0 2018-11-24 02:13:04
 0  0        57388      1233016        20916      2570812    4    0    29    48 1365 1054   2   2  96   0   0 2018-11-24 02:13:07
 1  0        57388      2234916        20920      1556168    0    0   192     0  994  703   1   6  93   0   0 2018-11-24 02:13:10
 4  0        57384      3394860        20948       396392    1    0  1435   565 17156 16237   2   7  87   4   0 2018-11-24 02:13:13
 1  1        57384      3394924        21180       396364    0    0  9537    27 5007 4230   5   9  75  11   0 2018-11-24 02:13:16
 2  0        57384      3395188        21028       396360    0    0 17932    32 9523 8119   8  14  69   8   0 2018-11-24 02:13:19
 1  1        57384      3395116        21060       396424    0    0  8715    33 4678 4033   4   8  76  12   0 2018-11-24 02:13:22
 3  0        57384      3394756        21096       396320    0    0 16196    32 8518 7425   8  13  71   8   0 2018-11-24 02:13:25
 4  0        57384      3395268        21136       396364    0    0 17925    28 7935 6778   9  14  69   8   0 2018-11-24 02:13:28
 1  2        57384      3394344        21176       396368    0    0 17975    31 9117 7700   8  14  70   8   0 2018-11-24 02:13:31
 6  1        57384      3394756        21212       396364    0    0 18248    31 8302 6872   8  14  69   9   0 2018-11-24 02:13:34
 0  1        57384      3394740        21260       396368    0    0 17587    40 9376 8143   9  14  69   8   0 2018-11-24 02:13:37
 1  2        57384      3393560        21808       396368    0    0 18253    29 8280 7018   8  14  69   9   0 2018-11-24 02:13:40
 0  1        57384      3394340        21336       396368    0    0 13740    28 7275 6337   7  11  72  10   0 2018-11-24 02:13:43
 3  0        57384      3393068        22336       396380    0    0  9393    33 4612 3803   4   8  77  10   0 2018-11-24 02:13:46
 1  1        57384      3394132        21412       396328    0    0 16840    40 8953 7804   8  14  71   8   0 2018-11-24 02:13:49
 2  0        57384      3394280        21452       396328    0    0 17927    37 8357 7107   8  14  70   8   0 2018-11-24 02:13:52
 3  0        57384      3393668        22008       396388    0    0 17811    29 9067 7947   8  14  70   8   0 2018-11-24 02:13:55
 0  1        57384      3393128        22460       396332    0    0 17753    29 7990 6877   8  14  69   8   0 2018-11-24 02:13:58
 1  1        57384      3394300        21568       396316    0    0 17252    28 7768 6521   8  14  71   8   0 2018-11-24 02:14:01
 0  1        57384      3393552        22544       396328    0    0 17177   112 11189 9912   8  13  71   8   0 2018-11-24 02:14:04
 0  1        57384      3392792        22576       396332    0    0 17181    40 8779 7713   8  14  70   8   0 2018-11-24 02:14:07
 2  0        57384      3393652        21700       396392    0    0 17568    28 7748 6624   8  14  70   9   0 2018-11-24 02:14:10
 2  0        57384      3393304        22300       396332    0    0 18139    29 8718 7504   8  14  69   8   0 2018-11-24 02:14:13
 0  1        57384      3393924        22352       396332    0    0 17520    36 8281 6931   8  14  69   9   0 2018-11-24 02:14:16
