Linux 4.4.132-0404132-generic (pl2) 	2018-10-23 	_x86_64_	(24 CPU)

10:18:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:18:54 AM  all    0.14    0.00    2.09    3.55    0.00    0.07    0.00    0.00    0.00   94.15
10:18:54 AM    0    0.33    0.00    0.00    2.67    0.00    0.00    0.00    0.00    0.00   97.00
10:18:54 AM    1    0.33    0.00    0.00    1.67    0.00    0.00    0.00    0.00    0.00   97.99
10:18:54 AM    2    0.00    0.00    0.33    1.33    0.00    0.00    0.00    0.00    0.00   98.34
10:18:54 AM    3    0.00    0.00    0.00    3.33    0.00    0.00    0.00    0.00    0.00   96.67
10:18:54 AM    4    0.00    0.00    0.00    2.71    0.00    0.34    0.00    0.00    0.00   96.95
10:18:54 AM    5    0.33    0.00    0.33    4.33    0.00    0.00    0.00    0.00    0.00   95.00
10:18:54 AM    6    0.00    0.00    0.33    5.02    0.00    0.00    0.00    0.00    0.00   94.65
10:18:54 AM    7    2.03    0.00    3.72   19.26    0.00    0.00    0.00    0.00    0.00   75.00
10:18:54 AM    8    0.00    0.00    0.00    9.70    0.00    0.00    0.00    0.00    0.00   90.30
10:18:54 AM    9    0.33    0.00    0.00    2.33    0.00    0.00    0.00    0.00    0.00   97.33
10:18:54 AM   10    0.00    0.00    0.33    2.67    0.00    0.00    0.00    0.00    0.00   97.00
10:18:54 AM   11    0.00    0.00   44.97    3.69    0.00    1.01    0.00    0.00    0.00   50.34
10:18:54 AM   12    0.00    0.00    0.00    1.33    0.00    0.00    0.00    0.00    0.00   98.67
10:18:54 AM   13    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00   99.33
10:18:54 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:18:54 AM   15    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00   99.33
10:18:54 AM   16    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00    0.00   99.67
10:18:54 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:18:54 AM   18    0.00    0.00    0.33   13.38    0.00    0.00    0.00    0.00    0.00   86.29
10:18:54 AM   19    0.00    0.00    0.00    6.67    0.00    0.33    0.00    0.00    0.00   93.00
10:18:54 AM   20    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00    0.00   99.67
10:18:54 AM   21    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00    0.00   99.67
10:18:54 AM   22    0.00    0.00    0.33    3.32    0.00    0.00    0.00    0.00    0.00   96.35
10:18:54 AM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

