Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    2215838              49.825%           45.681%
16            R    1005565              22.611%           20.731%
8             R    549736               12.361%           11.333%
1024          W    294319               72.962%            6.068%
40            R    126760                2.850%            2.613%
56            R    87267                 1.962%            1.799%
32            R    82315                 1.851%            1.697%
72            R    61961                 1.393%            1.277%
8             W    58489                14.499%            1.206%
88            R    45187                 1.016%            0.932%
1016          W    43072                10.678%            0.888%
104           R    33029                 0.743%            0.681%
48            R    28562                 0.642%            0.589%
120           R    25101                 0.564%            0.517%
64            R    24972                 0.562%            0.515%
136           R    17712                 0.398%            0.365%
80            R    17003                 0.382%            0.351%
256           R    14431                 0.324%            0.298%
96            R    13540                 0.304%            0.279%
152           R    12889                 0.290%            0.266%
112           R    10810                 0.243%            0.223%
168           R    9546                  0.215%            0.197%
128           R    9430                  0.212%            0.194%
184           R    7008                  0.158%            0.144%
144           R    6613                  0.149%            0.136%
160           R    5345                  0.120%            0.110%
200           R    5117                  0.115%            0.105%
192           R    4449                  0.100%            0.092%
216           R    4297                  0.097%            0.089%
176           R    4181                  0.094%            0.086%
208           R    2876                  0.065%            0.059%
232           R    2784                  0.063%            0.057%
224           R    2258                  0.051%            0.047%
240           R    2179                  0.049%            0.045%
248           R    2095                  0.047%            0.043%
264           R    843                   0.019%            0.017%
280           R    634                   0.014%            0.013%
408           W    618                   0.153%            0.013%
416           W    534                   0.132%            0.011%
296           R    494                   0.011%            0.010%
272           R    463                   0.010%            0.010%
312           R    424                   0.010%            0.009%
288           R    363                   0.008%            0.007%
512           R    330                   0.007%            0.007%
304           R    312                   0.007%            0.006%
328           R    271                   0.006%            0.006%
64            W    248                   0.061%            0.005%
344           R    245                   0.006%            0.005%
32            W    217                   0.054%            0.004%
16            W    212                   0.053%            0.004%
320           R    207                   0.005%            0.004%
24            W    196                   0.049%            0.004%
3             W    193                   0.048%            0.004%
360           R    190                   0.004%            0.004%
336           R    184                   0.004%            0.004%
23            W    172                   0.043%            0.004%
352           R    168                   0.004%            0.003%
26            W    168                   0.042%            0.003%
400           W    158                   0.039%            0.003%
27            W    157                   0.039%            0.003%
28            W    156                   0.039%            0.003%
376           R    152                   0.003%            0.003%
368           R    144                   0.003%            0.003%
12            W    144                   0.036%            0.003%
744           W    143                   0.035%            0.003%
29            W    137                   0.034%            0.003%
25            W    135                   0.033%            0.003%
22            W    127                   0.031%            0.003%
96            W    124                   0.031%            0.003%
392           R    123                   0.003%            0.003%
11            W    123                   0.030%            0.003%
384           R    115                   0.003%            0.002%
112           W    105                   0.026%            0.002%
30            W    100                   0.025%            0.002%
21            W    100                   0.025%            0.002%
424           W    99                    0.025%            0.002%
136           W    96                    0.024%            0.002%
952           W    95                    0.024%            0.002%
904           W    93                    0.023%            0.002%
120           W    93                    0.023%            0.002%
424           R    92                    0.002%            0.002%
13            W    92                    0.023%            0.002%
920           W    91                    0.023%            0.002%
400           R    90                    0.002%            0.002%
896           W    88                    0.022%            0.002%
888           W    85                    0.021%            0.002%
416           R    81                    0.002%            0.002%
31            W    79                    0.020%            0.002%
1             W    78                    0.019%            0.002%
408           R    77                    0.002%            0.002%
20            W    66                    0.016%            0.001%
264           W    63                    0.016%            0.001%
728           W    62                    0.015%            0.001%
33            W    60                    0.015%            0.001%
736           W    59                    0.015%            0.001%
440           R    58                    0.001%            0.001%
10            W    55                    0.014%            0.001%
448           R    53                    0.001%            0.001%
34            W    51                    0.013%            0.001%
19            W    48                    0.012%            0.001%
464           R    46                    0.001%            0.001%
9             W    45                    0.011%            0.001%
456           R    44                    0.001%            0.001%
712           W    43                    0.011%            0.001%
432           R    42                    0.001%            0.001%
18            W    42                    0.010%            0.001%
752           W    40                    0.010%            0.001%
392           W    40                    0.010%            0.001%
17            W    40                    0.010%            0.001%
472           R    39                    0.001%            0.001%
35            W    38                    0.009%            0.001%
2             W    37                    0.009%            0.001%
40            W    35                    0.009%            0.001%
480           R    32                    0.001%            0.001%
7             W    31                    0.008%            0.001%
720           W    29                    0.007%            0.001%
4             W    29                    0.007%            0.001%
36            W    29                    0.007%            0.001%
128           W    29                    0.007%            0.001%
48            W    26                    0.006%            0.001%
14            W    25                    0.006%            0.001%
5             W    24                    0.006%            0.000%
432           W    23                    0.006%            0.000%
39            W    23                    0.006%            0.000%
192           W    23                    0.006%            0.000%
