procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 1  0       998396      4056668       282744     60725744    0    0   389  1882    0    0   1   0  91   8   0 2018-11-21 08:55:49
 1  0       998396      9926356       282752     54842880    0    0    21  1791 1919 2866   3   2  94   1   0 2018-11-21 08:55:52
 1  0       998396     28947124       282756     35824020    0    0     0    89 1679 3236   0   4  95   0   0 2018-11-21 08:55:55
 1  0       998396     32457360       282796     32293584    0    0  7865  3401 3638 4498   1   3  95   1   0 2018-11-21 08:55:58
 2  0       998396     32457652       282856     32294680    0    0 14361    40 4601 5410   0   3  95   2   0 2018-11-21 08:56:01
 1  0       998396     32459708       283944     32293556    0    0 13085   116 4282 5076   0   2  95   2   0 2018-11-21 08:56:04
 2  0       998396     32457848       283980     32293660    0    0 18777    29 5914 6677   0   3  95   2   0 2018-11-21 08:56:07
 0  1       998396     32458908       283028     32294352    0    0 16168    51 5152 6005   0   3  95   2   0 2018-11-21 08:56:10
 2  0       998396     32458492       283008     32294340    0    0 18080    31 5485 6292   0   3  95   2   0 2018-11-21 08:56:13
 0  1       998396     32456092       284072     32294508    0    0 19471    48 6025 6703   0   3  95   2   0 2018-11-21 08:56:16
 1  0       998396     32461468       283340     32294516    0    0  9213   671 4011 5383   0   2  96   2   0 2018-11-21 08:56:19
 1  0       998396     32458292       284452     32293640    0    0 16645   119 5368 6189   0   3  95   2   0 2018-11-21 08:56:22
 0  1       998396     32459060       283488     32294148    0    0 14991   169 4803 6069   0   3  95   2   0 2018-11-21 08:56:25
 1  0       998396     32459376       283520     32294092    0    0 19120    41 5835 6654   1   3  95   2   0 2018-11-21 08:56:28
 1  0       998396     32458912       283556     32294152    0    0 19475    29 5979 6717   1   3  94   2   0 2018-11-21 08:56:31
 0  1       998396     32460224       283608     32294676    0    0 18415   117 5772 6485   0   3  95   2   0 2018-11-21 08:56:34
 1  0       998396     32456936       284692     32294124    0    0 19837    29 6117 6864   1   3  94   2   0 2018-11-21 08:56:37
 2  0       998396     32459188       283672     32294456    0    0 18440    60 5935 6586   1   3  94   2   0 2018-11-21 08:56:40
 1  1       998396     32458092       283768     32294348    0    0 19500    40 5949 6695   0   3  94   2   0 2018-11-21 08:56:43
 0  1       998396     32456652       284796     32294500    0    0 20161    31 6040 6793   0   3  94   2   0 2018-11-21 08:56:46
 0  1       998396     32457632       284828     32294328    0    0 11333    47 4061 4794   0   2  95   3   0 2018-11-21 08:56:49
 0  1       998396     32460280       284144     32293868    0    0  8153   712 3709 5156   0   2  96   2   0 2018-11-21 08:56:52
 1  0       998396     32458892       284224     32293840    0    0 17375   155 5646 6445   0   3  95   2   0 2018-11-21 08:56:55
 1  1       998396     32458812       284592     32293824    0    0 18564   133 5820 6949   0   3  95   2   0 2018-11-21 08:56:58
 1  0       998396     32456080       284308     32293812    0    0 19696    31 6023 6742   1   3  94   2   0 2018-11-21 08:57:01
 2  1       998396     32457148       284424     32293784    0    0 18805   120 5863 6601   0   3  95   2   0 2018-11-21 08:57:04
 2  0       998396     32457536       284408     32295004    0    0 19464    39 6023 6733   1   3  94   2   0 2018-11-21 08:57:07
 2  0       998396     32456452       285496     32293908    0    0 19477    39 5976 6700   0   3  94   2   0 2018-11-21 08:57:10
 1  0       998396     32458468       284472     32294896    0    0 19128    45 5946 6740   0   3  95   2   0 2018-11-21 08:57:13
 1  1       998396     32456800       285204     32295136    0    0 19757    32 6175 6818   1   3  94   2   0 2018-11-21 08:57:16
 0  1       998396     32456272       285612     32294140    0    0 18865    59 5874 6572   0   3  95   2   0 2018-11-21 08:57:19
 1  1       998396     32456104       285412     32293444    0    0 19447    41 5998 6689   0   3  94   2   0 2018-11-21 08:57:22
 0  1       998396     32457824       286048     32293884    0    0  7488   787 3685 5071   0   1  96   2   0 2018-11-21 08:57:25
 2  1       998396     32458604       285500     32294612    0    0 18592   143 5810 6972   1   3  95   2   0 2018-11-21 08:57:28
 0  1       998396     32455848       286140     32294588    0    0 19700    32 6033 6727   0   3  95   2   0 2018-11-21 08:57:31
 0  1       998396     32457676       286192     32293660    0    0 19124   119 6005 6662   0   3  95   2   0 2018-11-21 08:57:34
 1  0       998396     32456784       285172     32293992    0    0 19136    43 5934 6635   1   3  95   2   0 2018-11-21 08:57:37
 0  1       998396     32455240       286272     32294284    0    0 19144    41 6029 6600   1   3  94   2   0 2018-11-21 08:57:40
 1  0       998396     32455676       285260     32294124    0    0 19120    43 5929 6647   0   3  95   2   0 2018-11-21 08:57:43
 1  0       998396     32457116       286348     32294024    0    0 19128    44 5890 6628   1   3  95   2   0 2018-11-21 08:57:46
