procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        21620       705140        18820      3064476    0    0  1482  6754   91   37  47   4  42   7   0 2018-11-25 17:19:53
 1  0        21620       731952        18836      3064500    0    0     8    59 3490 4339  14   5  81   0   0 2018-11-25 17:19:56
 1  0        21620      2179344        18836      1587608    0    0   441   535 5596 8104   9   9  81   1   0 2018-11-25 17:19:59
 4  1        21620      3400960        19952       351840    5    0  2096   569 5872 8431   6   9  79   6   0 2018-11-25 17:20:02
 0  0        21620      3402544        18944       351712    0    0  3267    27 2654 3155   2   4  81  13   0 2018-11-25 17:20:05
 0  0        21620      3401504        20020       351696    0    0  8324    28 4332 4146   3   9  78  10   0 2018-11-25 17:20:08
 1  0        21620      3401940        19016       351616    0    0 15123    35 6494 5776   4  14  76   6   0 2018-11-25 17:20:11
 0  1        21620      3401212        19052       351620    0    0 10503    28 4875 4493   3  10  77   9   0 2018-11-25 17:20:14
 1  1        21620      3401188        19084       351620    0    0 15488    27 6555 5598   4  14  77   6   0 2018-11-25 17:20:17
 2  0        21620      3401708        19124       351620    0    0 15851    32 6768 6004   4  15  75   6   0 2018-11-25 17:20:20
 3  0        21620      3402376        19156       351568    0    0 12601    28 5507 5008   4  12  78   7   0 2018-11-25 17:20:23
 1  0        21620      3401660        19200       351568    0    0 12987    39 5890 5309   4  12  76   8   0 2018-11-25 17:20:26
 1  0        21620      3402148        19240       351576    0    0 17337    29 7073 6100   5  15  75   6   0 2018-11-25 17:20:29
 0  1        21620      3400932        19276       351576    0    0 17063    28 6844 5966   5  15  75   6   0 2018-11-25 17:20:32
 4  0        21620      3401932        19304       351576    0    0 16624    33 6858 6047   5  15  75   6   0 2018-11-25 17:20:35
 0  0        21620      3400684        20388       351580    0    0 16999    29 6994 6145   5  15  75   6   0 2018-11-25 17:20:38
 1  0        21620      3399964        20424       351588    0    0 16199    44 6942 6156   4  15  75   6   0 2018-11-25 17:20:41
 1  0        21620      3401800        19420       351588    0    0 15820    31 6779 5978   4  14  76   6   0 2018-11-25 17:20:44
 0  0        21620      3400512        20496       351588    0    0 16932    28 7153 6147   5  15  74   6   0 2018-11-25 17:20:47
 1  0        21620      3400824        20532       351588    0    0  9400    28 4366 4220   3   9  80   8   0 2018-11-25 17:20:50
 2  0        21620      3400444        20568       351572    0    0 14800    28 6534 5687   4  14  76   7   0 2018-11-25 17:20:53
 4  1        21620      3399612        20604       351576    0    0 16676    35 6903 6026   4  15  75   6   0 2018-11-25 17:20:56
 0  1        21620      3402520        19608       351576    0    0 15953    31 6825 6009   5  14  75   6   0 2018-11-25 17:20:59
 4  0        21620      3400852        19668       351880    0    0 16715   136 7745 7614   5  15  75   6   0 2018-11-25 17:21:02
 2  0        21620      3400356        19748       351880    0    0 16963    32 6930 6142   4  15  75   6   0 2018-11-25 17:21:05
 0  1        21620      3400744        19780       351872    0    0 17375    31 7137 6161   4  15  74   6   0 2018-11-25 17:21:08
 2  0        21620      3401008        19796       351872    0    0 16844    28 7008 5994   5  15  74   6   0 2018-11-25 17:21:11
 2  0        21620      3400420        19832       351884    0    0 15919    49 6795 6172   5  14  76   5   0 2018-11-25 17:21:14
 0  2        21620      3399368        20564       352476    0    0 15949   123 7634 7315   4  14  76   6   0 2018-11-25 17:21:17
 2  1        21620      3400080        19956       352480    0    0 15607    40 6893 6000   5  15  75   6   0 2018-11-25 17:21:20
 2  1        21620      3400568        20004       352484    0    0 16237    43 6831 6302   5  14  76   5   0 2018-11-25 17:21:23
 1  1        21620      3399188        20448       352536    0    0 16707    28 6888 6018   4  15  75   6   0 2018-11-25 17:21:26
 1  0        21620      3398420        21096       352488    0    0 16497    41 6784 6006   4  14  76   6   0 2018-11-25 17:21:29
 0  1        21620      3400148        20116       352488    0    0 16231    28 6935 5896   5  15  75   6   0 2018-11-25 17:21:32
 0  1        21620      3398800        21196       352488    0    0 16967    29 6908 5857   4  15  75   6   0 2018-11-25 17:21:35
 0  1        21620      3399576        20196       352488    0    0 15837    29 6622 5622   4  14  77   6   0 2018-11-25 17:21:38
 0  0        21620      3399768        21276       352488    0    0 16601    28 6955 5966   4  14  75   6   0 2018-11-25 17:21:41
 0  0        21620      3398732        21304       352492    0    0 16605    36 6911 5921   4  14  76   5   0 2018-11-25 17:21:44
 2  0        21620      3398320        21208       352492    0    0 15720    28 6684 5794   4  14  76   6   0 2018-11-25 17:21:47
 2  0        21620      3399272        20344       352492    0    0 15569    33 6683 5826   4  14  76   5   0 2018-11-25 17:21:50
 2  0        21620      3399964        20384       352496    0    0 15848    36 6784 6033   4  15  75   6   0 2018-11-25 17:21:53
 3  0        21620      3399104        20420       352496    0    0 15572    29 6482 5685   4  14  76   6   0 2018-11-25 17:21:56
 1  1        21620      3398808        20896       352496    0    0 16155    29 6659 5845   4  15  75   6   0 2018-11-25 17:21:59
 2  1        21620      3398804        20532       352608    0    0 16075   156 7873 7887   4  15  75   6   0 2018-11-25 17:22:02
 0  0        21620      3398964        21464       352608    0    0 16516    28 6863 5912   4  15  75   6   0 2018-11-25 17:22:05
 3  0        21620      3399212        20608       352608    0    0 15851    28 6666 5765   4  14  76   5   0 2018-11-25 17:22:08
 2  1        21620      3398724        20648       352608    0    0 16699    29 6783 5671   4  14  77   5   0 2018-11-25 17:22:11
 5  0        21620      3397580        21740       352608    0    0 16269    31 6849 5861   5  14  75   6   0 2018-11-25 17:22:14
 0  1        21620      3398824        20736       352612    0    0 15899    39 6859 5998   5  14  76   5   0 2018-11-25 17:22:17
 1  1        21620      3397468        21692       352612    0    0 16515    27 6894 5949   5  15  75   6   0 2018-11-25 17:22:20
 0  2        21620      3398412        21236       352612    0    0 16392    29 6843 6051   4  14  76   5   0 2018-11-25 17:22:23
 2  1        21620      3397484        21236       352612    0    0 16371    29 6755 5887   4  15  75   6   0 2018-11-25 17:22:26
 2  1        21620      3396840        21920       352492    0    0 16957    29 7037 6106   4  15  75   6   0 2018-11-25 17:22:29
 2  0        21620      3398112        21948       352620    0    0 16593    53 7071 6293   5  15  75   6   0 2018-11-25 17:22:32
 0  1        21620      3398452        20964       352620    0    0 16633    29 6889 5965   4  15  75   6   0 2018-11-25 17:22:35
 1  0        21620      3414164        20988       352544    0    0 12579    21 5941 5091   5  13  77   4   0 2018-11-25 17:22:38
 0  0        21620      2998248        21000       761804    0    0   829 233771 5856 5508   3   4  92   0   0 2018-11-25 17:22:41
 0  0        21620      2998248        21012       761808    0    0     0 308232 7074 6677   2   2  95   0   0 2018-11-25 17:22:44
 0  0        21620      2998208        21012       761812    0    0     0 305024 6963 6471   3   2  95   0   0 2018-11-25 17:22:47
 0  0        21620      2998216        21020       761812    0    0     0 305497 6983 6489   3   2  95   0   0 2018-11-25 17:22:50
 1  0        21620      2998240        21020       761812    0    0     0 305749 6945 6476   2   2  95   0   0 2018-11-25 17:22:53
 1  0        21620      2998124        21028       761816    0    0     0 306351 7012 6588   2   2  96   0   0 2018-11-25 17:22:56
 0  0        21620      2998124        21028       761816    0    0     0 304725 6937 6464   2   3  95   0   0 2018-11-25 17:22:59
 1  0        21620      2997664        21044       761816    0    0     0 305973 7913 8127   3   3  94   0   0 2018-11-25 17:23:02
 0  0        21620      2997672        21044       761820    0    0     0 302379 6898 6416   2   2  95   0   0 2018-11-25 17:23:05
 0  0        21620      2997704        21052       761820    0    0     0 304032 7575 7620   2   3  95   0   0 2018-11-25 17:23:08
 0  0        21620      2997696        21052       761824    0    0     0 307072 7008 6520   2   2  95   0   0 2018-11-25 17:23:11
 0  0        21620      2997760        21068       761832    0    0     1 306544 7853 7758   2   2  95   0   0 2018-11-25 17:23:14
 0  0        21620      2997744        21068       761832    0    0     0 303317 6943 6408   3   2  95   0   0 2018-11-25 17:23:17
 0  0        21620      2997768        21076       761836    0    0     0 306069 6993 6570   3   2  95   0   0 2018-11-25 17:23:20
 0  0        21620      2997696        21084       761840    0    0     0 304516 6965 6545   3   2  95   0   0 2018-11-25 17:23:23
 2  0        21620      2997728        21084       761840    0    0     0 305493 6963 6519   2   2  96   0   0 2018-11-25 17:23:26
 0  0        21620      2997712        21092       761840    0    0     0 304559 6962 6545   2   2  95   0   0 2018-11-25 17:23:29
 2  0        21620      2997760        21092       761840    0    0     0 304640 6956 6485   2   2  95   0   0 2018-11-25 17:23:32
 0  0        21620      2997688        21100       761844    0    0     0 306009 7003 6540   2   2  95   0   0 2018-11-25 17:23:35
 0  0        21620      2997696        21100       761844    0    0     0 304512 6960 6494   3   2  95   0   0 2018-11-25 17:23:38
