procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        25324      3303220        33124       438876    0    0  2035  6003    2   10  25   4  64   7   0 2018-11-29 01:07:28
 1  0        25324      3331068        33140       438832    0    0    20    56 2757 2900  13   5  82   0   0 2018-11-29 01:07:31
 2  0        25324      3401400        33140       363768    0    0    11   141 2903 3071  12   6  82   0   0 2018-11-29 01:07:34
 1  1        25324      3361560        33580       364412    0    0 11845   399 7766 8990   7  13  76   4   0 2018-11-29 01:07:37
 0  1        25324      3362340        33204       364360    9    0 16080    28 7260 6570   6  15  74   5   0 2018-11-29 01:07:40
 0  1        25324      3362848        33228       364344    0    0 10821    27 5323 5042   4  11  78   7   0 2018-11-29 01:07:43
 3  0        25324      3361304        33932       364348    3    0 13343    40 6353 5917   4  13  76   6   0 2018-11-29 01:07:46
 3  0        25324      3361824        33280       364328    1    0 15561    28 6950 6276   5  15  75   5   0 2018-11-29 01:07:49
 0  0        25324      3360940        34344       364344    0    0 15845    27 7146 6343   6  15  75   5   0 2018-11-29 01:07:52
 0  1        25324      3362464        33324       364344    0    0 15805    27 7138 6338   5  15  74   5   0 2018-11-29 01:07:55
 0  0        25324      3361492        34392       364344    0    0 16255    29 7112 6501   6  15  74   5   0 2018-11-29 01:07:58
 2  0        25324      3361832        33372       364352    0    0 15531    41 7037 6681   5  15  75   5   0 2018-11-29 01:08:01
 4  0        25324      3362384        33424       364364    0    0 15860   156 8145 8389   5  15  74   5   0 2018-11-29 01:08:04
 0  1        25324      3361864        33456       364348    0    0 16203    29 7193 6465   6  15  74   5   0 2018-11-29 01:08:07
 0  1        25324      3361896        33476       364352    0    0 15921    35 7059 6456   6  15  74   6   0 2018-11-29 01:08:10
 2  0        25324      3361480        33944       364372    4    0  9644    35 4523 4726   4   9  78  10   0 2018-11-29 01:08:13
 2  0        25324      3361436        33784       364308    0    0 15361    40 7115 6483   5  14  75   5   0 2018-11-29 01:08:16
 0  1        25324      3361816        33568       364376    0    0 16311    33 7228 6516   6  15  74   5   0 2018-11-29 01:08:19
 1  0        25324      3362496        33592       364376    0    0 16981    28 7344 6527   6  15  73   6   0 2018-11-29 01:08:22
 1  0        25324      3361928        33612       364320    0    0 15889    28 7072 6296   5  15  75   5   0 2018-11-29 01:08:25
 0  1        25324      3361940        33652       364376    0    0 15595    29 6919 6166   5  15  76   5   0 2018-11-29 01:08:28
 0  1        25324      3361940        33692       364380    0    0 15893    47 6997 6610   5  15  75   5   0 2018-11-29 01:08:31
 0  1        25324      3360816        33708       364380    0    0 16173    27 7154 6668   5  15  75   5   0 2018-11-29 01:08:34
 0  1        25324      3362204        33728       364380    0    0 15821    27 7047 6408   5  15  75   5   0 2018-11-29 01:08:37
 1  0        25324      3360512        34800       364380    0    0 16133    29 6887 6431   5  15  74   6   0 2018-11-29 01:08:40
 0  1        25324      3361348        33784       364380    0    0 15835    29 7176 6303   6  15  74   5   0 2018-11-29 01:08:43
 0  1        25324      3361356        33816       364380    0    0 16209    28 7332 6494   6  15  74   5   0 2018-11-29 01:08:46
 0  1        25324      3361216        33848       364388    0    0 15889    49 7212 6633   6  15  74   5   0 2018-11-29 01:08:49
 0  1        25324      3361488        33868       364388    0    0 16647    28 7235 6424   6  15  74   5   0 2018-11-29 01:08:52
 3  0        25324      3361664        33892       364384    0    0 16193    35 7146 6504   5  15  75   5   0 2018-11-29 01:08:55
 4  0        25324      3361228        33928       364392    0    0 15893    39 7231 6562   5  15  75   5   0 2018-11-29 01:08:58
 0  0        25324      3360336        34992       364396    0    0 16209    29 7177 6408   6  15  74   5   0 2018-11-29 01:09:01
 2  0        25320      3361616        34000       364372    1    0 15431   161 7797 8127   6  15  74   6   0 2018-11-29 01:09:04
 1  0        25320      3361556        34032       364364    0    0 15492    31 6973 6369   6  15  75   5   0 2018-11-29 01:09:07
