procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 2  0        57504      1017980        18824      2824404    0    0  2153  6347   39    4  49   5  39   8   0 2018-11-27 04:56:31
 0  0        57500      1009904        18896      2824384    1    0    29     0 1042  769   2   2  96   0   0 2018-11-27 04:56:34
 1  0        57492      3120360        18912       701744    3    0    87    47 1346  838   1   9  90   0   0 2018-11-27 04:56:37
 1  1        57492      3485420        19400       335712   31    0  2824   472 9001 1581   2   6  85   8   0 2018-11-27 04:56:40
 3  1        57492      3485744        19680       335568    0    0 15277    28 5978 4047   4  11  76   9   0 2018-11-27 04:56:43
 0  2        57492      3486260        19056       335568    0    0  8479    28 4013 2455   2   8  78  12   0 2018-11-27 04:56:46
 1  0        57492      3486272        19068       335572    0    0 17821    36 7518 4793   5  13  75   8   0 2018-11-27 04:56:49
 4  0        57492      3485428        19100       335572    0    0 17339    28 6788 4662   5  13  74   8   0 2018-11-27 04:56:52
 0  1        57492      3484152        20176       335572    0    0 17652    27 7182 4717   5  13  74   8   0 2018-11-27 04:56:55
 3  0        57492      3486820        19168       335568    0    0 16609    27 6785 4479   4  13  75   8   0 2018-11-27 04:56:58
 3  1        57492      3484736        20196       335628    0    0 12557    28 5217 3420   4   9  78  10   0 2018-11-27 04:57:01
 0  1        57492      3485836        19260       335576    0    0 10865   119 6692 3167   3   9  78  10   0 2018-11-27 04:57:04
 0  2        57492      3486540        19352       335576    0    0 17183    29 8749 4625   5  13  73   9   0 2018-11-27 04:57:07
 0  1        57492      3486148        19332       335572    0    0 18219    28 7087 4726   5  13  74   8   0 2018-11-27 04:57:10
 1  0        57492      3486684        19368       335548    0    0 17901    33 7063 4740   5  13  74   9   0 2018-11-27 04:57:13
 1  1        57492      3485736        19404       335552    0    0 16897    37 6971 4670   5  13  74   8   0 2018-11-27 04:57:16
 1  1        57492      3486144        19440       335504    0    0 17293    33 6819 4645   5  13  75   7   0 2018-11-27 04:57:19
 1  1        57492      3486156        19476       335508    0    0 17884    28 7168 4743   5  13  73   8   0 2018-11-27 04:57:22
 0  2        57492      3485816        19548       335508    0    0 17971    27 7137 4774   5  13  74   8   0 2018-11-27 04:57:25
 1  0        57492      3486096        19536       335508    0    0 17920    27 7058 4720   4  13  75   8   0 2018-11-27 04:57:28
 1  0        57492      3486304        19568       335492    0    0 17652    27 6939 4702   5  13  75   8   0 2018-11-27 04:57:31
 0  1        57492      3484404        20296       335496    0    0 17485    41 6899 4708   4  13  75   7   0 2018-11-27 04:57:34
 0  0        57492      3485336        20016       335480    0    0 17365    28 6968 4633   5  13  74   9   0 2018-11-27 04:57:37
 0  1        57492      3485740        20120       335480    0    0 17404    27 6988 4625   5  13  74   8   0 2018-11-27 04:57:40
 1  0        57492      3484508        20764       335472    0    0 18020    29 7281 4815   5  13  74   8   0 2018-11-27 04:57:43
 3  1        57492      3484384        20796       335472    0    0 17576    29 6988 4791   5  13  73   9   0 2018-11-27 04:57:46
 2  0        57492      3484744        20364       335472    0    0 17428    28 6950 4791   5  14  73   8   0 2018-11-27 04:57:49
 1  1        57492      3484936        20864       335480    0    0 17405    43 7156 4552   5  13  73   9   0 2018-11-27 04:57:52
 0  1        57492      3485232        19860       335480    0    0 17211    28 6829 4649   5  13  75   8   0 2018-11-27 04:57:55
 0  1        57492      3484808        20708       335484    0    0 17129    37 7426 4622   4  13  75   7   0 2018-11-27 04:57:58
 3  1        57492      3485096        20984       335488    0    0 17320    39 7100 4760   5  13  75   8   0 2018-11-27 04:58:01
 0  1        57492      3485092        20004       335492    0    0 17868   131 8820 4889   4  13  74   8   0 2018-11-27 04:58:04
 2  0        57492      3484628        20352       335496    0    0 17648    36 7391 4717   5  13  74   8   0 2018-11-27 04:58:07
 4  0        57492      3485644        20068       335496    0    0 17468    28 6964 4685   4  13  74   8   0 2018-11-27 04:58:10
 2  1        57492      3485984        20108       335496    0    0 17959    28 7032 4829   5  13  75   7   0 2018-11-27 04:58:13
 2  0        57492      3485752        20148       335496    0    0 17201    29 7488 4671   4  14  75   7   0 2018-11-27 04:58:16
 0  0        57492      3485216        20900       335496    0    0 18363    29 7086 4774   5  13  75   7   0 2018-11-27 04:58:19
 0  1        57492      3484768        20912       335500    0    0 17768    39 6893 4639   5  13  75   8   0 2018-11-27 04:58:22
 2  0        57492      3485148        20296       335528    0    0 17075    28 6858 4768   5  13  75   7   0 2018-11-27 04:58:25
 5  0        57492      3484608        21340       335500    0    0 19181    28 7465 5034   5  14  73   8   0 2018-11-27 04:58:28
 0  2        57492      3484536        20988       335548    0    0 17836    35 7095 4756   5  14  74   8   0 2018-11-27 04:58:31
 2  1        57492      3483712        20684       335556    0    0 17252    27 7005 4660   5  13  75   7   0 2018-11-27 04:58:34
 2  0        57492      3484916        20408       335488    0    0 17889    29 7061 4815   5  13  74   8   0 2018-11-27 04:58:37
 0  0        57492      3070824        20420       744276    0    0  5808 57864 4017 2863   3   7  88   2   0 2018-11-27 04:58:40
 0  0        57492      3070832        20432       744276    0    0     0 308313 6426 5088   1   2  97   0   0 2018-11-27 04:58:43
 0  0        57492      3071140        20432       744276    0    0     0 306944 6323 5118   2   2  96   0   0 2018-11-27 04:58:46
 0  0        57492      3071180        20440       744276    0    0     0 303791 6310 4996   1   2  97   0   0 2018-11-27 04:58:49
 1  0        57492      3071164        20440       744276    0    0     0 307755 6382 5091   2   2  96   0   0 2018-11-27 04:58:52
 1  0        57492      3071768        20448       744280    0    0     0 307972 6592 5100   2   2  97   0   0 2018-11-27 04:58:55
 2  0        57492      3071776        20448       744280    0    0     0 304768 6245 5008   1   2  97   0   0 2018-11-27 04:58:58
 1  0        57492      3071668        20456       744280    0    0     0 308953 6868 5092   1   2  96   0   0 2018-11-27 04:59:01
 0  0        57492      3071668        20456       744280    0    0     0 304384 6544 5042   1   2  96   0   0 2018-11-27 04:59:04
 1  0        57492      3071612        20464       744280    0    0     0 307469 6480 5087   2   2  96   0   0 2018-11-27 04:59:07
 2  0        57492      3070704        20464       744288    0    0     0 308191 9140 5099   1   3  96   0   0 2018-11-27 04:59:10
 0  0        57492      3070784        20472       744288    0    0     0 308639 6644 5101   1   2  97   0   0 2018-11-27 04:59:13
 1  0        57492      3071016        20472       744288    0    0     0 308864 6387 5162   1   2  96   0   0 2018-11-27 04:59:16
 1  0        57492      3071008        20480       744292    0    0     0 302431 7057 5047   1   2  97   0   0 2018-11-27 04:59:19
 1  0        57492      3071016        20480       744292    0    0     0 306944 6390 5091   2   2  96   0   0 2018-11-27 04:59:22
 2  0        57492      3071348        20488       744296    0    0     0 310105 6593 5113   2   2  96   0   0 2018-11-27 04:59:25
 1  0        57492      3071380        20488       744296    0    0     0 307669 6326 5056   1   2  97   0   0 2018-11-27 04:59:28
 0  0        57492      3071300        20496       744296    0    0     0 306180 6434 5059   1   2  96   0   0 2018-11-27 04:59:31
 0  0        57492      3071340        20496       744300    0    0     0 306859 6324 5050   1   2  97   0   0 2018-11-27 04:59:34
