procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 2  0            0        12608        13336      2826100    0    0   302  2034  150  200  43   2  54   1   0 2018-12-25 08:36:58
 1  0            0        13160        13488      2823772    0    0 25225 31965 13132 1473   8   8  76   9   0 2018-12-25 08:37:01
 3  0            0      1635872        13500      2137024    0    0  1568    74 1160  823   2   4  94   1   0 2018-12-25 08:37:04
 0  0            0      3632240        13648       148672    0    0   229 25517 1646  699   1   9  83   7   0 2018-12-25 08:37:07
 0  0            0      3643628        13676       151140    0    0  1965   314 10652 1350   3   4  91   3   0 2018-12-25 08:37:10
 5  1            0      3638472        14856       152380    0    0  6347   595 17311 2518   4   7  83   5   0 2018-12-25 08:37:13
 0  2            0      3641252        14000       152384    0    0  8179   264 9484 2611   3   7  76  14   0 2018-12-25 08:37:16
 0  1            0      3640692        14052       152720    0    0  7039   225 9319 2262   2   6  79  13   0 2018-12-25 08:37:19
 0  1            0      3640472        14092       152592    0    0  9189    33 4635 2679   3   7  78  13   0 2018-12-25 08:37:22
 1  0            0      3640860        14136       152756    0    0 13500    36 6747 3740   4  10  75  11   0 2018-12-25 08:37:25
 0  2            0      3641096        14216       152924    0    0 14303   205 11266 3994   4  10  76  10   0 2018-12-25 08:37:28
 0  1            0      3640436        14440       152928    0    0 15715    41 7711 4114   4  11  75  10   0 2018-12-25 08:37:31
 0  1            0      3639228        15168       152928    0    0 11255    28 4917 2901   3   7  79  11   0 2018-12-25 08:37:34
 0  1            0      3640432        14332       153116    0    0 11811   171 9473 3463   3   9  77  12   0 2018-12-25 08:37:37
 0  1            0      3640540        14456       153120    0    0 15412    39 7138 3972   3  10  77  11   0 2018-12-25 08:37:40
 1  1            0      3638980        14448       153656    0    0 13364   219 19447 3828   4  11  74  11   0 2018-12-25 08:37:43
 3  0            0      3639476        14564       153752    0    0 14525   347 20861 4093   4  12  73  11   0 2018-12-25 08:37:46
 2  1            0      3638684        14680       153704    0    0 15320    27 9047 4082   4  11  76  10   0 2018-12-25 08:37:49
 0  1            0      3638384        14968       153716    0    0 13297   231 17622 3585   3  10  76  11   0 2018-12-25 08:37:52
 1  0            0      3637980        14976       154100    0    0 15793    32 8526 4052   3  10  76  10   0 2018-12-25 08:37:55
 0  1            0      3638176        15020       154068    0    0 15061    35 6815 3881   3  10  76  11   0 2018-12-25 08:37:58
 0  1            0      3638672        15092       154528    0    0  4976   267 10343 1608   2   5  80  13   0 2018-12-25 08:38:01
 0  1            0      3637820        15136       154512    0    0 14709    36 7252 3927   3  10  76  10   0 2018-12-25 08:38:04
 0  1            0      3637264        15180       154872    0    0 15061   204 12343 4030   4  10  76  10   0 2018-12-25 08:38:07
 2  0            0      3638816        15224       154872    0    0 15375    36 7420 3946   3  10  75  11   0 2018-12-25 08:38:10
 0  1            0      3637876        15268       154872    0    0 15505    33 6616 4024   4  10  75  10   0 2018-12-25 08:38:13
 2  1            0      3632000        15416       154880    0    0 14136   460 20229 13965   5  11  74  11   0 2018-12-25 08:38:16
 0  1            0      3637636        15488       154812    0    0 15357   120 9485 7633   3  10  76  10   0 2018-12-25 08:38:19
 2  0            0      3637072        15592       154816    0    0 16091    40 7907 6010   4  11  75  10   0 2018-12-25 08:38:22
 2  0            0      3636908        15584       154992    0    0 14595   201 12850 10880   3  10  76  11   0 2018-12-25 08:38:25
 2  0            0      3637080        15624       154992    0    0 15741    41 7561 5639   4  10  76  10   0 2018-12-25 08:38:28
 2  1            0      3635872        16432       155248    0    0 14715   115 10952 6521   3  10  77  11   0 2018-12-25 08:38:31
 0  1            0      3636628        15896       155252    0    0 14333   141 10589 3963   4  10  75  11   0 2018-12-25 08:38:34
 0  1            0      3636364        15936       155252    0    0 15465    33 6439 4017   4  10  75  11   0 2018-12-25 08:38:37
 0  1            0      3635628        16104       155412    0    0 14700   203 12294 4022   3  10  76  10   0 2018-12-25 08:38:40
 2  0            0      3636792        15832       155408    0    0 15661    35 7159 4097   4  10  75  10   0 2018-12-25 08:38:43
 0  1            0      3636412        15868       155412    0    0 15395    29 6488 4034   4  10  76  11   0 2018-12-25 08:38:46
 0  0            0      3636180        15984       155892    0    0 14335   463 18829 4205   5  11  74  10   0 2018-12-25 08:38:49
 0  1            0      3635684        16468       155892    0    0 15553    33 7125 3922   3  10  77  10   0 2018-12-25 08:38:52
 2  1            0      3635264        16056       155892    0    0 15632    27 6270 3989   4  10  76  10   0 2018-12-25 08:38:55
 0  1            0      3634944        16320       156096    0    0 14761   181 11640 4045   4  10  75  11   0 2018-12-25 08:38:58
 0  0            0      3636264        16152       156092    0    0 14981    99 8845 3755   3  10  77  10   0 2018-12-25 08:39:01
 0  0            0      3635536        16152       156800    0    0   235     0  263  264   1   1  99   0   0 2018-12-25 08:39:04
 0  0            0      3635536        16160       156804    0    0     0     9  306  128   0   0 100   0   0 2018-12-25 08:39:07
 1  0            0      3635528        16160       156804    0    0     0     0  236  213   1   1  99   0   0 2018-12-25 08:39:10
 1  0            0      3634828        16168       157236    0    0   143     9  357  276   1   1  99   0   0 2018-12-25 08:39:13
 1  0            0      3634884        16168       157236    0    0     0     0  108  108   0   0 100   0   0 2018-12-25 08:39:16
 0  0            0      3634944        16176       157304    0    0    24     5  935  579   2   1  97   0   0 2018-12-25 08:39:19
 0  0            0      3219436        16180       566476    0    0   817 148096 4592 3139   3   5  91   0   0 2018-12-25 08:39:22
 0  0            0      3220072        16192       566476    0    0     0 313436 6765 5158   2   2  96   0   0 2018-12-25 08:39:25
 1  0            0      3219552        16192       566816    0    0   113 313984 6783 5189   2   2  96   0   0 2018-12-25 08:39:28
 1  0            0      3219496        16200       566816    0    0     0 308919 6463 5045   1   2  96   0   0 2018-12-25 08:39:31
 1  0            0      3219048        16200       566820    0    0     0 312960 6599 5192   2   3  95   0   0 2018-12-25 08:39:34
 0  0            0      3219120        16208       566836    0    0     3 310708 15576 5345   2   4  94   0   0 2018-12-25 08:39:37
