seconds,non-idle,utilization,
300,3.9599999999999937,3.5499999999999936,
303,3.9399999999999977,3.9399999999999977,
306,3.4200000000000017,3.3600000000000017,
309,3.950000000000003,3.950000000000003,
312,3.9399999999999977,3.9399999999999977,
315,3.25,3.25,
318,3.719999999999999,3.719999999999999,
321,3.299999999999997,3.299999999999997,
324,3.7099999999999937,3.7099999999999937,
327,3.950000000000003,3.950000000000003,
330,3.5900000000000034,3.5300000000000034,
333,3.6599999999999966,3.6599999999999966,
336,3.0799999999999983,3.0799999999999983,
339,3.8299999999999983,3.8299999999999983,
342,3.8299999999999983,3.8299999999999983,
345,3.299999999999997,3.299999999999997,
348,3.950000000000003,3.950000000000003,
351,3.530000000000001,3.530000000000001,
354,4.170000000000002,4.110000000000002,
357,3.719999999999999,3.719999999999999,
360,3.0799999999999983,3.0799999999999983,
363,3.8900000000000006,3.8900000000000006,
366,3.4200000000000017,3.3600000000000017,
369,3.8900000000000006,3.8900000000000006,
372,4.049999999999997,4.049999999999997,
375,3.4099999999999966,3.4099999999999966,
378,3.780000000000001,3.780000000000001,
381,3.299999999999997,3.299999999999997,
384,4.0,4.0,
387,4.060000000000002,4.060000000000002,
390,3.469999999999999,3.409999999999999,
393,3.8299999999999983,3.8299999999999983,
396,3.4200000000000017,3.4200000000000017,
399,3.8900000000000006,3.8900000000000006,
402,4.1200000000000045,4.1200000000000045,
405,3.5799999999999983,3.5799999999999983,
408,3.8900000000000006,3.8900000000000006,
411,3.3599999999999994,3.3599999999999994,
414,3.8900000000000006,3.8300000000000005,
417,3.9399999999999977,3.9399999999999977,
420,3.5999999999999943,3.5999999999999943,
423,3.780000000000001,3.780000000000001,
426,3.530000000000001,3.470000000000001,
429,3.5400000000000063,3.5400000000000063,
432,4.170000000000002,4.170000000000002,
435,3.700000000000003,3.700000000000003,
438,4.230000000000004,4.170000000000004,
441,3.299999999999997,3.299999999999997,
444,3.780000000000001,3.780000000000001,
447,4.0,4.0,
450,3.3599999999999994,3.2999999999999994,
453,3.8900000000000006,3.8900000000000006,
456,3.469999999999999,3.469999999999999,
459,3.760000000000005,3.760000000000005,
462,3.8799999999999955,3.8799999999999955,
465,3.3599999999999994,3.3599999999999994,
468,3.9399999999999977,3.9399999999999977,
471,3.3599999999999994,3.3599999999999994,
474,4.1200000000000045,4.060000000000005,
477,3.8799999999999955,3.8799999999999955,
480,3.469999999999999,3.469999999999999,
483,4.170000000000002,4.170000000000002,
486,3.6400000000000006,3.6400000000000006,
489,4.0,4.0,
492,4.060000000000002,4.060000000000002,
495,3.530000000000001,3.530000000000001,
498,5.719999999999999,5.0699999999999985,
501,3.700000000000003,3.700000000000003,
504,4.0,4.0,
507,3.950000000000003,3.890000000000003,
510,3.530000000000001,3.530000000000001,
513,3.8299999999999983,3.8299999999999983,
516,3.4200000000000017,3.4200000000000017,
519,4.170000000000002,4.170000000000002,
522,3.819999999999993,3.819999999999993,
525,3.299999999999997,3.299999999999997,
528,4.0,3.94,
531,3.4099999999999966,3.4099999999999966,
534,3.9399999999999977,3.9399999999999977,
537,4.170000000000002,4.170000000000002,
540,3.469999999999999,3.469999999999999,
543,4.049999999999997,4.049999999999997,
546,3.700000000000003,3.640000000000003,
549,4.0,4.0,
552,2.760000000000005,2.760000000000005,
555,3.239999999999995,3.239999999999995,
558,3.8900000000000006,3.8900000000000006,
561,3.3700000000000045,3.3700000000000045,
564,3.930000000000007,3.8700000000000068,
567,3.5999999999999943,3.5999999999999943,
570,2.239999999999995,2.239999999999995,
573,3.9399999999999977,3.9399999999999977,
576,3.069999999999993,3.069999999999993,
579,2.3499999999999943,2.3499999999999943,
582,2.0999999999999943,2.0999999999999943,
585,1.8700000000000045,1.8700000000000045,
588,2.3400000000000034,2.2800000000000034,
591,1.7600000000000051,1.7600000000000051,
594,2.200000000000003,2.200000000000003,
597,2.230000000000004,2.230000000000004,
600,1.9899999999999949,1.9899999999999949,
603,2.1700000000000017,2.1700000000000017,
606,1.7099999999999937,1.6499999999999937,
609,2.269999999999996,2.269999999999996,
612,1.980000000000004,1.980000000000004,
615,2.049999999999997,2.049999999999997,
618,2.2099999999999937,2.2099999999999937,
621,1.8900000000000006,1.8900000000000006,
624,2.3499999999999943,2.2899999999999943,
627,2.3900000000000006,2.3900000000000006,
630,1.7600000000000051,1.7600000000000051,
633,2.450000000000003,2.450000000000003,
636,2.0999999999999943,1.9899999999999942,
639,2.1599999999999966,2.1599999999999966,
642,2.510000000000005,2.510000000000005,
645,1.9899999999999949,1.9899999999999949,
648,2.1700000000000017,2.1700000000000017,
651,1.6500000000000057,1.6500000000000057,
654,2.4399999999999977,2.329999999999998,
657,2.3299999999999983,2.3299999999999983,
660,1.5300000000000011,1.5300000000000011,
663,2.049999999999997,2.049999999999997,
666,1.6400000000000006,1.5800000000000005,
669,2.450000000000003,2.450000000000003,
672,1.9300000000000068,1.9300000000000068,
675,1.9899999999999949,1.9899999999999949,
678,2.1599999999999966,2.1599999999999966,
681,1.8199999999999932,1.8199999999999932,
684,2.3400000000000034,2.2800000000000034,
687,2.5,2.5,
690,1.9399999999999977,1.9399999999999977,
693,2.0999999999999943,2.0999999999999943,
696,1.8799999999999955,1.8799999999999955,
699,2.0900000000000034,2.0900000000000034,
702,2.450000000000003,2.450000000000003,
705,1.6500000000000057,1.6500000000000057,
708,2.5600000000000023,2.500000000000002,
711,1.9300000000000068,1.9300000000000068,
714,2.4399999999999977,2.4399999999999977,
717,1.9300000000000068,1.9300000000000068,
720,2.1099999999999994,2.1099999999999994,
723,2.049999999999997,2.049999999999997,
726,1.8100000000000023,1.8100000000000023,
729,2.569999999999993,2.569999999999993,
732,1.9300000000000068,1.8700000000000068,
735,2.0999999999999943,2.0999999999999943,
738,2.450000000000003,2.450000000000003,
741,1.8799999999999955,1.8799999999999955,
744,2.219999999999999,2.219999999999999,
747,2.219999999999999,2.219999999999999,
750,1.9899999999999949,1.9899999999999949,
753,2.450000000000003,2.450000000000003,
756,1.9300000000000068,1.8700000000000068,
759,1.9300000000000068,1.9300000000000068,
762,2.230000000000004,2.230000000000004,
765,2.0400000000000063,2.0400000000000063,
768,2.3299999999999983,2.3299999999999983,
771,1.8299999999999983,1.8299999999999983,
774,2.3900000000000006,2.3900000000000006,
777,1.8700000000000045,1.8700000000000045,
780,1.8299999999999983,1.7699999999999982,
783,2.1599999999999966,2.1599999999999966,
786,1.8100000000000023,1.8100000000000023,
789,2.4000000000000057,2.4000000000000057,
792,1.8100000000000023,1.8100000000000023,
795,1.9399999999999977,1.9399999999999977,
798,1.9399999999999977,1.9399999999999977,
801,1.7600000000000051,1.7600000000000051,
804,2.3900000000000006,2.3300000000000005,
807,2.219999999999999,2.219999999999999,
810,1.7600000000000051,1.7600000000000051,
813,2.510000000000005,2.510000000000005,
816,2.0400000000000063,2.0400000000000063,
819,2.1700000000000017,2.1700000000000017,
822,2.1599999999999966,2.1599999999999966,
825,1.7000000000000028,1.7000000000000028,
828,2.4399999999999977,2.3799999999999977,
831,2.049999999999997,2.049999999999997,
834,2.5600000000000023,2.5600000000000023,
837,2.0999999999999943,2.0999999999999943,
840,1.7800000000000011,1.7800000000000011,
843,2.0400000000000063,2.0400000000000063,
846,2.0,2.0,
849,2.4399999999999977,2.4399999999999977,
852,2.4399999999999977,2.3799999999999977,
855,1.9399999999999977,1.9399999999999977,
858,2.0400000000000063,2.0400000000000063,
861,1.8799999999999955,1.8799999999999955,
864,2.1200000000000045,2.1200000000000045,
867,1.9300000000000068,1.9300000000000068,
870,1.8199999999999932,1.7599999999999931,
873,2.450000000000003,2.450000000000003,
876,1.7000000000000028,1.7000000000000028,
879,2.269999999999996,2.269999999999996,
882,2.4599999999999937,2.3999999999999937,
885,1.7000000000000028,1.7000000000000028,
888,2.049999999999997,2.049999999999997,
891,1.7600000000000051,1.700000000000005,
894,2.3299999999999983,2.3299999999999983,
897,2.1400000000000006,2.1400000000000006,
900,1.9399999999999977,1.9399999999999977,
903,2.1599999999999966,2.1599999999999966,
906,2.180000000000007,2.180000000000007,
909,2.3299999999999983,2.3299999999999983,
912,2.0999999999999943,2.0999999999999943,
915,1.9500000000000028,1.8900000000000028,
918,1.9300000000000068,1.9300000000000068,
921,1.5900000000000034,1.5900000000000034,
924,2.3400000000000034,2.3400000000000034,
927,2.3299999999999983,2.3299999999999983,
930,2.049999999999997,2.049999999999997,
933,2.5,2.44,
936,1.6899999999999977,1.6899999999999977,
939,2.0900000000000034,2.0900000000000034,
942,2.5799999999999983,2.5799999999999983,
945,1.9000000000000057,1.9000000000000057,
948,2.1599999999999966,2.1599999999999966,
951,1.9899999999999949,1.9299999999999948,
954,2.1500000000000057,2.1500000000000057,
957,2.510000000000005,2.510000000000005,
960,1.4099999999999966,1.4099999999999966,
963,2.3299999999999983,2.3299999999999983,
966,1.9300000000000068,1.9300000000000068,
969,2.6299999999999955,2.6299999999999955,
972,2.200000000000003,2.200000000000003,
975,1.519999999999996,1.459999999999996,
978,1.9200000000000017,1.9200000000000017,
981,2.1299999999999955,2.0099999999999953,
984,2.6899999999999977,2.6899999999999977,
987,2.2099999999999937,1.9299999999999937,
990,1.1899999999999977,1.1899999999999977,
993,2.1099999999999994,2.1099999999999994,
996,1.7600000000000051,1.7600000000000051,
999,2.6899999999999977,2.6899999999999977,
1002,1.6899999999999977,1.6899999999999977,
1005,1.9500000000000028,1.9500000000000028,
1008,2.4399999999999977,2.3799999999999977,
1011,1.9300000000000068,1.9300000000000068,
1014,2.3400000000000034,2.3400000000000034,
1017,2.030000000000001,2.030000000000001,
1020,1.7600000000000051,1.7600000000000051,
1023,2.1099999999999994,2.1099999999999994,
1026,1.5300000000000011,1.470000000000001,
1029,1.75,1.75,
1032,2.8100000000000023,2.8100000000000023,
1035,2.010000000000005,2.010000000000005,
1038,2.1500000000000057,2.1500000000000057,
1041,1.9899999999999949,1.9899999999999949,
1044,2.1700000000000017,2.1100000000000017,
1047,2.2099999999999937,2.2099999999999937,
1050,1.8799999999999955,1.8799999999999955,
1053,2.0400000000000063,2.0400000000000063,
1056,1.9399999999999977,1.8799999999999977,
1059,2.1500000000000057,2.1500000000000057,
1062,2.3400000000000034,2.2800000000000034,
1065,1.8100000000000023,1.8100000000000023,
1068,2.0999999999999943,2.0999999999999943,
1071,2.1200000000000045,2.1200000000000045,
1074,2.2099999999999937,2.2099999999999937,
1077,2.269999999999996,2.269999999999996,
1080,7.430000000000007,2.4000000000000066,
1083,7.239999999999995,2.659999999999995,
1086,2.1700000000000017,2.060000000000002,
1089,2.25,2.25,
1092,2.2099999999999937,2.2099999999999937,
1095,1.8100000000000023,1.8100000000000023,
1098,4.469999999999999,4.009999999999999,
1101,2.519999999999996,2.519999999999996,
1104,2.8100000000000023,2.8100000000000023,
1107,2.510000000000005,2.510000000000005,
1110,2.2099999999999937,2.2099999999999937,
1113,2.3400000000000034,2.3400000000000034,
1116,2.700000000000003,2.640000000000003,
1119,1.8599999999999994,1.8599999999999994,
1122,2.1099999999999994,1.9999999999999993,
1125,2.9000000000000057,2.9000000000000057,
1128,2.4399999999999977,2.3799999999999977,
1131,1.9399999999999977,1.9399999999999977,
1134,2.5400000000000063,2.480000000000006,
1137,2.6500000000000057,2.6500000000000057,
1140,2.4000000000000057,2.4000000000000057,
1143,1.980000000000004,1.980000000000004,
1146,1.9200000000000017,1.9200000000000017,
1149,2.6099999999999994,2.6099999999999994,
1152,3.0400000000000063,2.980000000000006,
1155,2.469999999999999,2.469999999999999,
1158,3.0900000000000034,3.0900000000000034,
1161,2.0999999999999943,2.0999999999999943,
1164,3.700000000000003,3.700000000000003,
1167,3.5900000000000034,3.5900000000000034,
1170,1.8100000000000023,1.7500000000000022,
1173,3.5600000000000023,3.5600000000000023,
1176,2.450000000000003,2.450000000000003,
1179,3.0999999999999943,3.0999999999999943,
1182,2.0400000000000063,2.0400000000000063,
1185,2.269999999999996,2.269999999999996,
1188,4.239999999999995,4.239999999999995,
1191,2.180000000000007,2.180000000000007,
1194,2.930000000000007,2.8700000000000068,
1197,2.700000000000003,2.700000000000003,
1200,2.3499999999999943,2.3499999999999943,
1203,3.239999999999995,3.239999999999995,
1206,1.9300000000000068,1.9300000000000068,
1209,2.450000000000003,2.450000000000003,
1212,3.2099999999999937,3.1499999999999937,
1215,2.5799999999999983,2.5799999999999983,
1218,2.2099999999999937,2.2099999999999937,
1221,2.549999999999997,2.549999999999997,
1224,3.0999999999999943,3.0999999999999943,
1227,2.8700000000000045,2.8700000000000045,
1230,2.519999999999996,2.459999999999996,
1233,3.1400000000000006,3.1400000000000006,
1236,2.1500000000000057,2.1500000000000057,
1239,3.6599999999999966,3.6599999999999966,
1242,2.2099999999999937,2.2099999999999937,
1245,1.8700000000000045,1.8700000000000045,
1248,2.519999999999996,2.519999999999996,
1251,2.769999999999996,2.769999999999996,
1254,3.3900000000000006,3.3300000000000005,
1257,3.239999999999995,3.239999999999995,
1260,3.1200000000000045,3.0600000000000045,
1263,3.7900000000000063,3.7900000000000063,
1266,2.3599999999999994,2.3599999999999994,
1269,2.8100000000000023,2.8100000000000023,
1272,2.739999999999995,2.739999999999995,
1275,2.7099999999999937,2.7099999999999937,
1278,2.450000000000003,2.390000000000003,
1281,2.549999999999997,2.549999999999997,
1284,2.700000000000003,2.700000000000003,
1287,2.280000000000001,2.280000000000001,
1290,2.239999999999995,2.239999999999995,
1293,2.3299999999999983,2.3299999999999983,
1296,1.9899999999999949,1.9299999999999948,
1299,2.9399999999999977,2.9399999999999977,
1302,2.3900000000000006,2.3300000000000005,
1305,2.4099999999999966,2.4099999999999966,
1308,3.030000000000001,3.030000000000001,
1311,2.950000000000003,2.950000000000003,
1314,2.480000000000004,2.420000000000004,
1317,4.1200000000000045,4.1200000000000045,
1320,2.519999999999996,2.519999999999996,
1323,2.200000000000003,2.200000000000003,
1326,3.219999999999999,3.219999999999999,
1329,2.3299999999999983,2.3299999999999983,
1332,2.8100000000000023,2.7000000000000024,
1335,2.4099999999999966,2.4099999999999966,
1338,2.980000000000004,2.920000000000004,
1341,2.2900000000000063,2.2900000000000063,
1344,3.299999999999997,3.299999999999997,
1347,3.5400000000000063,3.5400000000000063,
1350,1.75,1.75,
1353,2.2900000000000063,2.2900000000000063,
1356,2.469999999999999,2.469999999999999,
1359,2.269999999999996,2.269999999999996,
1362,2.3299999999999983,2.2699999999999982,
1365,2.8499999999999943,2.8499999999999943,
1368,2.7099999999999937,2.7099999999999937,
1371,2.4599999999999937,2.4599999999999937,
1374,3.1400000000000006,3.1400000000000006,
1377,2.489999999999995,2.489999999999995,
1380,1.75,1.69,
1383,2.760000000000005,2.760000000000005,
1386,2.5799999999999983,2.5799999999999983,
1389,2.8700000000000045,2.8700000000000045,
1392,3.1899999999999977,3.1899999999999977,
1395,2.4099999999999966,2.4099999999999966,
1398,2.9200000000000017,2.8600000000000017,
1401,2.8400000000000034,2.8400000000000034,
1404,2.3900000000000006,2.3900000000000006,
1407,3.469999999999999,3.469999999999999,
1410,2.3499999999999943,2.2899999999999943,
1413,3.430000000000007,3.430000000000007,
1416,1.8199999999999932,1.8199999999999932,
1419,2.5900000000000034,2.5900000000000034,
1422,3.299999999999997,3.299999999999997,
1425,3.0,3.0,
1428,3.0999999999999943,3.0999999999999943,
1431,2.269999999999996,2.269999999999996,
1434,2.549999999999997,2.549999999999997,
1437,2.4599999999999937,2.4599999999999937,
1440,2.9599999999999937,2.8999999999999937,
1443,2.430000000000007,2.430000000000007,
1446,2.3499999999999943,2.3499999999999943,
1449,3.75,3.75,
1452,2.6400000000000006,2.5800000000000005,
1455,2.4599999999999937,2.4599999999999937,
1458,2.989999999999995,2.989999999999995,
1461,1.9899999999999949,1.9899999999999949,
1464,3.1200000000000045,3.1200000000000045,
1467,2.5799999999999983,2.5799999999999983,
1470,2.0999999999999943,2.0399999999999943,
1473,2.3299999999999983,2.3299999999999983,
1476,3.3100000000000023,3.3100000000000023,
1479,2.75,2.75,
1482,2.0400000000000063,2.0400000000000063,
1485,5.019999999999996,4.509999999999996,
1488,5.359999999999999,4.129999999999999,
1491,6.75,5.4,
1494,13.269999999999996,7.219999999999996,
1497,33.95,30.590000000000003,
1500,45.89,44.99,
1503,58.16,55.56999999999999,
1506,55.27,52.02,
1509,58.49,56.870000000000005,
1512,57.06,55.830000000000005,
1515,45.88,43.81,
1518,60.1,59.6,
1521,60.65,60.589999999999996,
1524,51.48,50.63999999999999,
1527,55.77,54.870000000000005,
1530,56.61,54.48,
1533,36.32,33.75,
1536,99.11,99.11,
1539,99.72,99.72,
1542,99.28,99.28,
1545,99.83,99.83,
1548,99.61,99.61,
1551,99.5,99.5,
1554,99.39,99.39,
1557,99.39,99.39,
1560,99.83,99.77,
1563,99.33,99.33,
1566,99.72,99.72,
1569,99.44,99.44,
1572,99.56,99.56,
1575,99.78,99.78,
1578,99.5,99.5,
1581,99.67,99.67,
1584,99.67,99.67,
1587,99.5,99.44,
1590,99.44,99.44,
1593,99.28,99.28,
1596,99.17,99.17,
1599,99.33,99.33,
1602,99.39,99.39,
1605,99.06,99.06,
1608,99.56,99.56,
1611,99.28,99.22,
1614,99.61,99.61,
1617,99.33,99.33,
1620,99.5,99.5,
1623,99.0,99.0,
1626,99.61,99.61,
1629,99.0,99.0,
1632,99.61,99.61,
1635,99.5,99.5,
1638,99.44,99.44,
1641,99.17,99.17,
1644,99.56,99.56,
1647,99.44,99.44,
1650,99.22,99.22,
1653,99.11,99.11,
1656,99.5,99.5,
1659,99.22,99.22,
1662,99.56,99.56,
1665,99.56,99.56,
1668,99.22,99.22,
1671,99.61,99.61,
1674,99.67,99.67,
1677,99.39,99.39,
1680,99.11,99.11,
1683,99.67,99.61,
1686,99.56,99.56,
1689,99.33,99.33,
1692,99.44,99.44,
1695,99.22,99.22,
1698,99.06,99.06,
1701,99.28,99.28,
1704,99.56,99.5,
1707,99.33,99.33,
1710,99.61,99.61,
1713,99.39,99.39,
1716,99.06,99.06,
1719,99.67,99.67,
1722,98.94,98.94,
1725,99.33,99.33,
1728,99.67,99.67,
1731,99.39,99.39,
1734,99.56,99.56,
1737,99.56,99.56,
1740,99.28,99.28,
1743,99.39,99.39,
1746,99.22,99.22,
1749,99.39,99.39,
1752,99.11,99.05,
1755,99.44,99.38,
1758,99.56,99.56,
1761,99.5,99.5,
1764,99.28,99.28,
1767,99.61,99.61,
1770,99.44,99.44,
1773,99.61,99.61,
1776,99.28,99.28,
1779,99.17,99.11,
1782,99.11,99.11,
1785,99.56,99.56,
1788,99.28,99.28,
1791,99.17,99.17,
1794,99.33,99.33,
1797,99.5,99.5,
1800,99.06,99.06,
1803,99.5,99.5,
1806,99.67,99.67,
1809,99.5,99.5,
1812,99.17,99.17,
1815,99.39,99.39,
1818,99.56,99.56,
1821,99.06,99.06,
1824,99.39,99.39,
1827,99.67,99.61,
1830,99.39,99.39,
1833,99.78,99.78,
1836,99.33,99.33,
1839,99.33,99.33,
1842,99.22,99.22,
1845,99.44,99.44,
1848,99.28,99.28,
1851,99.56,99.56,
1854,99.5,99.5,
1857,99.44,99.44,
1860,99.22,99.22,
1863,99.28,99.28,
1866,98.94,98.94,
1869,99.44,99.44,
1872,99.28,99.17,
1875,99.44,99.44,
1878,99.11,99.11,
1881,99.67,99.67,
1884,99.61,99.61,
1887,99.33,99.33,
1890,99.06,99.06,
1893,99.11,99.11,
1896,99.39,99.39,
1899,99.22,99.16,
1902,99.78,99.78,
1905,99.44,99.44,
1908,99.5,99.5,
1911,99.61,99.61,
1914,99.28,99.28,
1917,99.22,99.22,
1920,99.17,99.17,
1923,99.67,99.67,
1926,99.5,99.5,
1929,99.78,99.72,
1932,99.28,99.28,
1935,99.39,99.39,
1938,99.0,99.0,
1941,99.28,99.28,
1944,99.56,99.56,
1947,99.72,99.72,
1950,99.44,99.44,
1953,99.33,99.33,
1956,99.33,99.33,
1959,99.28,99.28,
1962,99.33,99.33,
1965,99.39,99.39,
1968,99.33,99.33,
1971,98.94,98.83,
1974,99.5,99.5,
1977,99.11,99.11,
1980,99.5,99.5,
1983,98.94,98.94,
1986,99.67,99.67,
1989,99.06,99.06,
1992,99.28,99.28,
1995,99.22,99.16,
1998,99.56,99.56,
2001,99.61,99.61,
2004,99.28,99.28,
2007,99.17,99.17,
2010,98.56,98.56,
2013,99.28,99.28,
2016,98.61,98.61,
2019,99.33,99.33,
2022,99.28,99.28,
2025,99.61,99.61,
2028,99.22,99.22,
2031,99.28,99.28,
2034,99.06,99.06,
2037,99.33,99.33,
2040,99.0,99.0,
2043,99.72,99.72,
2046,99.17,99.17,
2049,99.67,99.61,
2052,99.67,99.67,
2055,99.22,99.22,
2058,99.44,99.44,
2061,99.11,99.11,
2064,98.83,98.83,
2067,99.22,99.22,
2070,99.39,99.39,
2073,99.72,99.72,
2076,99.61,99.61,
2079,99.22,99.22,
2082,98.94,98.94,
2085,99.39,99.39,
2088,99.44,99.44,
2091,99.17,99.17,
2094,99.67,99.67,
2097,99.72,99.72,
2100,99.22,99.22,
2103,99.11,99.11,
2106,99.33,99.33,
2109,99.67,99.67,
2112,99.06,99.06,
2115,99.28,99.28,
2118,99.67,99.61,
2121,99.39,99.39,
2124,99.61,99.61,
2127,99.67,99.67,
2130,99.56,99.56,
2133,99.06,99.06,
2136,99.0,99.0,
2139,98.89,98.89,
2142,99.44,99.44,
2145,99.5,99.5,
2148,99.33,99.33,
2151,99.44,99.44,
2154,99.17,99.17,
2157,98.83,98.83,
2160,99.44,99.44,
2163,98.94,98.94,
2166,99.5,99.5,
2169,99.56,99.56,
2172,99.55,99.55,
2175,99.22,99.22,
2178,99.33,99.33,
2181,99.11,99.11,
2184,99.5,99.5,
2187,99.56,99.56,
2190,99.61,99.61,
2193,99.61,99.55,
2196,99.44,99.44,
2199,99.56,99.56,
2202,99.67,99.67,
2205,99.39,99.39,
2208,99.17,99.17,
2211,99.28,99.28,
2214,99.56,99.56,
2217,99.56,99.56,
2220,99.5,99.5,
2223,99.33,99.33,
2226,99.28,99.28,
2229,99.28,99.28,
2232,99.0,99.0,
2235,99.11,99.11,
2238,99.44,99.44,
2241,99.22,99.22,
2244,99.33,99.33,
2247,99.67,99.67,
2250,99.11,99.11,
2253,99.56,99.56,
2256,98.83,98.83,
2259,98.94,98.94,
2262,99.39,99.33,
2265,99.67,99.61,
2268,99.61,99.61,
2271,99.39,99.39,
2274,99.22,99.22,
2277,99.56,99.56,
2280,99.39,99.39,
2283,99.33,99.33,
2286,99.39,99.39,
2289,99.22,99.22,
2292,99.61,99.61,
2295,99.22,99.22,
2298,99.56,99.56,
2301,99.67,99.67,
2304,99.33,99.33,
2307,99.17,99.17,
2310,99.61,99.61,
2313,99.5,99.39,
2316,99.78,99.78,
2319,99.28,99.28,
2322,99.17,99.17,
2325,98.89,98.89,
2328,99.22,99.22,
2331,99.44,99.44,
2334,99.5,99.5,
2337,99.5,99.44,
2340,99.39,99.39,
2343,99.78,99.78,
2346,99.45,99.45,
2349,99.44,99.44,
2352,99.22,99.22,
2355,99.0,99.0,
2358,99.0,99.0,
2361,99.06,99.06,
2364,99.89,99.89,
2367,99.72,99.72,
2370,99.44,99.44,
2373,99.39,99.39,
2376,99.5,99.5,
2379,99.33,99.33,
2382,99.56,99.56,
2385,99.0,99.0,
2388,99.56,99.56,
2391,99.5,99.5,
2394,99.44,99.44,
2397,99.22,99.22,
2400,99.17,99.17,
2403,99.22,99.22,
2406,99.44,99.44,
2409,99.22,99.22,
2412,99.28,99.22,
2415,99.56,99.56,
2418,99.83,99.83,
2421,99.22,99.22,
2424,99.22,99.22,
2427,99.5,99.5,
2430,99.33,99.33,
2433,99.28,99.28,
2436,99.28,99.22,
2439,99.72,99.72,
2442,99.44,99.44,
2445,99.83,99.83,
2448,99.61,99.61,
2451,99.28,99.28,
2454,99.44,99.44,
2457,99.56,99.56,
2460,99.39,99.33,
2463,99.56,99.56,
2466,99.72,99.72,
2469,99.61,99.61,
2472,98.78,98.78,
