seconds,non-idle (%),utilization (%),
0,7.665000000000006,3.550000000000005,
3,3.2366666666666646,3.069999999999998,
6,3.7416666666666742,3.573333333333341,
9,3.3999999999999915,2.898333333333325,
12,2.9083333333333456,2.851666666666679,
15,3.0066666666666606,2.9516666666666604,
18,4.521666666666661,4.4666666666666615,
21,0.9483333333333377,0.891666666666671,
24,2.8433333333333195,2.676666666666653,
27,4.083333333333329,4.083333333333329,
30,8.943333333333342,6.076666666666675,
33,11.841666666666654,10.834999999999988,
36,23.885000000000005,14.08333333333334,
39,21.028333333333336,8.656666666666668,
42,26.00500000000001,16.126666666666676,
45,24.62166666666667,15.648333333333335,
48,25.02833333333332,15.511666666666654,
51,18.805000000000007,6.5350000000000055,
54,25.116666666666674,15.710000000000008,
57,25.686666666666667,16.378333333333337,
60,24.280000000000015,15.665000000000015,
63,24.394999999999996,15.454999999999997,
66,24.17,15.461666666666668,
69,24.406666666666652,15.384999999999986,
72,24.894999999999996,15.881666666666662,
75,24.345,15.321666666666665,
78,25.023333333333326,15.999999999999993,
81,24.693333333333328,15.389999999999993,
84,24.483333333333334,15.241666666666667,
87,21.60666666666667,10.115000000000002,
90,21.664999999999992,10.946666666666658,
93,24.326666666666668,15.000000000000002,
96,24.16666666666667,15.40166666666667,
99,24.61333333333333,15.398333333333332,
102,24.62833333333333,15.419999999999996,
105,24.74333333333334,15.93833333333334,
108,25.519999999999996,16.406666666666663,
111,24.793333333333337,15.703333333333337,
114,24.438333333333333,15.321666666666665,
117,23.86333333333333,15.056666666666663,
120,23.58333333333333,14.823333333333329,
123,22.66666666666667,15.185000000000006,
126,22.14500000000001,14.681666666666676,
129,22.345000000000013,15.021666666666679,
132,21.96666666666667,14.813333333333336,
135,20.858333333333334,13.888333333333335,
138,22.301666666666677,15.140000000000011,
141,22.10000000000001,14.590000000000007,
144,20.581666666666663,13.943333333333332,
147,5.984999999999999,5.816666666666666,
150,3.8483333333333434,3.76500000000001,
153,4.056666666666672,4.056666666666672,
156,4.006666666666675,4.006666666666675,
159,4.24666666666667,4.24666666666667,
162,4.480000000000004,4.480000000000004,
165,4.006666666666661,4.006666666666661,
168,4.363333333333344,4.363333333333344,
171,3.8149999999999977,3.8149999999999977,
174,4.958333333333329,4.821666666666662,
177,4.734999999999999,4.734999999999999,
180,4.536666666666676,4.536666666666676,
183,4.825000000000003,4.825000000000003,
186,4.469999999999985,4.1449999999999845,
189,4.353333333333339,4.353333333333339,
192,4.605000000000004,4.605000000000004,
195,3.910000000000011,3.910000000000011,
198,4.3500000000000085,4.3500000000000085,
201,3.9666666666666544,3.9666666666666544,
204,4.804999999999993,4.723333333333326,
207,4.3999999999999915,4.3999999999999915,
210,4.0316666666666805,4.0316666666666805,
213,4.37833333333333,4.37833333333333,
216,3.7099999999999937,3.7099999999999937,
219,4.436666666666667,4.436666666666667,
222,4.526666666666657,4.443333333333324,
225,3.521666666666661,3.521666666666661,
228,4.279999999999987,4.279999999999987,
231,3.7800000000000153,3.7800000000000153,
234,4.723333333333315,4.723333333333315,
237,4.183333333333337,4.183333333333337,
240,3.5633333333333326,3.5633333333333326,
243,4.1299999999999955,4.1299999999999955,
246,4.053333333333342,3.971666666666675,
249,4.441666666666663,4.441666666666663,
252,4.535000000000011,4.535000000000011,
255,4.0883333333333525,4.0883333333333525,
258,4.431666666666658,4.349999999999991,
261,4.048333333333332,4.048333333333332,
264,4.7066666666666634,4.7066666666666634,
267,4.625,4.625,
270,3.8416666666666828,3.8416666666666828,
273,4.733333333333334,4.733333333333334,
276,4.279999999999987,4.279999999999987,
279,4.094999999999985,4.094999999999985,
282,4.631666666666661,4.549999999999994,
285,4.015000000000001,4.015000000000001,
288,4.501666666666665,4.501666666666665,
291,3.6283333333333303,3.6283333333333303,
294,4.75,4.75,
297,4.018333333333331,4.018333333333331,
300,4.733333333333334,4.260000000000001,
303,4.636666666666656,4.636666666666656,
306,3.894999999999996,3.894999999999996,
309,4.448333333333338,4.448333333333338,
312,4.576666666666668,4.520000000000001,
315,3.826666666666668,3.826666666666668,
318,3.9266666666666623,3.9266666666666623,
321,3.768333333333331,3.768333333333331,
324,4.333333333333329,4.333333333333329,
327,4.713333333333324,4.713333333333324,
330,4.073333333333338,4.073333333333338,
333,4.064999999999998,4.064999999999998,
336,3.5816666666666634,3.524999999999997,
339,4.670000000000002,4.670000000000002,
342,4.513333333333335,4.513333333333335,
345,3.799999999999997,3.799999999999997,
348,4.611666666666679,4.611666666666679,
351,4.1983333333333235,4.1983333333333235,
354,4.625,4.568333333333333,
357,4.535000000000011,4.535000000000011,
360,3.4933333333333394,3.4933333333333394,
363,4.540000000000006,4.540000000000006,
366,3.9250000000000114,3.9250000000000114,
369,4.550000000000011,4.550000000000011,
372,4.774999999999977,4.718333333333311,
375,3.980000000000004,3.980000000000004,
378,4.323333333333338,4.323333333333338,
381,3.84666666666665,3.84666666666665,
384,4.65333333333335,4.65333333333335,
387,4.814999999999998,4.814999999999998,
390,4.141666666666666,4.084999999999999,
393,4.106666666666669,4.106666666666669,
396,3.603333333333339,3.603333333333339,
399,4.394999999999996,4.394999999999996,
402,4.891666666666666,4.891666666666666,
405,4.136666666666656,4.136666666666656,
408,4.373333333333335,4.373333333333335,
411,3.9866666666666646,3.9866666666666646,
414,4.411666666666676,4.355000000000009,
417,4.63666666666667,4.63666666666667,
420,3.799999999999997,3.799999999999997,
423,4.148333333333326,4.148333333333326,
426,4.0316666666666805,4.0316666666666805,
429,4.131666666666675,4.131666666666675,
432,4.953333333333333,4.898333333333333,
435,4.181666666666672,4.181666666666672,
438,4.771666666666661,4.771666666666661,
441,3.988333333333344,3.988333333333344,
444,4.338333333333324,4.338333333333324,
447,4.693333333333328,4.693333333333328,
450,3.970000000000013,3.915000000000013,
453,4.561666666666667,4.561666666666667,
456,4.051666666666662,4.051666666666662,
459,4.50333333333333,4.50333333333333,
462,4.423333333333332,4.366666666666665,
465,4.021666666666661,4.021666666666661,
468,4.578333333333333,4.578333333333333,
471,3.941666666666663,3.941666666666663,
474,4.691666666666663,4.691666666666663,
477,4.466666666666654,4.466666666666654,
480,4.105000000000004,4.105000000000004,
483,4.446666666666658,4.446666666666658,
486,4.36333333333333,4.36333333333333,
489,4.678333333333342,4.678333333333342,
492,4.883333333333326,4.826666666666659,
495,4.160000000000011,4.160000000000011,
498,6.209999999999994,5.593333333333327,
501,4.269999999999996,4.269999999999996,
504,4.6200000000000045,4.6200000000000045,
507,4.448333333333338,4.391666666666671,
510,4.153333333333322,4.153333333333322,
513,4.4683333333333195,4.4683333333333195,
516,3.6966666666666725,3.640000000000006,
519,4.881666666666661,4.881666666666661,
522,4.356666666666669,4.356666666666669,
525,3.7233333333333434,3.7233333333333434,
528,4.560000000000002,4.560000000000002,
531,3.9499999999999886,3.9499999999999886,
534,4.549999999999997,4.549999999999997,
537,4.704999999999998,4.704999999999998,
540,4.195000000000007,4.140000000000008,
543,4.700000000000003,4.700000000000003,
546,4.334999999999994,4.334999999999994,
549,4.480000000000004,4.480000000000004,
552,2.930000000000007,2.930000000000007,
555,3.161666666666676,3.161666666666676,
558,4.513333333333335,4.456666666666669,
561,3.6383333333333354,3.6383333333333354,
564,4.395000000000024,4.395000000000024,
567,4.4483333333333235,4.4483333333333235,
570,2.2466666666666697,2.190000000000003,
573,4.49666666666667,4.49666666666667,
576,3.546666666666681,3.546666666666681,
579,2.47166666666665,2.47166666666665,
582,2.1100000000000136,2.1100000000000136,
585,1.970000000000013,1.970000000000013,
588,2.441666666666663,2.441666666666663,
591,1.9200000000000017,1.9200000000000017,
594,2.298333333333332,2.298333333333332,
597,2.326666666666668,2.326666666666668,
600,2.1316666666666606,2.0766666666666604,
603,2.263333333333321,2.263333333333321,
606,1.6650000000000063,1.6650000000000063,
609,2.424999999999997,2.424999999999997,
612,2.018333333333331,2.018333333333331,
615,2.191666666666663,2.191666666666663,
618,2.3383333333333525,2.2833333333333523,
621,2.0333333333333456,2.0333333333333456,
624,2.3216666666666725,2.3216666666666725,
627,2.5549999999999926,2.5549999999999926,
630,1.8983333333333263,1.8983333333333263,
633,2.5849999999999937,2.5849999999999937,
636,2.3133333333333326,2.2033333333333327,
639,2.136666666666656,2.136666666666656,
642,2.7049999999999983,2.6483333333333317,
645,2.0633333333333326,2.0633333333333326,
648,2.230000000000004,2.230000000000004,
651,1.6316666666666748,1.6316666666666748,
654,2.595000000000013,2.5316666666666796,
657,2.3433333333333195,2.3433333333333195,
660,1.8583333333333343,1.8016666666666676,
663,1.826666666666668,1.826666666666668,
666,1.6883333333333326,1.6883333333333326,
669,2.555000000000007,2.555000000000007,
672,2.0300000000000153,2.0300000000000153,
675,2.240000000000009,2.240000000000009,
678,2.1766666666666765,2.1216666666666764,
681,1.8299999999999983,1.8299999999999983,
684,2.4733333333333434,2.4733333333333434,
687,2.4583333333333286,2.4583333333333286,
690,1.9666666666666828,1.9666666666666828,
693,2.114999999999995,2.114999999999995,
696,2.0333333333333456,2.0333333333333456,
699,2.2533333333333303,2.2533333333333303,
702,2.5416666666666714,2.4866666666666712,
705,1.9033333333333502,1.9033333333333502,
708,2.481666666666669,2.481666666666669,
711,2.076666666666668,2.076666666666668,
714,2.5516666666666623,2.5516666666666623,
717,2.0516666666666765,2.0516666666666765,
720,2.076666666666668,2.076666666666668,
723,2.2049999999999983,2.2049999999999983,
726,1.988333333333344,1.933333333333344,
729,2.606666666666669,2.606666666666669,
732,1.9166666666666714,1.9166666666666714,
735,2.0616666666666674,2.0616666666666674,
738,2.768333333333331,2.768333333333331,
741,1.9216666666666669,1.9216666666666669,
744,2.2466666666666697,2.2466666666666697,
747,2.401666666666685,2.401666666666685,
750,2.160000000000011,2.103333333333344,
753,2.5133333333333354,2.5133333333333354,
756,1.9383333333333326,1.9383333333333326,
759,2.046666666666667,2.046666666666667,
762,2.421666666666667,2.421666666666667,
765,2.2333333333333343,2.2333333333333343,
768,2.356666666666669,2.356666666666669,
771,1.836666666666659,1.836666666666659,
774,2.4466666666666725,2.390000000000006,
777,1.8999999999999915,1.8999999999999915,
780,1.9533333333333331,1.9533333333333331,
783,2.183333333333337,2.183333333333337,
786,1.7466666666666697,1.7466666666666697,
789,2.394999999999996,2.394999999999996,
792,1.9549999999999983,1.9549999999999983,
795,2.0883333333333525,2.0883333333333525,
798,1.9666666666666544,1.9116666666666544,
801,1.8733333333333348,1.8733333333333348,
804,2.276666666666685,2.276666666666685,
807,2.4083333333333456,2.4083333333333456,
810,1.8900000000000006,1.8900000000000006,
813,2.498333333333335,2.498333333333335,
816,2.1750000000000114,2.120000000000011,
819,2.4283333333333275,2.4283333333333275,
822,2.2466666666666697,2.2466666666666697,
825,1.5466666666666669,1.5466666666666669,
828,2.5866666666666873,2.5866666666666873,
831,2.203333333333333,2.203333333333333,
834,2.626666666666665,2.626666666666665,
837,2.1499999999999915,2.1499999999999915,
840,1.9083333333333456,1.9083333333333456,
843,2.3516666666666737,2.3516666666666737,
846,2.0649999999999977,2.0099999999999976,
849,2.3666666666666742,2.3666666666666742,
852,2.521666666666661,2.521666666666661,
855,2.086666666666659,2.086666666666659,
858,2.113333333333344,2.113333333333344,
861,1.7149999999999892,1.7149999999999892,
864,2.2633333333333354,2.2633333333333354,
867,2.001666666666665,2.001666666666665,
870,1.9350000000000023,1.8783333333333356,
873,2.6000000000000085,2.6000000000000085,
876,1.7183333333333195,1.7183333333333195,
879,2.345000000000013,2.345000000000013,
882,2.691666666666663,2.579999999999996,
885,1.8100000000000023,1.8100000000000023,
888,2.0966666666666782,2.0966666666666782,
891,1.6683333333333366,1.6683333333333366,
894,2.430000000000007,2.430000000000007,
897,2.1850000000000023,2.1850000000000023,
900,2.131666666666675,2.131666666666675,
903,2.269999999999996,2.2133333333333294,
906,2.3316666666666634,2.3316666666666634,
909,2.509999999999991,2.509999999999991,
912,2.0166666666666657,2.0166666666666657,
915,1.9249999999999972,1.9249999999999972,
918,2.0333333333333456,2.0333333333333456,
