procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 2  0         8556      8166316       349704     56864700    0    0  1170  4747    8    7   2   1  92   6   0 2018-12-28 17:16:47
 2  0         8556      8187364       349704     56865064    0    0     3     0 2251 3287   5   2  93   0   0 2018-12-28 17:16:50
 2  0         8556     16417512       349716     48603452    0    0    12   237 2030 3093   3   5  93   0   0 2018-12-28 17:16:53
 1  0         8556     30306560       349728     34717276    0    0     0    82 1984 3063   2   5  93   0   0 2018-12-28 17:16:56
 1  0         8556     43260736       349728     21775368    0    0     0    95 1966 3031   1   5  94   0   0 2018-12-28 17:16:59
 2  0         8556     52612228       349740     12415612    0    0     0    70 2156 3221   1   5  94   0   0 2018-12-28 17:17:02
 1  0         8556     58361928       349740      6654104    0    0  2531   102 2770 3762   3   4  93   0   0 2018-12-28 17:17:05
 0  0         8556     58373132       349752      6653872    0    0  5128   221 3334 4315   4   2  93   0   0 2018-12-28 17:17:08
 1  3         8556     58377824       349796      6654296    0    0  6691   399 4140 5284   4   3  92   1   0 2018-12-28 17:17:11
 4  0         8556     58376320       354164      6654968    0    0  5661  1265 4184 5264   3   3  86   8   0 2018-12-28 17:17:15
 3  0         8556     58369668       355160      6654296    0    0 24649   240 8323 7732   2  10  85   4   0 2018-12-28 17:17:18
 3  0         8556     58375664       354528      6654100    5    0 24472   197 8172 7594   1   8  88   3   0 2018-12-28 17:17:21
 2  0         8548     58372876       354720      6653512    0    0 23029   253 7717 7243   1   8  88   4   0 2018-12-28 17:17:24
 3  1         8548     58372776       353856      6654044    0    0 24031   240 7962 7521   1   8  88   3   0 2018-12-28 17:17:27
 4  0         8548     58370324       355076      6654192    0    0 25459   203 8295 7776   0   9  88   3   0 2018-12-28 17:17:30
 3  0         8548     58373828       354184      6655480    0    0 24749   220 8163 7641   1   8  88   3   0 2018-12-28 17:17:33
 4  0         8548     58372376       354380      6653936    0    0 24393   207 8321 7592   1   9  88   3   0 2018-12-28 17:17:36
 3  0         8548     58371860       355032      6654372    0    0 24919   252 8155 7690   0   9  87   3   0 2018-12-28 17:17:39
 1  1         8548     58370440       354644      6654984    0    0 23491   259 7725 7416   1   8  88   3   0 2018-12-28 17:17:42
 0  2         8548     58369000       357092      6655252    0    0 22615   411 7776 7499   1   8  87   4   0 2018-12-28 17:17:45
