procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 1  0       998396     13867460        60568     51212580    0    0   406  1742    0    0   1   0  91   8   0 2018-11-17 17:52:10
 1  0       998396     20257848        60712     44818780    0    0    72     0 1802 2862   3   3  94   0   0 2018-11-17 17:52:13
 1  1       998396     33638592        60732     31439556    0    0    43   781 1774 2868   1   3  95   1   0 2018-11-17 17:52:16
 2  0       998396     33636620        61096     31438148    0    0 10861   153 3606 4711   0   1  96   3   0 2018-11-17 17:52:19
 0  1       998396     33637096        60828     31439084    0    0 10883    36 3547 4663   0   1  95   3   0 2018-11-17 17:52:22
 0  1       998396     33637028        61192     31438868    0    0 21125    57 5962 6989   1   2  95   2   0 2018-11-17 17:52:25
 0  1       998396     33632840        61956     31439584    0    0 13581    27 4141 5291   0   1  95   3   0 2018-11-17 17:52:28
 0  1       998396     33633336        60964     31439228    0    0 19841   100 5728 6697   0   2  95   3   0 2018-11-17 17:52:31
 0  1       998396     33632804        60996     31438928    0    0 23171    31 6314 7254   1   2  95   2   0 2018-11-17 17:52:34
 0  1       998396     33634220        61040     31439088    0    0 22853    43 6062 7204   0   2  95   3   0 2018-11-17 17:52:37
 0  0       998396     33633392        62172     31438720    0    0 20280   140 5887 7014   1   2  95   2   0 2018-11-17 17:52:40
 0  1       998396     33636348        61524     31438564    0    0 11381   667 4291 5761   0   1  96   3   0 2018-11-17 17:52:43
 1  1       998396     33632516        61564     31438988    0    0 21844   137 6092 7574   0   2  95   3   0 2018-11-17 17:52:46
 0  1       998396     33631140        62652     31438652    0    0 22039    37 5965 6924   0   2  95   3   0 2018-11-17 17:52:49
 1  0       998396     33633092        62684     31438836    0    0  9747    27 3275 4478   0   1  95   3   0 2018-11-17 17:52:52
 0  2       998396     33632768        62580     31438884    0    0 21851    59 5961 7139   1   2  95   2   0 2018-11-17 17:52:55
 1  1       998396     33631904        61792     31439136    0    0 21389    37 6040 7207   0   2  95   3   0 2018-11-17 17:52:58
 1  1       998396     33631820        62152     31438800    0    0 21779   109 6056 7029   0   2  95   3   0 2018-11-17 17:53:01
 2  1       998396     33632768        62864     31439160    0    0 23103    37 6196 7316   0   2  95   3   0 2018-11-17 17:53:04
 0  1       998396     33634948        61880     31439148    0    0 22768   248 6141 7178   0   2  95   3   0 2018-11-17 17:53:07
 0  1       998396     33635264        61952     31438516    0    0 21461    87 5871 7001   1   2  95   2   0 2018-11-17 17:53:10
 1  0       998396     33632348        63136     31439432    0    0 19333   244 5663 6832   0   2  95   3   0 2018-11-17 17:53:13
 0  0       998396     33632768        63472     31439148    0    0 12791   651 4487 6332   0   1  96   3   0 2018-11-17 17:53:16
 2  1       998396     33632240        63104     31438128    0    0 23144    37 6172 7157   1   2  95   3   0 2018-11-17 17:53:19
 2  0       998396     33629628        62496     31439052    0    0 22828    28 6171 7225   0   2  95   3   0 2018-11-17 17:53:22
 1  1       998396     33629960        62756     31438892    0    0 22512    59 6163 7099   0   2  95   3   0 2018-11-17 17:53:25
 0  1       998396     33631756        62620     31438764    0    0 22347    43 5985 7070   1   2  94   3   0 2018-11-17 17:53:28
 1  1       998396     33633616        62656     31438976    0    0 22048    96 6083 7156   0   2  95   2   0 2018-11-17 17:53:31
 0  0       998396     33630000        63748     31438820    0    0 22560    44 6096 7053   1   2  95   2   0 2018-11-17 17:53:34
 0  1       998396     33629500        62760     31439116    0    0 22217    29 6198 7194   0   2  95   2   0 2018-11-17 17:53:37
 0  1       998396     33631816        62812     31439340    0    0 21671    63 6008 7104   1   2  95   3   0 2018-11-17 17:53:40
 0  1       998396     33631268        62840     31438204    0    0 22444    36 6115 7168   1   2  95   2   0 2018-11-17 17:53:43
 0  0       998396     33630564        64092     31439084    0    0 16675   352 5153 6404   0   2  95   3   0 2018-11-17 17:53:46
 0  2       998396     33631048        64060     31439192    0    0 14945   456 4874 6127   0   1  96   3   0 2018-11-17 17:53:49
 0  0       998396     33629808        64408     31439304    0    0 22315   127 6105 7632   0   2  95   2   0 2018-11-17 17:53:52
 1  1       998396     33632076        63476     31439660    0    0 21671    59 5978 7071   1   2  95   3   0 2018-11-17 17:53:55
 0  0       998396     33629100        64512     31439476    0    0 22660    43 6001 7151   0   2  95   2   0 2018-11-17 17:53:58
 1  0       998396     33628668        64564     31438776    0    0 22960    97 6150 7181   0   2  95   2   0 2018-11-17 17:54:01
 0  1       998396     33628460        63568     31439812    0    0 22108    37 6054 7113   1   2  95   3   0 2018-11-17 17:54:04
 1  1       998396     33628432        64336     31438300    0    0 23257    37 6146 7241   0   2  95   2   0 2018-11-17 17:54:07
 0  1       998396     33626316        64692     31438132    0    0 22437    47 6043 7152   0   2  95   2   0 2018-11-17 17:54:10
 1  1       998396     33630932        63716     31439060    0    0 22387    39 6098 7128   0   2  95   2   0 2018-11-17 17:54:13
 0  1       998396     33630760        63744     31439492    0    0 23225    33 6124 7157   1   2  95   2   0 2018-11-17 17:54:16
 1  1       998396     33630440        65064     31439244    0    0 15477   485 4912 6214   0   1  96   3   0 2018-11-17 17:54:19
 1  1       998396     33628924        64768     31439340    0    0 15577   455 4688 6409   0   1  96   3   0 2018-11-17 17:54:22
 0  1       998396     33630620        64332     31438644    0    0 22387    51 6011 7079   1   2  95   2   0 2018-11-17 17:54:25
 2  0       998396     33629696        65408     31439388    0    0 23823    37 6232 7249   0   2  95   2   0 2018-11-17 17:54:28
 0  0       998396     33219372        64396     31847696    0    0 12243 54836 4797 6060   1   2  95   1   0 2018-11-17 17:54:31
 0  0       998396     33220472        64396     31847704    0    0     0 296149 5013 7003   0   0 100   0   0 2018-11-17 17:54:34
 0  0       998396     33220672        64408     31847716    0    0     0 294252 5129 7028   0   0  99   0   0 2018-11-17 17:54:37
 0  0       998396     33221768        64416     31847712    0    0     0 295199 5169 7069   0   0  99   0   0 2018-11-17 17:54:40
 0  0       998396     33223752        64416     31847720    0    0     0 293376 5034 6944   0   0 100   0   0 2018-11-17 17:54:43
 0  0       998396     33159456        64424     31913828    0    0     0 296400 5132 7065   0   0  99   0   0 2018-11-17 17:54:46
 0  0       998396     33161212        64676     31913828    0    0    84 291627 5028 7012   0   0  99   0   0 2018-11-17 17:54:49
 1  0       998396     33161396        64688     31913844    0    0     1 304251 5504 7805   0   0  99   1   0 2018-11-17 17:54:52
 0  0       998396     33162652        64688     31913844    0    0     0 293632 4975 7238   0   0 100   0   0 2018-11-17 17:54:55
 0  0       998396     33163024        64700     31913856    0    0     1 311491 5335 7668   0   0  99   1   0 2018-11-17 17:54:58
 0  0       998396     33163440        64708     31913860    0    0     0 295413 4927 6942   0   0  99   0   0 2018-11-17 17:55:01
 0  0       998396     33163400        64708     31913884    0    0     0 295637 4901 6977   0   0 100   0   0 2018-11-17 17:55:04
 0  0       998396     33163400        64716     31913888    0    0     0 298596 4605 6997   0   0 100   0   0 2018-11-17 17:55:07
 0  0       998396     33163904        64716     31913888    0    0     0 295381 4498 7000   0   0 100   0   0 2018-11-17 17:55:10
 0  0       998396     33162376        64724     31913972    0    0    25 296553 4889 7108   0   0  99   0   0 2018-11-17 17:55:13
 0  0       998396     33162456        64724     31914040    0    0     0 299077 5198 7053   0   0  99   0   0 2018-11-17 17:55:16
 0  0       998396     33162768        64732     31914044    0    0     0 297951 4953 7021   0   0  99   0   0 2018-11-17 17:55:19
 1  0       998396     33162148        64736     31914024    0    0     0 294488 4405 6915   0   0 100   0   0 2018-11-17 17:55:22
 1  0       998396     33162908        64744     31914028    0    0     0 294567 4977 7786   0   0  99   0   0 2018-11-17 17:55:25
 0  0       998396     33163368        64744     31914028    0    0     0 300488 4429 7065   0   0 100   0   0 2018-11-17 17:55:28
 0  0       998396     33163732        64752     31914040    0    0     0 293573 4222 6978   0   0 100   0   0 2018-11-17 17:55:31
 0  0       998396     33163756        64752     31914016    0    0     0 296781 4292 7425   0   0 100   0   0 2018-11-17 17:55:34
 0  0       998396     33163648        64760     31914004    0    0     0 295913 4198 6931   0   0 100   0   0 2018-11-17 17:55:37
 0  0       998396     33164160        64760     31914040    0    0     0 295895 4379 7010   0   0 100   0   0 2018-11-17 17:55:40
