Linux 4.4.132-0404132-generic (pl2) 	2018-10-20 	_x86_64_	(24 CPU)

09:22:34 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:22:37 AM  all    3.95    0.00    1.04    0.04    0.00    0.03    0.00    0.00    0.00   94.94
09:22:37 AM    0   40.00    0.00    2.33    0.00    0.00    0.33    0.00    0.00    0.00   57.33
09:22:37 AM    1    5.33    0.00    2.00    0.33    0.00    0.00    0.00    0.00    0.00   92.33
09:22:37 AM    2    3.67    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   95.33
09:22:37 AM    3    0.33    0.00    0.33    0.00    0.00    0.33    0.00    0.00    0.00   99.00
09:22:37 AM    4    4.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:22:37 AM    5    1.68    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.31
09:22:37 AM    6    0.66    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.00
09:22:37 AM    7    1.00    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   98.67
09:22:37 AM    8    5.32    0.00    0.66    0.33    0.00    0.00    0.00    0.00    0.00   93.69
09:22:37 AM    9    8.03    0.00    6.69    0.00    0.00    0.00    0.00    0.00    0.00   85.28
09:22:37 AM   10    1.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   98.33
09:22:37 AM   11    5.69    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   93.31
09:22:37 AM   12    3.33    0.00    1.33    0.00    0.00    0.00    0.00    0.00    0.00   95.33
09:22:37 AM   13    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.00
09:22:37 AM   14    2.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   97.00
09:22:37 AM   15    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.34
09:22:37 AM   16    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
09:22:37 AM   17    0.00    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.67
09:22:37 AM   18    4.01    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   95.65
09:22:37 AM   19    1.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   98.33
09:22:37 AM   20    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
09:22:37 AM   21    0.66    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.34
09:22:37 AM   22    3.67    0.00    1.33    0.00    0.00    0.00    0.00    0.00    0.00   95.00
09:22:37 AM   23    1.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   98.00

09:22:37 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:22:40 AM  all    0.96    0.00    1.43    0.86    0.00    0.00    0.00    0.00    0.00   96.75
09:22:40 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:22:40 AM    1    0.00    0.00   21.74    0.00    0.00    0.00    0.00    0.00    0.00   78.26
09:22:40 AM    2    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.67
09:22:40 AM    3    0.66    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.00
09:22:40 AM    4    0.00    0.00    0.00    1.34    0.00    0.00    0.00    0.00    0.00   98.66
09:22:40 AM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:22:40 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:22:40 AM    7    2.65    0.00    0.66    0.00    0.00    0.00    0.00    0.00    0.00   96.69
09:22:40 AM    8    4.97    0.00    3.31    0.00    0.00    0.00    0.00    0.00    0.00   91.72
