Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    219371               78.260%           78.257%
8             W    30315                10.815%           10.814%
1016          W    24557                 8.761%            8.760%
3             W    632                   0.225%            0.225%
32            W    374                   0.133%            0.133%
896           W    353                   0.126%            0.126%
408           W    249                   0.089%            0.089%
416           W    248                   0.088%            0.088%
16            W    197                   0.070%            0.070%
48            W    196                   0.070%            0.070%
928           W    185                   0.066%            0.066%
15            W    185                   0.066%            0.066%
984           W    171                   0.061%            0.061%
968           W    171                   0.061%            0.061%
120           W    171                   0.061%            0.061%
112           W    171                   0.061%            0.061%
88            W    169                   0.060%            0.060%
14            W    126                   0.045%            0.045%
2             W    111                   0.040%            0.040%
17            W    96                    0.034%            0.034%
13            W    88                    0.031%            0.031%
816           W    86                    0.031%            0.031%
12            W    86                    0.031%            0.031%
200           W    85                    0.030%            0.030%
19            W    85                    0.030%            0.030%
192           W    85                    0.030%            0.030%
824           W    84                    0.030%            0.030%
22            W    82                    0.029%            0.029%
6             W    71                    0.025%            0.025%
18            W    71                    0.025%            0.025%
21            W    68                    0.024%            0.024%
24            W    67                    0.024%            0.024%
23            W    65                    0.023%            0.023%
608           W    62                    0.022%            0.022%
616           W    61                    0.022%            0.022%
11            W    60                    0.021%            0.021%
20            W    59                    0.021%            0.021%
600           W    54                    0.019%            0.019%
64            W    53                    0.019%            0.019%
26            W    51                    0.018%            0.018%
7             W    50                    0.018%            0.018%
27            W    47                    0.017%            0.017%
10            W    44                    0.016%            0.016%
624           W    40                    0.014%            0.014%
25            W    39                    0.014%            0.014%
9             W    35                    0.012%            0.012%
1             W    35                    0.012%            0.012%
920           W    30                    0.011%            0.011%
480           W    24                    0.009%            0.009%
592           W    22                    0.008%            0.008%
584           W    20                    0.007%            0.007%
936           W    19                    0.007%            0.007%
5             W    19                    0.007%            0.007%
496           W    19                    0.007%            0.007%
28            W    19                    0.007%            0.007%
488           W    17                    0.006%            0.006%
56            W    16                    0.006%            0.006%
504           W    16                    0.006%            0.006%
464           W    15                    0.005%            0.005%
632           W    14                    0.005%            0.005%
33            W    13                    0.005%            0.005%
29            W    13                    0.005%            0.005%
912           W    11                    0.004%            0.004%
96            W    10                    0.004%            0.004%
944           W    10                    0.004%            0.004%
872           W    10                    0.004%            0.004%
472           W    10                    0.004%            0.004%
40            W    10                    0.004%            0.004%
31            W    10                    0.004%            0.004%
576           W    9                     0.003%            0.003%
30            W    9                     0.003%            0.003%
72            W    8                     0.003%            0.003%
432           W    8                     0.003%            0.003%
960           W    6                     0.002%            0.002%
904           W    6                     0.002%            0.002%
712           W    5                     0.002%            0.002%
512           W    5                     0.002%            0.002%
440           W    5                     0.002%            0.002%
376           W    5                     0.002%            0.002%
952           W    4                     0.001%            0.001%
8             R    4                    40.000%            0.001%
856           W    4                     0.001%            0.001%
640           W    4                     0.001%            0.001%
1             R    4                    40.000%            0.001%
184           W    4                     0.001%            0.001%
152           W    4                     0.001%            0.001%
1000          W    4                     0.001%            0.001%
992           W    3                     0.001%            0.001%
976           W    3                     0.001%            0.001%
880           W    3                     0.001%            0.001%
792           W    3                     0.001%            0.001%
768           W    3                     0.001%            0.001%
752           W    3                     0.001%            0.001%
688           W    3                     0.001%            0.001%
528           W    3                     0.001%            0.001%
456           W    3                     0.001%            0.001%
400           W    3                     0.001%            0.001%
360           W    3                     0.001%            0.001%
280           W    3                     0.001%            0.001%
240           W    3                     0.001%            0.001%
176           W    3                     0.001%            0.001%
888           W    2                     0.001%            0.001%
864           W    2                     0.001%            0.001%
840           W    2                     0.001%            0.001%
800           W    2                     0.001%            0.001%
784           W    2                     0.001%            0.001%
776           W    2                     0.001%            0.001%
760           W    2                     0.001%            0.001%
720           W    2                     0.001%            0.001%
696           W    2                     0.001%            0.001%
680           W    2                     0.001%            0.001%
568           W    2                     0.001%            0.001%
536           W    2                     0.001%            0.001%
392           W    2                     0.001%            0.001%
336           W    2                     0.001%            0.001%
32            R    2                    20.000%            0.001%
328           W    2                     0.001%            0.001%
320           W    2                     0.001%            0.001%
312           W    2                     0.001%            0.001%
296           W    2                     0.001%            0.001%
264           W    2                     0.001%            0.001%
224           W    2                     0.001%            0.001%
208           W    2                     0.001%            0.001%
144           W    2                     0.001%            0.001%
1008          W    2                     0.001%            0.001%
848           W    1                     0.000%            0.000%
832           W    1                     0.000%            0.000%
80            W    1                     0.000%            0.000%
808           W    1                     0.000%            0.000%
736           W    1                     0.000%            0.000%
704           W    1                     0.000%            0.000%
648           W    1                     0.000%            0.000%
560           W    1                     0.000%            0.000%
552           W    1                     0.000%            0.000%
544           W    1                     0.000%            0.000%
520           W    1                     0.000%            0.000%
4             W    1                     0.000%            0.000%
448           W    1                     0.000%            0.000%
36            W    1                     0.000%            0.000%
368           W    1                     0.000%            0.000%
352           W    1                     0.000%            0.000%
34            W    1                     0.000%            0.000%
344           W    1                     0.000%            0.000%
288           W    1                     0.000%            0.000%
272           W    1                     0.000%            0.000%
256           W    1                     0.000%            0.000%
232           W    1                     0.000%            0.000%
216           W    1                     0.000%            0.000%
168           W    1                     0.000%            0.000%
128           W    1                     0.000%            0.000%
104           W    1                     0.000%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 10             [  0.004%]
Total write I/Os: 280312         [ 99.996%]
Total read sectors : 100         [  0.000%,       0.049MB]
Total write sectors: 251535884   [100.000%,  122820.256MB]
