Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    1551122              45.603%           40.917%
16            R    794873               23.370%           20.968%
8             R    588866               17.313%           15.534%
1024          W    284858               73.113%            7.514%
40            R    112747                3.315%            2.974%
56            R    67655                 1.989%            1.785%
32            R    66496                 1.955%            1.754%
8             W    56504                14.502%            1.491%
72            R    42776                 1.258%            1.128%
1016          W    41232                10.583%            1.088%
88            R    28219                 0.830%            0.744%
48            R    19631                 0.577%            0.518%
104           R    18594                 0.547%            0.490%
64            R    14029                 0.412%            0.370%
120           R    12985                 0.382%            0.343%
256           R    11412                 0.336%            0.301%
80            R    9611                  0.283%            0.254%
136           R    8444                  0.248%            0.223%
96            R    6980                  0.205%            0.184%
152           R    6095                  0.179%            0.161%
112           R    5358                  0.158%            0.141%
168           R    4391                  0.129%            0.116%
128           R    4379                  0.129%            0.116%
184           R    3173                  0.093%            0.084%
144           R    3149                  0.093%            0.083%
160           R    2432                  0.072%            0.064%
200           R    2304                  0.068%            0.061%
216           R    2298                  0.068%            0.061%
176           R    2064                  0.061%            0.054%
192           R    2023                  0.059%            0.053%
232           R    1406                  0.041%            0.037%
208           R    1289                  0.038%            0.034%
248           R    1052                  0.031%            0.028%
240           R    966                   0.028%            0.025%
224           R    936                   0.028%            0.025%
408           W    561                   0.144%            0.015%
416           W    480                   0.123%            0.013%
264           R    415                   0.012%            0.011%
512           R    340                   0.010%            0.009%
280           R    314                   0.009%            0.008%
296           R    248                   0.007%            0.007%
64            W    236                   0.061%            0.006%
272           R    230                   0.007%            0.006%
32            W    220                   0.056%            0.006%
3             W    213                   0.055%            0.006%
16            W    212                   0.054%            0.006%
312           R    200                   0.006%            0.005%
328           R    179                   0.005%            0.005%
288           R    163                   0.005%            0.004%
400           W    138                   0.035%            0.004%
344           R    132                   0.004%            0.003%
320           R    130                   0.004%            0.003%
304           R    127                   0.004%            0.003%
96            W    125                   0.032%            0.003%
31            W    124                   0.032%            0.003%
28            W    120                   0.031%            0.003%
360           R    116                   0.003%            0.003%
29            W    114                   0.029%            0.003%
120           W    114                   0.029%            0.003%
744           W    112                   0.029%            0.003%
15            W    109                   0.028%            0.003%
920           W    107                   0.027%            0.003%
30            W    107                   0.027%            0.003%
27            W    107                   0.027%            0.003%
24            W    107                   0.027%            0.003%
112           W    107                   0.027%            0.003%
896           W    106                   0.027%            0.003%
952           W    103                   0.026%            0.003%
336           R    103                   0.003%            0.003%
904           W    102                   0.026%            0.003%
26            W    99                    0.025%            0.003%
384           R    98                    0.003%            0.003%
352           R    98                    0.003%            0.003%
888           W    96                    0.025%            0.003%
736           W    96                    0.025%            0.003%
25            W    95                    0.024%            0.003%
4             W    93                    0.024%            0.002%
33            W    89                    0.023%            0.002%
376           R    88                    0.003%            0.002%
1             W    82                    0.021%            0.002%
34            W    79                    0.020%            0.002%
424           W    78                    0.020%            0.002%
136           W    77                    0.020%            0.002%
36            W    70                    0.018%            0.002%
23            W    69                    0.018%            0.002%
35            W    68                    0.017%            0.002%
22            W    68                    0.017%            0.002%
368           R    66                    0.002%            0.002%
14            W    64                    0.016%            0.002%
392           R    62                    0.002%            0.002%
408           R    59                    0.002%            0.002%
37            W    57                    0.015%            0.002%
7             W    55                    0.014%            0.001%
6             W    54                    0.014%            0.001%
400           R    53                    0.002%            0.001%
128           W    50                    0.013%            0.001%
38            W    49                    0.013%            0.001%
5             W    48                    0.012%            0.001%
392           W    47                    0.012%            0.001%
21            W    47                    0.012%            0.001%
11            W    47                    0.012%            0.001%
440           R    46                    0.001%            0.001%
752           W    45                    0.012%            0.001%
40            W    45                    0.012%            0.001%
17            W    45                    0.012%            0.001%
416           R    44                    0.001%            0.001%
728           W    43                    0.011%            0.001%
20            W    43                    0.011%            0.001%
424           R    42                    0.001%            0.001%
432           R    41                    0.001%            0.001%
10            W    40                    0.010%            0.001%
39            W    39                    0.010%            0.001%
9             W    36                    0.009%            0.001%
720           W    36                    0.009%            0.001%
2             W    36                    0.009%            0.001%
12            W    36                    0.009%            0.001%
432           W    35                    0.009%            0.001%
19            W    35                    0.009%            0.001%
13            W    34                    0.009%            0.001%
472           R    33                    0.001%            0.001%
18            W    32                    0.008%            0.001%
464           R    31                    0.001%            0.001%
712           W    30                    0.008%            0.001%
456           R    28                    0.001%            0.001%
480           R    25                    0.001%            0.001%
448           R    24                    0.001%            0.001%
41            W    23                    0.006%            0.001%
192           W    22                    0.006%            0.001%
152           W    21                    0.005%            0.001%
48            W    19                    0.005%            0.001%
872           W    18                    0.005%            0.000%
56            W    17                    0.004%            0.000%
88            W    16                    0.004%            0.000%
784           W    15                    0.004%            0.000%
320           W    15                    0.004%            0.000%
104           W    15                    0.004%            0.000%
224           W    14                    0.004%            0.000%
160           W    14                    0.004%            0.000%
984           W    13                    0.003%            0.000%
976           W    13                    0.003%            0.000%
832           W    12                    0.003%            0.000%
80            W    12                    0.003%            0.000%
464           W    12                    0.003%            0.000%
45            W    12                    0.003%            0.000%
43            W    12                    0.003%            0.000%
296           W    12                    0.003%            0.000%
256           W    12                    0.003%            0.000%
680           W    11                    0.003%            0.000%
44            W    11                    0.003%            0.000%
448           W    11                    0.003%            0.000%
344           W    11                    0.003%            0.000%
336           W    11                    0.003%            0.000%
248           W    11                    0.003%            0.000%
200           W    11                    0.003%            0.000%
144           W    11                    0.003%            0.000%
856           W    10                    0.003%            0.000%
848           W    10                    0.003%            0.000%
704           W    10                    0.003%            0.000%
672           W    10                    0.003%            0.000%
656           W    10                    0.003%            0.000%
560           W    10                    0.003%            0.000%
544           W    10                    0.003%            0.000%
488           R    10                    0.000%            0.000%
440           W    10                    0.003%            0.000%
328           W    10                    0.003%            0.000%
176           W    10                    0.003%            0.000%
168           W    10                    0.003%            0.000%
968           W    9                     0.002%            0.000%
864           W    9                     0.002%            0.000%
824           W    9                     0.002%            0.000%
808           W    9                     0.002%            0.000%
696           W    9                     0.002%            0.000%
584           W    9                     0.002%            0.000%
576           W    9                     0.002%            0.000%
568           W    9                     0.002%            0.000%
520           W    9                     0.002%            0.000%
504           R    9                     0.000%            0.000%
496           W    9                     0.002%            0.000%
46            W    9                     0.002%            0.000%
456           W    9                     0.002%            0.000%
42            W    9                     0.002%            0.000%
368           W    9                     0.002%            0.000%
1             R    9                     0.000%            0.000%
184           W    9                     0.002%            0.000%
960           W    8                     0.002%            0.000%
880           W    8                     0.002%            0.000%
800           W    8                     0.002%            0.000%
768           W    8                     0.002%            0.000%
760           W    8                     0.002%            0.000%
72            W    8                     0.002%            0.000%
608           W    8                     0.002%            0.000%
52            W    8                     0.002%            0.000%
512           W    8                     0.002%            0.000%
49            W    8                     0.002%            0.000%
496           R    8                     0.000%            0.000%
304           W    8                     0.002%            0.000%
240           W    8                     0.002%            0.000%
216           W    8                     0.002%            0.000%
1000          W    8                     0.002%            0.000%
992           W    7                     0.002%            0.000%
928           W    7                     0.002%            0.000%
840           W    7                     0.002%            0.000%
776           W    7                     0.002%            0.000%
688           W    7                     0.002%            0.000%
55            W    7                     0.002%            0.000%
552           W    7                     0.002%            0.000%
504           W    7                     0.002%            0.000%
472           W    7                     0.002%            0.000%
384           W    7                     0.002%            0.000%
376           W    7                     0.002%            0.000%
352           W    7                     0.002%            0.000%
312           W    7                     0.002%            0.000%
280           W    7                     0.002%            0.000%
232           W    7                     0.002%            0.000%
208           W    7                     0.002%            0.000%
816           W    6                     0.002%            0.000%
288           W    6                     0.002%            0.000%
272           W    6                     0.002%            0.000%
264           W    6                     0.002%            0.000%
944           W    5                     0.001%            0.000%
936           W    5                     0.001%            0.000%
624           W    5                     0.001%            0.000%
592           W    5                     0.001%            0.000%
57            W    5                     0.001%            0.000%
53            W    5                     0.001%            0.000%
536           W    5                     0.001%            0.000%
528           W    5                     0.001%            0.000%
51            W    5                     0.001%            0.000%
912           W    4                     0.001%            0.000%
664           W    4                     0.001%            0.000%
648           W    4                     0.001%            0.000%
632           W    4                     0.001%            0.000%
58            W    4                     0.001%            0.000%
488           W    4                     0.001%            0.000%
47            W    4                     0.001%            0.000%
1008          W    4                     0.001%            0.000%
792           W    3                     0.001%            0.000%
640           W    3                     0.001%            0.000%
63            W    3                     0.001%            0.000%
62            W    3                     0.001%            0.000%
616           W    3                     0.001%            0.000%
600           W    3                     0.001%            0.000%
59            W    3                     0.001%            0.000%
50            W    3                     0.001%            0.000%
61            W    2                     0.001%            0.000%
60            W    2                     0.001%            0.000%
54            W    2                     0.001%            0.000%
480           W    2                     0.001%            0.000%
360           W    2                     0.001%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 3401326        [ 89.722%]
Total write I/Os: 389616         [ 10.278%]
Total read sectors : 89972617    [ 21.127%,   43931.942MB]
Total write sectors: 335892038   [ 78.873%,  164009.784MB]
