Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    1295505              56.301%           51.823%
16            R    470314               20.439%           18.814%
8             R    186078                8.087%            7.444%
1024          W    144514               72.677%            5.781%
40            R    54916                 2.387%            2.197%
32            R    41021                 1.783%            1.641%
56            R    40374                 1.755%            1.615%
72            R    30411                 1.322%            1.217%
8             W    28956                14.562%            1.158%
88            R    22879                 0.994%            0.915%
1016          W    21109                10.616%            0.844%
104           R    17821                 0.774%            0.713%
256           R    16168                 0.703%            0.647%
120           R    13496                 0.587%            0.540%
48            R    13447                 0.584%            0.538%
64            R    12108                 0.526%            0.484%
136           R    10061                 0.437%            0.402%
80            R    8506                  0.370%            0.340%
152           R    7595                  0.330%            0.304%
96            R    7222                  0.314%            0.289%
112           R    6138                  0.267%            0.246%
168           R    5791                  0.252%            0.232%
128           R    5648                  0.245%            0.226%
184           R    4379                  0.190%            0.175%
144           R    3918                  0.170%            0.157%
160           R    3354                  0.146%            0.134%
200           R    3199                  0.139%            0.128%
216           R    3070                  0.133%            0.123%
192           R    2725                  0.118%            0.109%
176           R    2543                  0.111%            0.102%
232           R    1893                  0.082%            0.076%
208           R    1814                  0.079%            0.073%
240           R    1605                  0.070%            0.064%
224           R    1504                  0.065%            0.060%
248           R    1452                  0.063%            0.058%
264           R    518                   0.023%            0.021%
280           R    405                   0.018%            0.016%
512           R    334                   0.015%            0.013%
272           R    302                   0.013%            0.012%
296           R    301                   0.013%            0.012%
32            W    291                   0.146%            0.012%
64            W    243                   0.122%            0.010%
408           W    238                   0.120%            0.010%
312           R    233                   0.010%            0.009%
416           W    213                   0.107%            0.009%
288           R    213                   0.009%            0.009%
328           R    197                   0.009%            0.008%
304           R    191                   0.008%            0.008%
16            W    144                   0.072%            0.006%
3             W    130                   0.065%            0.005%
320           R    128                   0.006%            0.005%
344           R    126                   0.005%            0.005%
360           R    115                   0.005%            0.005%
336           R    111                   0.005%            0.004%
400           W    101                   0.051%            0.004%
352           R    101                   0.004%            0.004%
376           R    90                    0.004%            0.004%
384           R    83                    0.004%            0.003%
424           W    82                    0.041%            0.003%
22            W    82                    0.041%            0.003%
368           R    81                    0.004%            0.003%
25            W    79                    0.040%            0.003%
392           R    77                    0.003%            0.003%
1             W    70                    0.035%            0.003%
744           W    68                    0.034%            0.003%
24            W    68                    0.034%            0.003%
408           R    65                    0.003%            0.003%
26            W    62                    0.031%            0.002%
21            W    61                    0.031%            0.002%
29            W    58                    0.029%            0.002%
23            W    58                    0.029%            0.002%
120           W    56                    0.028%            0.002%
392           W    55                    0.028%            0.002%
27            W    55                    0.028%            0.002%
112           W    54                    0.027%            0.002%
896           W    53                    0.027%            0.002%
15            W    53                    0.027%            0.002%
14            W    52                    0.026%            0.002%
96            W    51                    0.026%            0.002%
952           W    51                    0.026%            0.002%
920           W    51                    0.026%            0.002%
424           R    51                    0.002%            0.002%
400           R    51                    0.002%            0.002%
904           W    50                    0.025%            0.002%
20            W    50                    0.025%            0.002%
888           W    49                    0.025%            0.002%
28            W    48                    0.024%            0.002%
136           W    47                    0.024%            0.002%
40            W    46                    0.023%            0.002%
30            W    46                    0.023%            0.002%
2             W    45                    0.023%            0.002%
19            W    45                    0.023%            0.002%
440           R    44                    0.002%            0.002%
416           R    42                    0.002%            0.002%
33            W    37                    0.019%            0.001%
4             W    36                    0.018%            0.001%
13            W    36                    0.018%            0.001%
11            W    35                    0.018%            0.001%
9             W    32                    0.016%            0.001%
736           W    32                    0.016%            0.001%
31            W    32                    0.016%            0.001%
464           R    31                    0.001%            0.001%
472           R    30                    0.001%            0.001%
