Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    219406               78.171%           78.167%
8             W    30498                10.866%           10.865%
1016          W    24423                 8.701%            8.701%
3             W    667                   0.238%            0.238%
32            W    384                   0.137%            0.137%
896           W    358                   0.128%            0.128%
416           W    277                   0.099%            0.099%
408           W    246                   0.088%            0.088%
48            W    196                   0.070%            0.070%
984           W    186                   0.066%            0.066%
112           W    185                   0.066%            0.066%
968           W    182                   0.065%            0.065%
928           W    182                   0.065%            0.065%
88            W    177                   0.063%            0.063%
120           W    177                   0.063%            0.063%
16            W    176                   0.063%            0.063%
17            W    140                   0.050%            0.050%
824           W    127                   0.045%            0.045%
21            W    126                   0.045%            0.045%
192           W    117                   0.042%            0.042%
18            W    111                   0.040%            0.040%
2             W    109                   0.039%            0.039%
19            W    109                   0.039%            0.039%
20            W    106                   0.038%            0.038%
15            W    104                   0.037%            0.037%
6             W    101                   0.036%            0.036%
816           W    95                    0.034%            0.034%
14            W    94                    0.033%            0.033%
24            W    87                    0.031%            0.031%
7             W    81                    0.029%            0.029%
22            W    78                    0.028%            0.028%
200           W    78                    0.028%            0.028%
600           W    76                    0.027%            0.027%
23            W    74                    0.026%            0.026%
13            W    73                    0.026%            0.026%
12            W    66                    0.024%            0.024%
144           W    63                    0.022%            0.022%
64            W    55                    0.020%            0.020%
10            W    49                    0.017%            0.017%
592           W    47                    0.017%            0.017%
25            W    44                    0.016%            0.016%
584           W    38                    0.014%            0.014%
1             W    37                    0.013%            0.013%
11            W    37                    0.013%            0.013%
26            W    35                    0.012%            0.012%
5             W    34                    0.012%            0.012%
9             W    30                    0.011%            0.011%
608           W    25                    0.009%            0.009%
56            W    25                    0.009%            0.009%
568           W    25                    0.009%            0.009%
72            W    21                    0.007%            0.007%
576           W    21                    0.007%            0.007%
328           W    17                    0.006%            0.006%
560           W    13                    0.005%            0.005%
792           W    12                    0.004%            0.004%
40            W    12                    0.004%            0.004%
800           W    10                    0.004%            0.004%
760           W    10                    0.004%            0.004%
720           W    9                     0.003%            0.003%
336           W    9                     0.003%            0.003%
176           W    9                     0.003%            0.003%
80            W    8                     0.003%            0.003%
552           W    8                     0.003%            0.003%
320           W    8                     0.003%            0.003%
168           W    8                     0.003%            0.003%
136           W    8                     0.003%            0.003%
912           W    7                     0.002%            0.002%
864           W    7                     0.002%            0.002%
712           W    7                     0.002%            0.002%
27            W    7                     0.002%            0.002%
8             R    6                    42.857%            0.002%
784           W    6                     0.002%            0.002%
768           W    6                     0.002%            0.002%
688           W    6                     0.002%            0.002%
4             W    6                     0.002%            0.002%
480           W    6                     0.002%            0.002%
360           W    6                     0.002%            0.002%
304           W    6                     0.002%            0.002%
29            W    6                     0.002%            0.002%
28            W    6                     0.002%            0.002%
1             R    6                    42.857%            0.002%
96            W    5                     0.002%            0.002%
952           W    5                     0.002%            0.002%
920           W    5                     0.002%            0.002%
832           W    5                     0.002%            0.002%
808           W    5                     0.002%            0.002%
776           W    5                     0.002%            0.002%
736           W    5                     0.002%            0.002%
680           W    5                     0.002%            0.002%
496           W    5                     0.002%            0.002%
368           W    5                     0.002%            0.002%
936           W    4                     0.001%            0.001%
728           W    4                     0.001%            0.001%
704           W    4                     0.001%            0.001%
544           W    4                     0.001%            0.001%
488           W    4                     0.001%            0.001%
352           W    4                     0.001%            0.001%
296           W    4                     0.001%            0.001%
152           W    4                     0.001%            0.001%
104           W    4                     0.001%            0.001%
992           W    3                     0.001%            0.001%
976           W    3                     0.001%            0.001%
880           W    3                     0.001%            0.001%
856           W    3                     0.001%            0.001%
752           W    3                     0.001%            0.001%
744           W    3                     0.001%            0.001%
696           W    3                     0.001%            0.001%
672           W    3                     0.001%            0.001%
664           W    3                     0.001%            0.001%
656           W    3                     0.001%            0.001%
616           W    3                     0.001%            0.001%
504           W    3                     0.001%            0.001%
464           W    3                     0.001%            0.001%
456           W    3                     0.001%            0.001%
424           W    3                     0.001%            0.001%
400           W    3                     0.001%            0.001%
384           W    3                     0.001%            0.001%
376           W    3                     0.001%            0.001%
288           W    3                     0.001%            0.001%
184           W    3                     0.001%            0.001%
160           W    3                     0.001%            0.001%
960           W    2                     0.001%            0.001%
888           W    2                     0.001%            0.001%
872           W    2                     0.001%            0.001%
840           W    2                     0.001%            0.001%
624           W    2                     0.001%            0.001%
520           W    2                     0.001%            0.001%
512           W    2                     0.001%            0.001%
472           W    2                     0.001%            0.001%
392           W    2                     0.001%            0.001%
32            R    2                    14.286%            0.001%
31            W    2                     0.001%            0.001%
312           W    2                     0.001%            0.001%
280           W    2                     0.001%            0.001%
272           W    2                     0.001%            0.001%
224           W    2                     0.001%            0.001%
216           W    2                     0.001%            0.001%
208           W    2                     0.001%            0.001%
1008          W    2                     0.001%            0.001%
944           W    1                     0.000%            0.000%
904           W    1                     0.000%            0.000%
640           W    1                     0.000%            0.000%
632           W    1                     0.000%            0.000%
536           W    1                     0.000%            0.000%
440           W    1                     0.000%            0.000%
432           W    1                     0.000%            0.000%
33            W    1                     0.000%            0.000%
30            W    1                     0.000%            0.000%
256           W    1                     0.000%            0.000%
128           W    1                     0.000%            0.000%
1000          W    1                     0.000%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 14             [  0.005%]
Total write I/Os: 280676         [ 99.995%]
Total read sectors : 118         [  0.000%,       0.058MB]
Total write sectors: 251485026   [100.000%,  122795.423MB]
