procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0            0      3391304        32348       408172    0    0    23    11  122  101   2   1  97   0   0 2019-03-21 04:21:07
 0  0            0      3388384        32368       409736    0    0   109    49  867  599   3   2  95   0   0 2019-03-21 04:21:10
 1  0            0      3384128        32368       409972    0    0  1125     0 1019  676   2   2  95   0   0 2019-03-21 04:21:13
 1  0            0      3383428        32456       410116    0    0  7645   855 23621 22024   5   9  79   7   0 2019-03-21 04:21:16
 2  0            0      3384412        32524       410100    0    0 15160   164 13207 11233   4  13  75   8   0 2019-03-21 04:21:19
 4  0            0      3382952        32768       410104    0    0 17285    37 6891 4883   3  14  75   8   0 2019-03-21 04:21:22
 1  1            0      3382436        33032       410004    0    0 15029   245 17072 15155   3  14  76   7   0 2019-03-21 04:21:25
 1  0            0      3382816        32708       410144    0    0 17063    36 6785 4620   3  14  76   7   0 2019-03-21 04:21:28
 3  1            0      3382068        33792       410120    0    0 17309    35 8694 6569   3  14  76   7   0 2019-03-21 04:21:31
 2  0            0      3383128        32804       410156    0    0 14419   192 12841 10890   3  13  77   8   0 2019-03-21 04:21:34
 0  1            0      3382656        32864       410140    0    0 16908    39 7075 5083   3  13  76   7   0 2019-03-21 04:21:37
 2  0            0      3384384        32916       410172    0    0 16596    99 11055 9055   4  14  75   7   0 2019-03-21 04:21:40
 0  1            0      3383360        32980       410184    0    0 11593   169 7874 6452   3  10  79   8   0 2019-03-21 04:21:43
 1  1            0      3382084        33112       410144    0    0  8700   285 8826 7492   3   9  77  11   0 2019-03-21 04:21:46
 1  1            0      3381368        34220       410300    0    0 16496   211 11257 9158   3  13  76   7   0 2019-03-21 04:21:49
 3  0            0      3382212        33224       410320    0    0 16096    52 7394 5440   3  13  76   8   0 2019-03-21 04:21:52
 2  1            0      3380680        34216       410284    0    0 16497   104 8230 6245   3  14  76   7   0 2019-03-21 04:21:55
 1  1            0      3381032        33924       410372    0    0 15692   200 10625 8559   3  13  75   8   0 2019-03-21 04:21:58
 2  1            0      3381296        34444       410364    0    0 16316    36 6644 4749   4  13  77   7   0 2019-03-21 04:22:01
 3  0            0      3382056        33488       410412    0    0 15816   205 10350 8193   3  13  75   8   0 2019-03-21 04:22:04
 0  1            0      3381404        33548       410460    0    0 15828   207 11471 9313   3  13  75   8   0 2019-03-21 04:22:07
 0  1            0      3381688        33592       410544    0    0 17247    45 6828 4798   3  14  76   7   0 2019-03-21 04:22:10
 1  0            0      3381572        33660       410544    0    0 14805   199 12145 10215   3  13  77   7   0 2019-03-21 04:22:13
 1  1            0      3372540        34216       410712    0    0 16665   185 8589 6489   4  14  75   7   0 2019-03-21 04:22:16
 1  0            0      3379812        34640       410544    0    0 16393   148 7629 5637   3  13  77   7   0 2019-03-21 04:22:19
 2  0            0      3380276        34964       410512    0    0 15516   233 11386 9464   3  13  77   7   0 2019-03-21 04:22:22
 2  1            0      3380588        33968       410540    0    0 16647    35 6467 4416   3  14  76   7   0 2019-03-21 04:22:25
 2  1            0      3379308        34944       410460    0    0 17667    55 7605 5493   3  14  76   7   0 2019-03-21 04:22:28
 1  1            0      3380360        34096       410512    0    0 15505   215 10608 8592   3  13  76   8   0 2019-03-21 04:22:31
 2  0            0      3380824        34148       410432    0    0 17264    43 7551 5408   3  14  75   7   0 2019-03-21 04:22:34
 1  0            0      3380860        34212       410460    0    0 15536   243 11097 9098   3  13  76   8   0 2019-03-21 04:22:37
 4  0            0      3381280        34256       410652    0    0 16872    36 8684 6395   3  14  76   7   0 2019-03-21 04:22:40
