Linux 4.4.132-0404132-generic (pl2) 	2018-10-22 	_x86_64_	(24 CPU)

12:38:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:38:43 AM  all    0.24    0.00    1.91    3.77    0.00    0.03    0.00    0.00    0.00   94.06
12:38:43 AM    0    0.00    0.00   36.67    1.33    0.00    0.00    0.00    0.00    0.00   62.00
12:38:43 AM    1    0.00    0.00    0.33    1.67    0.00    0.00    0.00    0.00    0.00   97.99
12:38:43 AM    2    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
12:38:43 AM    3    0.00    0.00    0.33    0.33    0.00    0.00    0.00    0.00    0.00   99.34
12:38:43 AM    4    0.00    0.00    0.67    5.39    0.00    0.34    0.00    0.00    0.00   93.60
12:38:43 AM    5    0.00    0.00    0.33    2.00    0.00    0.00    0.00    0.00    0.00   97.67
12:38:43 AM    6    0.00    0.00    0.33    3.00    0.00    0.00    0.00    0.00    0.00   96.67
12:38:43 AM    7    0.00    0.00    0.00    4.68    0.00    0.00    0.00    0.00    0.00   95.32
12:38:43 AM    8    0.00    0.00    0.00    3.34    0.00    0.00    0.00    0.00    0.00   96.66
12:38:43 AM    9    0.00    0.00    0.33    3.99    0.00    0.00    0.00    0.00    0.00   95.68
12:38:43 AM   10    4.04    0.00    5.39   19.53    0.00    0.34    0.00    0.00    0.00   70.71
12:38:43 AM   11    0.33    0.00    0.33    3.32    0.00    0.33    0.00    0.00    0.00   95.68
12:38:43 AM   12    0.00    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.67
12:38:43 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:43 AM   14    0.00    0.00    0.33    0.33    0.00    0.00    0.00    0.00    0.00   99.33
12:38:43 AM   15    0.66    0.00    0.00   18.60    0.00    0.00    0.00    0.00    0.00   80.73
12:38:43 AM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:43 AM   17    0.00    0.00    0.00    2.33    0.00    0.00    0.00    0.00    0.00   97.67
12:38:43 AM   18    0.33    0.00    0.00    1.67    0.00    0.00    0.00    0.00    0.00   98.00
12:38:43 AM   19    0.00    0.00    0.00    5.33    0.00    0.00    0.00    0.00    0.00   94.67
12:38:43 AM   20    0.00    0.00    0.33    4.65    0.00    0.00    0.00    0.00    0.00   95.02
12:38:43 AM   21    0.00    0.00    0.33    6.00    0.00    0.00    0.00    0.00    0.00   93.67
12:38:43 AM   22    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00   99.33
12:38:43 AM   23    0.00    0.00    0.33    2.01    0.00    0.00    0.00    0.00    0.00   97.66

12:38:43 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:38:46 AM  all    1.17    0.00    0.54   14.29    0.00    0.00    0.00    0.00    0.00   84.00
12:38:46 AM    0    1.00    0.00    0.33   29.67    0.00    0.00    0.00    0.00    0.00   69.00
12:38:46 AM    1    0.00    0.00    0.00   22.07    0.00    0.00    0.00    0.00    0.00   77.93
12:38:46 AM    2    0.00    0.00    0.00   17.79    0.00    0.00    0.00    0.00    0.00   82.21
12:38:46 AM    3    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00   99.33
12:38:46 AM    4    7.56    0.00    5.15   43.99    0.00    0.00    0.00    0.00    0.00   43.30
12:38:46 AM    5    1.67    0.00    1.34   41.14    0.00    0.00    0.00    0.00    0.00   55.85
12:38:46 AM    6    4.67    0.00    1.00   34.33    0.00    0.00    0.00    0.00    0.00   60.00
12:38:46 AM    7    3.33    0.00    1.00   26.00    0.00    0.00    0.00    0.00    0.00   69.67
12:38:46 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:46 AM    9    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.67
12:38:46 AM   10    3.03    0.00    1.01   27.61    0.00    0.00    0.00    0.00    0.00   68.35
12:38:46 AM   11    3.36    0.00    1.01   35.57    0.00    0.00    0.00    0.00    0.00   60.07
12:38:46 AM   12    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
12:38:46 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:46 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:46 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:46 AM   16    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
12:38:46 AM   17    0.33    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00   99.00
12:38:46 AM   18    0.00    0.00    0.00   33.44    0.00    0.00    0.00    0.00    0.00   66.56
12:38:46 AM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:46 AM   20    2.04    0.00    0.68   29.93    0.00    0.00    0.00    0.00    0.00   67.35
12:38:46 AM   21    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00    0.00   99.67
12:38:46 AM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:46 AM   23    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.67

12:38:46 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:38:49 AM  all    2.53    0.00    0.81   43.88    0.00    0.03    0.00    0.00    0.00   52.76
12:38:49 AM    0    0.33    0.00    1.00   98.67    0.00    0.00    0.00    0.00    0.00    0.00
12:38:49 AM    1    0.33    0.00    0.66   99.00    0.00    0.00    0.00    0.00    0.00    0.00
12:38:49 AM    2    0.33    0.00    1.32   98.34    0.00    0.00    0.00    0.00    0.00    0.00
12:38:49 AM    3    0.33    0.00    1.00   94.02    0.00    0.00    0.00    0.00    0.00    4.65
12:38:49 AM    4   12.76    0.00    3.79   82.76    0.00    0.69    0.00    0.00    0.00    0.00
12:38:49 AM    5    4.68    0.00    0.33   36.12    0.00    0.00    0.00    0.00    0.00   58.86
12:38:49 AM    6    9.36    0.00    2.01   88.63    0.00    0.00    0.00    0.00    0.00    0.00
12:38:49 AM    7    8.94    0.00    1.99   89.07    0.00    0.00    0.00    0.00    0.00    0.00
12:38:49 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:49 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:49 AM   10    8.05    0.00    2.01   89.93    0.00    0.00    0.00    0.00    0.00    0.00
12:38:49 AM   11    8.67    0.00    2.33   88.00    0.00    0.00    0.00    0.00    0.00    1.00
12:38:49 AM   12    0.66    0.00    0.66    0.00    0.00    0.00    0.00    0.00    0.00   98.67
12:38:49 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:49 AM   14    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.67
12:38:49 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:49 AM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:49 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:49 AM   18    0.33    0.00    0.00   99.67    0.00    0.00    0.00    0.00    0.00    0.00
12:38:49 AM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:38:49 AM   20    7.09    0.00    2.70   90.20    0.00    0.00    0.00    0.00    0.00    0.00
12:38:49 AM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
