procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        55020      1124364        19260      2698888    0    0  2048  5805    1    5  30   4  59   7   0 2018-11-29 01:12:53
 0  0        55020      1123544        19332      2698780    0    0    29     0 1078  805   2   2  96   0   0 2018-11-29 01:12:56
 1  0        55020      3473148        19348       338080    0    0   204    56 1532 1025   1  10  88   0   0 2018-11-29 01:12:59
 1  1        55020      3472184        19448       338588    0    0  1328   495 10308 9667   1   3  86   9   0 2018-11-29 01:13:02
 2  0        55020      3471920        19440       338552    0    0  8641    29 3768 2911   3   7  78  12   0 2018-11-29 01:13:05
 0  1        55020      3472136        19532       338556    0    0  8347    27 3604 2759   3   7  76  13   0 2018-11-29 01:13:08
 0  1        55020      3471164        20320       338560    0    0 14657    39 6739 5245   5  11  74  11   0 2018-11-29 01:13:11
 0  1        55020      3472232        19556       338560    0    0  9160    27 4237 3220   3   8  77  12   0 2018-11-29 01:13:14
 0  1        55020      3470628        19576       338560    0    0 17908    27 6952 5253   5  13  72   9   0 2018-11-29 01:13:17
 0  2        55020      3471972        19656       338560    0    0  9140    27 3942 3018   3   8  78  11   0 2018-11-29 01:13:20
 2  0        55020      3471756        19636       338560    0    0 16827    27 7375 5804   5  12  73   9   0 2018-11-29 01:13:23
 2  1        55020      3471492        19688       338564    0    0 18235    40 7503 5902   5  13  73   9   0 2018-11-29 01:13:26
 0  1        55020      3471304        19720       338580    0    0 17912    27 6770 5090   5  13  73   9   0 2018-11-29 01:13:29
 0  1        55020      3471808        19756       338580    0    0 15717    28 6287 4812   5  11  74  10   0 2018-11-29 01:13:32
 0  1        55020      3471568        19796       338584    0    0 10137    40 4659 3618   3   8  78  10   0 2018-11-29 01:13:35
 0  1        55020      3471120        20884       338588    0    0 17949    44 7082 5283   5  12  74   8   0 2018-11-29 01:13:38
 1  1        55020      3470344        20928       338592    0    0 17665    40 7247 5479   5  13  73   9   0 2018-11-29 01:13:41
 3  0        55020      3471600        19920       338592    0    0 16852    28 6809 5319   6  13  73   8   0 2018-11-29 01:13:44
