procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        55132       848396        15020      2959160    0    0  2938  7022    9    2  37   5  52   6   0 2018-11-21 19:46:10
 0  0        55132       851084        15156      2959132    0    0    56     0 1176  924   3   2  95   0   0 2018-11-21 19:46:13
 1  0        55132      2925476        15176       868084    0    0   195    44 1645  821   1   9  90   0   0 2018-11-21 19:46:16
 0  1        55132      3446376        15212       347232   36    0  4984   500 17680 2402   4   8  82   6   0 2018-11-21 19:46:19
 2  0        55132      3446512        15244       347112    0    0 15133    28 6545 4787   6  11  73  10   0 2018-11-21 19:46:22
 2  1        55132      3446832        15348       347104    0    0  9868    27 4733 3460   4   9  76  11   0 2018-11-21 19:46:25
 2  1        55132      3446580        15312       347120    0    0 17859    33 7844 5637   7  13  71   9   0 2018-11-21 19:46:28
 1  1        55132      3446416        15348       347120    0    0 17281    28 8175 5725   7  13  72   8   0 2018-11-21 19:46:31
 0  1        55132      3445904        15964       347008    0    0 17469    32 7768 5868   7  13  71   9   0 2018-11-21 19:46:34
 0  1        55132      3445436        16116       347008    0    0 17619    28 7688 5667   7  13  72   9   0 2018-11-21 19:46:37
 0  1        55132      3446660        15460       347008    0    0 12635    29 5918 4217   5  10  75  10   0 2018-11-21 19:46:40
 4  0        55132      3446164        15496       347008    0    0  9001    35 5305 2899   4   8  78  11   0 2018-11-21 19:46:43
 3  0        55132      3446016        15544       347012    0    0 16309    33 7398 5303   7  12  73   8   0 2018-11-21 19:46:46
 6  1        55132      3446728        15576       347012    0    0 17912    28 7740 5765   7  13  71   9   0 2018-11-21 19:46:49
 0  1        55132      3445876        15624       347016    0    0 16593    40 8435 5366   7  13  72   8   0 2018-11-21 19:46:52
 1  0        55132      3446580        15660       347020    0    0 18233    36 7888 5807   7  13  71   9   0 2018-11-21 19:46:55
 0  1        55132      3445284        16276       347024    0    0 17500    39 7942 5665   7  13  72   9   0 2018-11-21 19:46:58
 1  1        55132      3445736        15736       347024    0    0 18144    28 7896 5804   7  13  71   9   0 2018-11-21 19:47:01
 2  1        55132      3446304        15844       347024    0    0 16151   152 11018 5259   7  13  72   9   0 2018-11-21 19:47:04
 0  1        55132      3446192        15828       347024    0    0 17929    27 7462 5605   7  12  72   9   0 2018-11-21 19:47:07
 2  0        55132      3446236        15864       347024    0    0 17237    28 7631 5355   7  13  72   8   0 2018-11-21 19:47:10
 0  2        55132      3444800        16164       347028    0    0 16459    36 8396 5418   8  12  71   9   0 2018-11-21 19:47:13
 0  2        55132      3445596        16332       347028    0    0 17235    33 7387 5698   7  12  72   9   0 2018-11-21 19:47:16
 1  0        55132      3445324        15988       346964    0    0 16493    28 7491 5434   7  12  73   8   0 2018-11-21 19:47:19
