Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    459564               45.560%           41.537%
16            R    212152               21.032%           19.175%
8             R    168660               16.720%           15.244%
1024          W    73037                74.769%            6.601%
40            R    45323                 4.493%            4.096%
256           R    23902                 2.370%            2.160%
32            R    20645                 2.047%            1.866%
56            R    17000                 1.685%            1.537%
8             W    13019                13.328%            1.177%
1016          W    9895                 10.130%            0.894%
72            R    9332                  0.925%            0.843%
48            R    8906                  0.883%            0.805%
88            R    6264                  0.621%            0.566%
64            R    5364                  0.532%            0.485%
104           R    4029                  0.399%            0.364%
80            R    3467                  0.344%            0.313%
120           R    2903                  0.288%            0.262%
96            R    2575                  0.255%            0.233%
136           R    2060                  0.204%            0.186%
112           R    1631                  0.162%            0.147%
152           R    1583                  0.157%            0.143%
128           R    1441                  0.143%            0.130%
168           R    1198                  0.119%            0.108%
144           R    1167                  0.116%            0.105%
184           R    907                   0.090%            0.082%
512           R    906                   0.090%            0.082%
160           R    838                   0.083%            0.076%
200           R    781                   0.077%            0.071%
192           R    694                   0.069%            0.063%
176           R    666                   0.066%            0.060%
216           R    663                   0.066%            0.060%
232           R    539                   0.053%            0.049%
208           R    498                   0.049%            0.045%
224           R    446                   0.044%            0.040%
248           R    437                   0.043%            0.039%
240           R    432                   0.043%            0.039%
264           R    142                   0.014%            0.013%
280           R    125                   0.012%            0.011%
296           R    106                   0.011%            0.010%
784           W    102                   0.104%            0.009%
768           W    100                   0.102%            0.009%
312           R    98                    0.010%            0.009%
272           R    87                    0.009%            0.008%
328           R    79                    0.008%            0.007%
304           R    78                    0.008%            0.007%
896           W    77                    0.079%            0.007%
32            W    74                    0.076%            0.007%
320           R    74                    0.007%            0.007%
344           R    73                    0.007%            0.007%
288           R    68                    0.007%            0.006%
120           W    68                    0.070%            0.006%
392           R    59                    0.006%            0.005%
23            W    59                    0.060%            0.005%
112           W    58                    0.059%            0.005%
336           R    53                    0.005%            0.005%
368           R    51                    0.005%            0.005%
424           R    50                    0.005%            0.005%
384           R    49                    0.005%            0.004%
400           R    47                    0.005%            0.004%
360           R    47                    0.005%            0.004%
448           R    46                    0.005%            0.004%
352           R    46                    0.005%            0.004%
16            W    46                    0.047%            0.004%
56            W    45                    0.046%            0.004%
408           R    44                    0.004%            0.004%
376           R    42                    0.004%            0.004%
920           W    38                    0.039%            0.003%
904           W    37                    0.038%            0.003%
1008          W    37                    0.038%            0.003%
96            W    36                    0.037%            0.003%
960           W    36                    0.037%            0.003%
4             W    36                    0.037%            0.003%
472           R    36                    0.004%            0.003%
440           R    36                    0.004%            0.003%
432           R    36                    0.004%            0.003%
144           W    36                    0.037%            0.003%
872           W    35                    0.036%            0.003%
264           W    35                    0.036%            0.003%
456           R    34                    0.003%            0.003%
24            W    33                    0.034%            0.003%
18            W    33                    0.034%            0.003%
48            W    30                    0.031%            0.003%
64            W    29                    0.030%            0.003%
416           R    28                    0.003%            0.003%
19            W    28                    0.029%            0.003%
17            W    27                    0.028%            0.002%
984           W    26                    0.027%            0.002%
480           R    26                    0.003%            0.002%
20            W    26                    0.027%            0.002%
3             W    25                    0.026%            0.002%
88            W    21                    0.021%            0.002%
22            W    21                    0.021%            0.002%
968           W    20                    0.020%            0.002%
928           W    20                    0.020%            0.002%
488           R    20                    0.002%            0.002%
504           R    19                    0.002%            0.002%
464           R    19                    0.002%            0.002%
21            W    19                    0.019%            0.002%
496           R    18                    0.002%            0.002%
2             W    16                    0.016%            0.001%
11            W    16                    0.016%            0.001%
40            W    15                    0.015%            0.001%
15            W    14                    0.014%            0.001%
7             W    12                    0.012%            0.001%
1             W    12                    0.012%            0.001%
5             W    11                    0.011%            0.001%
14            W    11                    0.011%            0.001%
10            W    11                    0.011%            0.001%
104           W    9                     0.009%            0.001%
936           W    8                     0.008%            0.001%
792           W    8                     0.008%            0.001%
6             W    8                     0.008%            0.001%
80            W    7                     0.007%            0.001%
280           W    7                     0.007%            0.001%
9             W    6                     0.006%            0.001%
720           W    6                     0.006%            0.001%
640           W    6                     0.006%            0.001%
744           W    5                     0.005%            0.000%
576           W    5                     0.005%            0.000%
384           W    5                     0.005%            0.000%
344           W    5                     0.005%            0.000%
336           W    5                     0.005%            0.000%
304           W    5                     0.005%            0.000%
272           W    5                     0.005%            0.000%
888           W    4                     0.004%            0.000%
856           W    4                     0.004%            0.000%
848           W    4                     0.004%            0.000%
840           W    4                     0.004%            0.000%
624           W    4                     0.004%            0.000%
608           W    4                     0.004%            0.000%
512           W    4                     0.004%            0.000%
424           W    4                     0.004%            0.000%
352           W    4                     0.004%            0.000%
312           W    4                     0.004%            0.000%
13            W    4                     0.004%            0.000%
128           W    4                     0.004%            0.000%
992           W    3                     0.003%            0.000%
976           W    3                     0.003%            0.000%
816           W    3                     0.003%            0.000%
752           W    3                     0.003%            0.000%
72            W    3                     0.003%            0.000%
712           W    3                     0.003%            0.000%
680           W    3                     0.003%            0.000%
544           W    3                     0.003%            0.000%
536           W    3                     0.003%            0.000%
528           W    3                     0.003%            0.000%
520           W    3                     0.003%            0.000%
504           W    3                     0.003%            0.000%
488           W    3                     0.003%            0.000%
456           W    3                     0.003%            0.000%
448           W    3                     0.003%            0.000%
432           W    3                     0.003%            0.000%
376           W    3                     0.003%            0.000%
360           W    3                     0.003%            0.000%
328           W    3                     0.003%            0.000%
320           W    3                     0.003%            0.000%
28            W    3                     0.003%            0.000%
288           W    3                     0.003%            0.000%
26            W    3                     0.003%            0.000%
25            W    3                     0.003%            0.000%
168           W    3                     0.003%            0.000%
136           W    3                     0.003%            0.000%
952           W    2                     0.002%            0.000%
880           W    2                     0.002%            0.000%
864           W    2                     0.002%            0.000%
832           W    2                     0.002%            0.000%
736           W    2                     0.002%            0.000%
704           W    2                     0.002%            0.000%
688           W    2                     0.002%            0.000%
664           W    2                     0.002%            0.000%
656           W    2                     0.002%            0.000%
600           W    2                     0.002%            0.000%
568           W    2                     0.002%            0.000%
552           W    2                     0.002%            0.000%
464           W    2                     0.002%            0.000%
296           W    2                     0.002%            0.000%
27            W    2                     0.002%            0.000%
248           W    2                     0.002%            0.000%
240           W    2                     0.002%            0.000%
232           W    2                     0.002%            0.000%
216           W    2                     0.002%            0.000%
208           W    2                     0.002%            0.000%
1             R    2                     0.000%            0.000%
176           W    2                     0.002%            0.000%
160           W    2                     0.002%            0.000%
152           W    2                     0.002%            0.000%
12            W    2                     0.002%            0.000%
1000          W    2                     0.002%            0.000%
912           W    1                     0.001%            0.000%
824           W    1                     0.001%            0.000%
808           W    1                     0.001%            0.000%
760           W    1                     0.001%            0.000%
728           W    1                     0.001%            0.000%
672           W    1                     0.001%            0.000%
648           W    1                     0.001%            0.000%
632           W    1                     0.001%            0.000%
616           W    1                     0.001%            0.000%
560           W    1                     0.001%            0.000%
51            W    1                     0.001%            0.000%
496           W    1                     0.001%            0.000%
480           W    1                     0.001%            0.000%
472           W    1                     0.001%            0.000%
440           W    1                     0.001%            0.000%
416           W    1                     0.001%            0.000%
408           W    1                     0.001%            0.000%
400           W    1                     0.001%            0.000%
392           W    1                     0.001%            0.000%
37            W    1                     0.001%            0.000%
368           W    1                     0.001%            0.000%
33            W    1                     0.001%            0.000%
256           W    1                     0.001%            0.000%
224           W    1                     0.001%            0.000%
200           W    1                     0.001%            0.000%
184           W    1                     0.001%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 1008711        [ 91.171%]
Total write I/Os: 97684          [  8.829%]
Total read sectors : 32323274    [ 27.412%,   15782.849MB]
Total write sectors: 85594245    [ 72.588%,   41794.065MB]
