procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        59156      1503448        19076      2290980    0    0  2776  7070   52   19  30  10  53   7   0 2019-03-13 09:26:10
 0  0        59156      1502104        19180      2291168    0    0    69    41  885  541   3   2  95   0   0 2019-03-13 09:26:13
 0  0        59152      3433088        19188       356556    1    0    93   447 15393 14240   1  10  88   1   0 2019-03-13 09:26:16
 0  1        59136      3429684        19336       357836  297    0  6635   685 15167 13723   6   8  79   8   0 2019-03-13 09:26:19
 2  1        59136      3429584        20064       357688    0    0  7929   167 7833 6732   2   7  78  12   0 2019-03-13 09:26:22
 0  1        59136      3428776        20324       357804    0    0 15028    35 6397 4720   4  12  76   9   0 2019-03-13 09:26:25
 0  1        59136      3430528        20248       357808    1    0 11620    41 6098 4700   3   9  77  10   0 2019-03-13 09:26:28
 0  1        59132      3429772        19544       357872    0    0  9472   209 9939 8512   2   8  78  11   0 2019-03-13 09:26:31
 0  1        59132      3428788        20028       357872    0    0 15313    33 7325 5477   3  12  76   9   0 2019-03-13 09:26:34
 0  0        59132      3430356        19624       357840    0    0 15780    33 6679 4861   4  12  75   9   0 2019-03-13 09:26:37
 4  0        59132      3430392        19688       357844    0    0 14060   217 12958 11169   4  11  76   9   0 2019-03-13 09:26:40
 0  1        59132      3429788        19736       357840    0    0 14848    51 6865 5152   4  11  76   9   0 2019-03-13 09:26:43
 2  0        59132      3430324        19784       357840    0    0 14097   192 11872 10118   4  11  76   9   0 2019-03-13 09:26:46
 0  2        59132      3429944        19932       357840    0    0 13821   292 12851 10988   5  12  74   9   0 2019-03-13 09:26:49
 0  1        59132      3429860        20400       357844    0    0 12053    52 5535 4159   3   9  79   9   0 2019-03-13 09:26:52
 0  1        59132      3429788        20032       357848    0    0  6735   215 9389 8421   2   6  80  11   0 2019-03-13 09:26:55
 0  1        59132      3428508        20516       357852    0    0 14968    40 6298 4520   4  11  76   9   0 2019-03-13 09:26:58
 1  1        59132      3428624        20304       357852    0    0 14723    35 7171 5480   4  12  76   9   0 2019-03-13 09:27:01
 0  0        59132      3430040        20192       357972    0    0 12989   320 15604 13946   4  11  77   9   0 2019-03-13 09:27:04
 3  1        59132      3429532        20292       357972    0    0 15245    35 6445 4733   4  12  75   9   0 2019-03-13 09:27:07
 1  1        59132      3428908        21056       357924    0    0 14123   189 11071 9269   4  11  76   9   0 2019-03-13 09:27:10
 0  1        59132      3429232        20356       357900    0    0 14187    77 7715 6172   4  11  76   9   0 2019-03-13 09:27:13
 2  0        59132      3429164        20396       357900    0    0 14865    33 6921 5199   4  11  76   9   0 2019-03-13 09:27:16
 2  1        59132      3429568        20480       357984    0    0 14116   275 12798 10894   4  12  76   9   0 2019-03-13 09:27:19
 3  0        59132      3430048        20624       357904    0    0 15183   231 11572 9725   5  12  73   9   0 2019-03-13 09:27:22
 0  1        59132      3429108        20620       357904    0    0 15172    36 6916 5223   4  12  75   9   0 2019-03-13 09:27:25
 1  0        59132      3428412        21724       357904    0    0 14213   191 11272 9527   4  11  76   9   0 2019-03-13 09:27:28
 2  1        59132      3426960        21624       357908    0    0 14508    55 7382 5714   4  11  76   9   0 2019-03-13 09:27:31
 0  1        59132      3427844        21820       358024    0    0 14451   104 9003 7463   4  11  76   9   0 2019-03-13 09:27:34
 1  1        59132      3428036        21600       358028    0    0 13840   129 9899 8297   4  11  76   9   0 2019-03-13 09:27:37
 2  1        59132      3428936        20864       358028    0    0 14112    40 7185 5392   3  11  77   8   0 2019-03-13 09:27:40
 0  1        59132      3428452        20932       358036    1    0 14163   169 10924 9124   4  11  76   9   0 2019-03-13 09:27:43
 1  0        59132      3429412        20972       358040    0    0 14825    43 6330 4507   4  11  76   9   0 2019-03-13 09:27:46
 0  1        59132      3428452        21008       358040    0    0 14207    33 6833 5132   4  11  77   9   0 2019-03-13 09:27:49
 0  1        59132      3427284        21600       358044    0    0 13189   476 17961 16111   5  12  75   9   0 2019-03-13 09:27:52
 0  1        59132      3428004        21516       358044    0    0 15953    35 7031 5336   4  13  76   8   0 2019-03-13 09:27:55
 4  0        59132      3428980        21244       358044    0    0 14809    36 6164 4633   4  12  77   8   0 2019-03-13 09:27:58
 4  0        59132      3426632        21700       358048    0    0 13459   219 13361 11663   4  11  78   8   0 2019-03-13 09:28:01
 1  1        59132      3427772        21440       358176    0    0 13572   124 14527 12950   4  11  77   7   0 2019-03-13 09:28:04
 0  1        59132      3427848        21436       358160    0    0 13035   195 19032 17309   3  11  78   8   0 2019-03-13 09:28:07
 2  0        59132      3426220        21980       358164    0    0 14468    44 6511 4843   3  11  78   8   0 2019-03-13 09:28:10
 2  1        59132      3428840        21520       358168    0    0 14351    41 6480 4712   4  12  77   7   0 2019-03-13 09:28:13
 1  1        59132      3427896        21604       358168    0    0 13435   200 21681 19870   4  12  76   8   0 2019-03-13 09:28:16
 0  0        59132      3428036        21620       358172    0    0  7908    35 3683 2763   2   6  88   4   0 2019-03-13 09:28:19
 1  0        59132      3013772        21624       767072    0    0   760 101120 3372 2250   4   5  91   0   0 2019-03-13 09:28:22
 0  0        59132      3013552        21636       767092    0    0     0 304428 6739 5189   1   2  96   0   0 2019-03-13 09:28:25
 0  0        59132      3013624        21636       767092    0    0     0 307029 6287 4980   1   2  97   0   0 2019-03-13 09:28:28
 1  0        59132      3013980        21644       767092    0    0     0 302855 6417 5084   1   2  96   0   0 2019-03-13 09:28:31
 0  0        59132      3013916        21652       767096    0    0     0 306867 6322 5111   1   2  97   0   0 2019-03-13 09:28:34
 1  0        59132      3013932        21652       767096    0    0     0 300288 6231 4906   1   2  97   0   0 2019-03-13 09:28:37
 0  0        59132      3013932        21660       767096    0    0     0 303280 6457 5113   1   2  96   0   0 2019-03-13 09:28:40
 1  0        59132      3013884        21660       767100    0    0     0 308437 6374 5015   1   2  97   0   0 2019-03-13 09:28:43
 1  0        59132      3014064        21668       767100    0    0     0 304648 6275 5033   1   2  97   0   0 2019-03-13 09:28:46
 0  0        59132      3013412        21668       767108    0    0     0 302636 6197 4965   1   2  96   0   0 2019-03-13 09:28:49
 1  0        59132      3013600        21676       767108    0    0     0 303325 9366 7812   2   3  94   0   0 2019-03-13 09:28:52
 2  0        59132      3013516        21688       767108    0    0     0 297917 16805 15028   1   3  96   0   0 2019-03-13 09:28:55
 0  0        59132      3012988        21688       767112    0    0     0 305327 7552 6072   2   2  96   0   0 2019-03-13 09:28:58
 0  0        59132      3013348        21696       767112    0    0     0 299016 6333 4950   1   2  96   0   0 2019-03-13 09:29:01
 1  0        59124      3013208        21696       767120    1    0     0 306304 6415 5000   2   2  96   0   0 2019-03-13 09:29:04
 2  0        59124      3012820        21704       767120    0    0     0 303928 6278 5017   1   2  97   0   0 2019-03-13 09:29:07
 1  0        59124      3012788        21704       767120    0    0     0 302933 6123 4929   1   2  97   0   0 2019-03-13 09:29:10
 1  0        59124      3012976        21712       767128    0    0     0 301829 6315 4961   1   2  96   0   0 2019-03-13 09:29:13
 0  0        59124      3013128        21712       767128    0    0     0 303019 6239 4945   2   2  97   0   0 2019-03-13 09:29:16
 1  0        59124      3013200        21720       767128    0    0     0 309085 6526 5196   1   2  97   0   0 2019-03-13 09:29:19
 0  0        59124      3013500        21732       767132    0    0     0 300751 6709 5152   2   3  95   0   0 2019-03-13 09:29:22
 1  0        59124      3013788        21732       767132    0    0     0 304085 6240 4964   1   2  97   0   0 2019-03-13 09:29:25
 2  0        59124      3013732        21740       767136    0    0     0 305843 13467 11799   1   2  96   0   0 2019-03-13 09:29:28
 1  0        59124      3013636        21740       767104    0    0     0 297899 6168 4883   1   2  96   0   0 2019-03-13 09:29:31
 1  0        59124      3013564        21748       767104    0    0     0 301316 7055 5774   1   2  96   0   0 2019-03-13 09:29:34
 0  0        59124      3013100        21748       767112    0    0     0 299307 6128 4901   1   2  96   0   0 2019-03-13 09:29:37
 1  0        59124      3013176        21756       767116    0    0     0 300296 6231 4979   1   2  96   0   0 2019-03-13 09:29:40
 0  0        59124      3013208        21756       767120    0    0     0 302037 6202 4940   1   2  97   0   0 2019-03-13 09:29:43
 1  0        59120      3013216        21764       767120    0    0     3 299184 6387 5066   1   2  96   0   0 2019-03-13 09:29:46
 0  0        59120      3013280        21764       767120    0    0     0 299136 6023 4852   1   2  97   0   0 2019-03-13 09:29:49
 2  0        59120      3005436        21772       767200    0    0     0 296328 6434 4951   2   2  96   0   0 2019-03-13 09:29:52
 1  0        59120      3012832        21772       767124    0    0     0 304457 13717 11397   2   3  95   0   0 2019-03-13 09:29:55
 1  0        59120      3012784        21784       767124    0    0     0 299307 6261 4951   1   2  97   0   0 2019-03-13 09:29:58
 2  0        59120      3012644        21792       767124    0    0     0 300249 6251 4941   1   2  97   0   0 2019-03-13 09:30:01
 1  0        59120      3012620        21792       767124    0    0     0 303479 14091 12277   2   3  96   0   0 2019-03-13 09:30:04
 1  0        59120      3013084        21800       767132    0    0     0 298809 6317 4984   1   2  97   0   0 2019-03-13 09:30:07
 2  0        59120      3012612        21800       767132    0    0     0 303659 6263 4941   2   2  96   0   0 2019-03-13 09:30:10
 2  0        59120      3012604        21808       767136    0    0     0 301149 6312 4995   1   2  97   0   0 2019-03-13 09:30:13
 1  0        59120      3012760        21808       767136    0    0     0 303019 6247 4923   1   2  96   0   0 2019-03-13 09:30:16
