procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 1  0        52004     60318176       291576      4793832    0    0   566  2091    2    2   1   1  96   3   0 2019-01-04 13:16:25
 1  0        52004     60841980       291580      4268412    0    0   135     0 1644 2678   3   1  95   0   0 2019-01-04 13:16:28
 0  1        52004     63709344       291636      1409728    0    0  2780   973 2813 4089   2   2  94   2   0 2019-01-04 13:16:31
 2  0        52004     63709440       291688      1409764    0    0 12727    89 4097 4933   0   2  95   2   0 2019-01-04 13:16:34
 0  1        52004     63709484       291924      1409560    0    0 12607    36 4286 5099   0   2  95   2   0 2019-01-04 13:16:37
 3  0        52004     63709440       291784      1409920    0    0 16923    47 5364 6231   0   3  95   2   0 2019-01-04 13:16:40
 1  0        52004     63708748       291824      1410016    0    0 17704    31 5563 6402   0   3  95   2   0 2019-01-04 13:16:43
 0  1        52004     63710820       292920      1409904    0    0 17705    37 5697 6421   0   3  95   2   0 2019-01-04 13:16:46
 3  0        52004     63712728       291912      1409652    0    0 17731    29 5624 6430   0   3  95   2   0 2019-01-04 13:16:49
 0  1        52004     63709612       292880      1409960    0    0 14480    36 4766 5662   0   3  95   2   0 2019-01-04 13:16:52
 1  0        52004     63710568       293040      1409692    0    0 13493    39 4570 5466   0   3  95   2   0 2019-01-04 13:16:55
 0  0        52004     63711108       293088      1410008    0    0 17343    32 5571 6297   0   3  95   1   0 2019-01-04 13:16:58
 0  1        52004     63710360       293136      1410188    0    0 16984    63 5571 6277   0   3  95   2   0 2019-01-04 13:17:01
 1  0        52004     63711992       292152      1409860    0    0 14880   219 5204 6040   1   3  95   2   0 2019-01-04 13:17:04
 0  0        52004     63709728       293248      1410032    0    0 17004    31 5543 6230   0   3  95   1   0 2019-01-04 13:17:07
 1  0        52004     63711064       293296      1409660    0    0 16653    41 5427 6109   0   3  95   1   0 2019-01-04 13:17:10
 1  0        52004     63711640       292280      1409748    0    0 17012    35 5600 6232   0   3  95   1   0 2019-01-04 13:17:13
 0  0        52004     63710104       293388      1409320    0    0 16291   115 5295 6029   0   3  95   1   0 2019-01-04 13:17:16
