Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    166667               38.340%           25.917%
1024          W    150867               72.403%           23.460%
16            R    70758                16.277%           11.003%
256           R    59372                13.658%            9.232%
8             R    48353                11.123%            7.519%
8             W    29935                14.366%            4.655%
1016          W    23904                11.472%            3.717%
40            R    11091                 2.551%            1.725%
32            R    8453                  1.945%            1.314%
56            R    7539                  1.734%            1.172%
72            R    5527                  1.271%            0.859%
88            R    4452                  1.024%            0.692%
104           R    3880                  0.893%            0.603%
64            R    3714                  0.854%            0.578%
48            R    3512                  0.808%            0.546%
120           R    3101                  0.713%            0.482%
136           R    2654                  0.611%            0.413%
80            R    2553                  0.587%            0.397%
128           R    2465                  0.567%            0.383%
96            R    2433                  0.560%            0.378%
112           R    2170                  0.499%            0.337%
152           R    2089                  0.481%            0.325%
168           R    1917                  0.441%            0.298%
144           R    1784                  0.410%            0.277%
184           R    1724                  0.397%            0.268%
200           R    1646                  0.379%            0.256%
160           R    1634                  0.376%            0.254%
512           R    1612                  0.371%            0.251%
240           R    1579                  0.363%            0.246%
176           R    1570                  0.361%            0.244%
216           R    1508                  0.347%            0.234%
192           R    1496                  0.344%            0.233%
232           R    1364                  0.314%            0.212%
208           R    1359                  0.313%            0.211%
224           R    1292                  0.297%            0.201%
248           R    1131                  0.260%            0.176%
416           W    276                   0.132%            0.043%
408           W    232                   0.111%            0.036%
64            W    142                   0.068%            0.022%
3             W    131                   0.063%            0.020%
264           R    127                   0.029%            0.020%
31            W    121                   0.058%            0.019%
296           R    118                   0.027%            0.018%
280           R    118                   0.027%            0.018%
344           R    116                   0.027%            0.018%
32            W    104                   0.050%            0.016%
272           R    104                   0.024%            0.016%
24            W    102                   0.049%            0.016%
304           R    98                    0.023%            0.015%
288           R    98                    0.023%            0.015%
424           W    92                    0.044%            0.014%
360           R    91                    0.021%            0.014%
25            W    89                    0.043%            0.014%
328           R    88                    0.020%            0.014%
312           R    87                    0.020%            0.014%
376           R    86                    0.020%            0.013%
27            W    86                    0.041%            0.013%
408           R    85                    0.020%            0.013%
14            W    84                    0.040%            0.013%
896           W    82                    0.039%            0.013%
26            W    81                    0.039%            0.013%
16            W    78                    0.037%            0.012%
392           R    77                    0.018%            0.012%
320           R    77                    0.018%            0.012%
440           R    75                    0.017%            0.012%
112           W    75                    0.036%            0.012%
384           R    72                    0.017%            0.011%
432           R    69                    0.016%            0.011%
336           R    67                    0.015%            0.010%
23            W    66                    0.032%            0.010%
21            W    66                    0.032%            0.010%
352           R    65                    0.015%            0.010%
424           R    64                    0.015%            0.010%
400           R    64                    0.015%            0.010%
432           W    63                    0.030%            0.010%
120           W    63                    0.030%            0.010%
368           R    61                    0.014%            0.009%
448           R    58                    0.013%            0.009%
472           R    56                    0.013%            0.009%
456           R    55                    0.013%            0.009%
22            W    53                    0.025%            0.008%
416           R    52                    0.012%            0.008%
768           W    51                    0.024%            0.008%
784           W    50                    0.024%            0.008%
736           W    49                    0.024%            0.008%
480           R    49                    0.011%            0.008%
96            W    45                    0.022%            0.007%
29            W    45                    0.022%            0.007%
488           R    44                    0.010%            0.007%
30            W    44                    0.021%            0.007%
28            W    44                    0.021%            0.007%
11            W    43                    0.021%            0.007%
744           W    42                    0.020%            0.007%
464           R    42                    0.010%            0.007%
904           W    38                    0.018%            0.006%
12            W    38                    0.018%            0.006%
