procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        65320       815656        17640      2996564    0    0  3017  7211    5   10  36   5  52   6   0 2018-11-22 02:55:20
 0  0        65316       819040        17728      2996500    1    0    29    41 1400 1111   3   2  95   0   0 2018-11-22 02:55:23
 1  0        65288      2675928        17748      1122940   11    0   184    44 1563  923   1   8  90   0   0 2018-11-22 02:55:26
 1  0        65280      3446176        17784       351932   64    0  4777   410 13473 4967   3   8  84   5   0 2018-11-22 02:55:29
 0  1        65280      3446128        17820       351868    0    0 16447    28 7330 5377   7  13  71   9   0 2018-11-22 02:55:32
 0  1        65280      3446060        17856       351868    0    0  9329    28 5223 3175   4   8  76  12   0 2018-11-22 02:55:35
 2  0        65280      3445216        18580       351872    0    0 17931    35 7804 5684   7  14  71   8   0 2018-11-22 02:55:38
 2  1        65280      3445892        17944       351924    0    0 18272    28 7892 5973   8  14  70   8   0 2018-11-22 02:55:41
 2  0        65280      3445760        17964       351872    0    0 17848    28 8267 5731   7  13  71   9   0 2018-11-22 02:55:44
 1  1        65280      3445088        19044       351872    0    0 12884    27 5904 4324   5  11  74  10   0 2018-11-22 02:55:47
 0  1        65280      3445836        18716       351872    0    0 10376    28 4807 3580   4   9  77  10   0 2018-11-22 02:55:50
 2  0        65280      3446248        18064       351876    0    0 17352    32 8732 5782   7  13  70   9   0 2018-11-22 02:55:53
 1  0        65280      3445644        19144       351876    0    0 17913    29 7998 5808   7  14  71   8   0 2018-11-22 02:55:56
 0  1        65280      3444200        19072       351876    0    0 18159    29 7810 5671   7  13  72   8   0 2018-11-22 02:55:59
 0  2        65272      3444788        18264       352720    5    0 16436   137 10184 5469   7  13  71   9   0 2018-11-22 02:56:02
 0  1        65272      3444780        18236       352724    0    0 17511    33 7723 5722   7  13  72   8   0 2018-11-22 02:56:05
 1  0        65272      3445184        18280       352728    0    0 17557    39 7886 5678   7  13  71   8   0 2018-11-22 02:56:08
 2  0        65272      3444164        19364       352728    0    0 17207    28 7984 5531   7  14  71   8   0 2018-11-22 02:56:11
 1  0        65272      3444440        19404       352728    0    0 17573    31 7656 5827   7  13  72   8   0 2018-11-22 02:56:14
 0  1        65272      3443924        18836       352728    0    0 17396    28 7706 5713   7  14  71   8   0 2018-11-22 02:56:17
 5  0        65272      3445376        18424       352712    0    0 17049    27 7136 5472   7  13  71   8   0 2018-11-22 02:56:20
 0  1        65272      3444260        18460       352716    0    0 16901    43 7660 5553   7  14  72   8   0 2018-11-22 02:56:23
