Generating events file /tmp/ycsb-rocksdb/data/output_myworkloada/events.dat
Extracting sectors from events file to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    359785               53.171%           46.160%
16            R    136926               20.236%           17.568%
1024          W    73494                71.517%            9.429%
8             R    65708                 9.711%            8.430%
256           R    19511                 2.883%            2.503%
40            R    15037                 2.222%            1.929%
8             W    14031                13.653%            1.800%
32            R    12966                 1.916%            1.664%
1016          W    11097                10.798%            1.424%
56            R    10255                 1.516%            1.316%
72            R    7292                  1.078%            0.936%
88            R    5474                  0.809%            0.702%
64            R    4195                  0.620%            0.538%
48            R    4148                  0.613%            0.532%
104           R    4086                  0.604%            0.524%
120           R    3174                  0.469%            0.407%
80            R    2658                  0.393%            0.341%
136           R    2464                  0.364%            0.316%
0             W    2310                  2.248%            0.296%
96            R    2203                  0.326%            0.283%
128           R    2006                  0.296%            0.257%
152           R    1980                  0.293%            0.254%
112           R    1892                  0.280%            0.243%
168           R    1597                  0.236%            0.205%
144           R    1424                  0.210%            0.183%
184           R    1324                  0.196%            0.170%
160           R    1218                  0.180%            0.156%
216           R    1108                  0.164%            0.142%
176           R    1107                  0.164%            0.142%
200           R    1105                  0.163%            0.142%
192           R    1033                  0.153%            0.133%
240           R    904                   0.134%            0.116%
208           R    843                   0.125%            0.108%
224           R    765                   0.113%            0.098%
232           R    758                   0.112%            0.097%
248           R    630                   0.093%            0.081%
512           R    263                   0.039%            0.034%
472           W    169                   0.164%            0.022%
464           W    139                   0.135%            0.018%
31            W    110                   0.107%            0.014%
29            W    77                    0.075%            0.010%
13            W    77                    0.075%            0.010%
64            W    76                    0.074%            0.010%
264           R    63                    0.009%            0.008%
3             W    61                    0.059%            0.008%
26            W    61                    0.059%            0.008%
280           R    57                    0.008%            0.007%
296           R    56                    0.008%            0.007%
30            W    47                    0.046%            0.006%
272           R    44                    0.007%            0.006%
25            W    44                    0.043%            0.006%
27            W    42                    0.041%            0.005%
744           W    41                    0.040%            0.005%
328           R    39                    0.006%            0.005%
312           R    39                    0.006%            0.005%
304           R    39                    0.006%            0.005%
344           R    38                    0.006%            0.005%
360           R    37                    0.005%            0.005%
336           R    36                    0.005%            0.005%
28            W    36                    0.035%            0.005%
288           R    36                    0.005%            0.005%
752           W    35                    0.034%            0.004%
32            W    34                    0.033%            0.004%
24            W    34                    0.033%            0.004%
392           R    33                    0.005%            0.004%
320           R    32                    0.005%            0.004%
16            W    29                    0.028%            0.004%
120           W    29                    0.028%            0.004%
112           W    29                    0.028%            0.004%
96            W    28                    0.027%            0.004%
12            W    28                    0.027%            0.004%
960           W    27                    0.026%            0.003%
376           R    27                    0.004%            0.003%
896           W    26                    0.025%            0.003%
904           W    24                    0.023%            0.003%
920           W    23                    0.022%            0.003%
864           W    23                    0.022%            0.003%
56            W    23                    0.022%            0.003%
368           R    23                    0.003%            0.003%
440           W    22                    0.021%            0.003%
384           R    22                    0.003%            0.003%
152           W    22                    0.021%            0.003%
1008          W    22                    0.021%            0.003%
352           R    20                    0.003%            0.003%
736           W    18                    0.018%            0.002%
472           R    17                    0.003%            0.002%
424           R    17                    0.003%            0.002%
400           R    17                    0.003%            0.002%
408           W    16                    0.016%            0.002%
456           R    15                    0.002%            0.002%
408           R    15                    0.002%            0.002%
416           W    14                    0.014%            0.002%
464           R    13                    0.002%            0.002%
416           R    13                    0.002%            0.002%
480           R    12                    0.002%            0.002%
448           R    12                    0.002%            0.002%
34            W    12                    0.012%            0.002%
1             W    12                    0.012%            0.002%
456           W    11                    0.011%            0.001%
448           W    11                    0.011%            0.001%
432           R    11                    0.002%            0.001%
4             W    10                    0.010%            0.001%
488           R    10                    0.001%            0.001%
33            W    10                    0.010%            0.001%
23            W    10                    0.010%            0.001%
36            W    9                     0.009%            0.001%
496           R    8                     0.001%            0.001%
440           R    8                     0.001%            0.001%
40            W    8                     0.008%            0.001%
39            W    8                     0.008%            0.001%
35            W    8                     0.008%            0.001%
2             W    8                     0.008%            0.001%
760           W    7                     0.007%            0.001%
504           R    7                     0.001%            0.001%
38            W    6                     0.006%            0.001%
37            W    6                     0.006%            0.001%
22            W    6                     0.006%            0.001%
912           W    5                     0.005%            0.001%
88            W    5                     0.005%            0.001%
824           W    5                     0.005%            0.001%
704           W    5                     0.005%            0.001%
656           W    5                     0.005%            0.001%
544           W    5                     0.005%            0.001%
512           W    5                     0.005%            0.001%
480           W    5                     0.005%            0.001%
43            W    5                     0.005%            0.001%
41            W    5                     0.005%            0.001%
344           W    5                     0.005%            0.001%
320           W    5                     0.005%            0.001%
1             R    5                     0.001%            0.001%
872           W    4                     0.004%            0.001%
50            W    4                     0.004%            0.001%
45            W    4                     0.004%            0.001%
792           W    3                     0.003%            0.000%
624           W    3                     0.003%            0.000%
5             W    3                     0.003%            0.000%
576           W    3                     0.003%            0.000%
48            W    3                     0.003%            0.000%
488           W    3                     0.003%            0.000%
312           W    3                     0.003%            0.000%
288           W    3                     0.003%            0.000%
232           W    3                     0.003%            0.000%
224           W    3                     0.003%            0.000%
104           W    3                     0.003%            0.000%
944           W    2                     0.002%            0.000%
880           W    2                     0.002%            0.000%
856           W    2                     0.002%            0.000%
80            W    2                     0.002%            0.000%
696           W    2                     0.002%            0.000%
