procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        65704      1515832        20172      2305040    0    2  2593  6489   37   24   5   3  87   5   0 2018-11-16 17:19:53
 0  0        65704      1519080        20244      2304952    0    0    29    21 1645 1294   3   2  95   0   0 2018-11-16 17:19:56
 0  0        65632      3467144        20260       352900   11    0   267    53 1760 1050   2   9  89   0   0 2018-11-16 17:19:59
 2  0        65528      3453280        20720       352964   53    0  5456   559 17603 16421   2   6  84   7   0 2018-11-16 17:20:02
 1  1        65520      3453052        21408       352932    0    0 14036    28 5805 4316   3  11  76  10   0 2018-11-16 17:20:05
 2  0        65520      3453884        20408       352864    0    0 17931    29 7210 5287   4  13  75   8   0 2018-11-16 17:20:08
 0  1        65520      3453492        20520       352868    0    0 10772    36 5825 4473   3   9  78  10   0 2018-11-16 17:20:11
 1  1        65520      3452052        21516       352868    0    0 14553    27 5933 4209   4  11  76   9   0 2018-11-16 17:20:14
 5  0        65520      3453432        20512       352864    0    0 17899    27 7143 5239   5  13  75   8   0 2018-11-16 17:20:17
 0  1        65520      3452368        21456       352868    0    0 17952    29 7721 5724   4  13  74   9   0 2018-11-16 17:20:20
 2  0        65520      3452980        20836       352948    0    0 17379    28 7189 5233   4  13  75   8   0 2018-11-16 17:20:23
 5  1        65520      3453272        20620       352824    0    0 17491    39 7745 5727   4  13  75   9   0 2018-11-16 17:20:26
 1  1        65516      3452972        20664       352872    3    0 16980    32 7892 5934   4  13  76   8   0 2018-11-16 17:20:29
 2  0        65516      3452724        20700       352824    0    0 17225    28 7225 5104   4  13  76   8   0 2018-11-16 17:20:32
 0  1        65516      3453500        20744       352876    0    0 12204    39 6316 4928   3  10  78   9   0 2018-11-16 17:20:35
 0  1        65516      3453300        20776       352880    0    0  9728    33 4553 3456   3   8  80   9   0 2018-11-16 17:20:38
 1  1        65516      3453060        20808       352884    0    0 18029    35 7445 5557   5  13  74   8   0 2018-11-16 17:20:41
 0  1        65516      3453448        20852       352884    0    0 17961    31 7817 6040   5  13  74   9   0 2018-11-16 17:20:44
 2  1        65516      3452876        20880       352880    0    0 17644    27 6838 4925   4  13  75   8   0 2018-11-16 17:20:47
 2  0        65512      3452892        21240       352792    0    0 17705    29 7021 5095   4  13  74   9   0 2018-11-16 17:20:50
 1  0        65512      3452388        21988       352884    0    0 17465    29 7552 5755   4  13  74   9   0 2018-11-16 17:20:53
 6  0        65512      3451776        22044       352888    0    0 17575    36 7581 5606   4  13  75   8   0 2018-11-16 17:20:56
 2  1        65512      3451864        21824       352884    0    0 18157    27 7265 5254   5  13  73   9   0 2018-11-16 17:20:59
 0  1        65512      3451004        22136       352888    0    0 16955   128 10511 8577   4  13  75   8   0 2018-11-16 17:21:02
 2  1        65512      3452080        21204       352884    0    0 17625    32 7009 5119   4  13  74   9   0 2018-11-16 17:21:05
 0  1        65512      3452772        21168       352872    0    0 17544    27 7228 5158   5  13  74   8   0 2018-11-16 17:21:08
 1  1        65512      3452756        21204       352872    0    0 17497    31 7778 5794   4  13  75   8   0 2018-11-16 17:21:11
 2  0        65512      3452100        21736       352936    0    0 17820    52 7493 5582   4  13  75   8   0 2018-11-16 17:21:14
 2  1        65512      3452152        21368       352884    0    0 17637    39 8250 6109   4  13  74   8   0 2018-11-16 17:21:17
 1  0        65512      3452756        21316       352888    0    0 17543    27 6908 4956   4  13  75   8   0 2018-11-16 17:21:20
 0  1        65512      3452072        22400       352888    0    0 16865    39 7149 5264   5  13  74   8   0 2018-11-16 17:21:23
 1  0        65512      3453032        21400       352888    0    0 17181    29 7704 5723   4  13  74   8   0 2018-11-16 17:21:26
 0  1        65512      3451576        22476       352892    0    0 17833    37 7202 5298   5  13  74   8   0 2018-11-16 17:21:29
 0  1        65512      3451444        22156       352892    0    0 17531    27 7184 5232   4  13  75   8   0 2018-11-16 17:21:32
 0  1        65512      3451848        22428       352892    0    0 17927    28 7717 5815   5  13  75   8   0 2018-11-16 17:21:35
 2  0        65512      3451932        21536       352892    0    0 17945    27 7401 5405   5  13  75   7   0 2018-11-16 17:21:38
 2  0        65512      3452476        21576       352888    0    0 17612    29 7392 5336   4  13  75   8   0 2018-11-16 17:21:41
 0  1        65512      3452536        21612       352896    0    0 17039    41 7939 6167   4  13  76   8   0 2018-11-16 17:21:44
 2  0        65512      3451916        21656       352896    0    0 17617    33 7212 5392   4  13  76   7   0 2018-11-16 17:21:47
 0  1        65512      3451948        21696       352896    0    0 17968    27 7475 5688   5  13  75   7   0 2018-11-16 17:21:50
 0  2        65512      3451484        22028       352936    0    0 17736    40 7065 5173   5  13  75   8   0 2018-11-16 17:21:53
 1  0        65512      3452032        21764       352900    0    0 17819    27 7052 5003   4  13  76   7   0 2018-11-16 17:21:56
 0  1        65512      3450732        22724       352920    0    0 18493    35 8077 6027   5  14  74   8   0 2018-11-16 17:21:59
 1  0        65512      3038724        21940       761812    0    0  5499  5767 2877 1930   3   7  88   2   0 2018-11-16 17:22:02
 1  0        65512      3038160        21952       761812    0    0     0 298239 8168 5140   1   2  96   0   0 2018-11-16 17:22:05
 1  0        65512      3037648        21952       761812    0    0     0 298624 7931 4987   1   2  96   0   0 2018-11-16 17:22:08
 1  0        65512      3037568        21960       761812    0    0     0 298501 7982 5018   1   2  96   0   0 2018-11-16 17:22:11
 1  0        65512      3036912        21960       761812    0    0     0 298667 7880 4948   2   2  96   0   0 2018-11-16 17:22:14
 1  0        65512      3037072        21968       761816    0    0     0 301147 8133 5131   2   2  96   0   0 2018-11-16 17:22:17
 0  0        65512      3037880        21968       761816    0    0     0 296576 7869 4917   2   2  96   0   0 2018-11-16 17:22:20
 1  0        65512      3038148        21976       761816    0    0     0 298757 8058 5022   1   2  96   0   0 2018-11-16 17:22:23
 0  0        65512      3038180        21976       761816    0    0     0 302891 7938 5014   1   3  96   0   0 2018-11-16 17:22:26
 0  0        65512      3038292        21984       761832    0    0     0 295813 8009 5104   1   2  96   0   0 2018-11-16 17:22:29
 0  0        65512      3038188        21984       761840    0    0     0 299965 10874 7811   1   3  96   0   0 2018-11-16 17:22:32
 0  0        65512      3038040        21992       761840    0    0     0 299099 10297 6720   1   2  96   0   0 2018-11-16 17:22:35
 2  0        65512      3037976        21992       761840    0    0     0 303104 8143 5059   1   2  97   0   0 2018-11-16 17:22:38
 1  0        65512      3037960        22000       761844    0    0     0 300520 8038 5107   1   1  97   0   0 2018-11-16 17:22:41
 0  0        65512      3037512        22000       761844    0    0     0 298880 8502 4975   2   2  96   0   0 2018-11-16 17:22:44
 0  0        65512      3037632        22008       761848    0    0     0 298373 8486 4965   2   2  96   0   0 2018-11-16 17:22:47
 1  0        65512      3037780        22008       761848    0    0     0 296747 7945 4937   2   2  97   0   0 2018-11-16 17:22:50
 0  0        65512      3037780        22016       761848    0    0     0 299781 8008 5030   1   2  96   0   0 2018-11-16 17:22:53
 1  0        65512      3037836        22016       761852    0    0     0 298496 8395 4924   1   2  97   0   0 2018-11-16 17:22:56
 0  0        65512      3037584        22024       761852    0    0     0 300165 8142 5096   1   3  96   0   0 2018-11-16 17:22:59
 1  0        65512      3037664        22024       761852    0    0     0 298496 8001 4991   1   2  96   0   0 2018-11-16 17:23:02
 1  0        65512      3037688        22032       761856    0    0     0 299065 8152 5152   2   2  96   0   0 2018-11-16 17:23:05
 2  0        65512      3037672        22032       761856    0    0     0 301187 7972 5020   2   2  96   0   0 2018-11-16 17:23:08
 0  0        65512      3037696        22040       761860    0    0     0 294180 8325 5459   1   2  97   0   0 2018-11-16 17:23:11
 0  0        65512      3038068        22040       761860    0    0     0 299520 7677 4976   1   2  96   0   0 2018-11-16 17:23:14
 0  0        65512      3038084        22048       761860    0    0     0 298293 7914 5160   1   2  97   0   0 2018-11-16 17:23:17
 1  0        65512      3037468        22048       761868    0    0     0 295595 7420 4912   1   2  96   0   0 2018-11-16 17:23:20
 1  0        65512      3037184        22056       761868    0    0     0 295771 7895 5005   1   2  97   0   0 2018-11-16 17:23:23
 1  0        65512      3037064        22056       761868    0    0     0 297259 7413 4932   1   1  97   0   0 2018-11-16 17:23:26
 1  0        65512      3037492        22064       761868    0    0     0 301317 7922 4999   2   2  96   0   0 2018-11-16 17:23:29
 1  0        65512      3037412        22064       761868    0    0     0 298112 7729 4896   1   2  97   0   0 2018-11-16 17:23:32
 1  0        65512      3037124        22072       761872    0    0     0 295387 7348 4933   2   2  97   0   0 2018-11-16 17:23:35
 1  0        65512      3037824        22072       761872    0    0     0 297188 8873 6242   1   2  96   0   0 2018-11-16 17:23:38
 2  0        65512      3037732        22080       761872    0    0     0 298035 7601 4937   1   2  97   0   0 2018-11-16 17:23:41
 1  0        65512      3037536        22080       761888    0    0     0 298581 7421 4938   1   2  96   0   0 2018-11-16 17:23:44
 1  0        65512      3037488        22088       761888    0    0     0 296469 11576 8660   1   2  96   0   0 2018-11-16 17:23:47
 0  0        65512      3037612        22088       761896    0    0     0 301141 7519 4986   2   2  96   0   0 2018-11-16 17:23:50
 1  0        65512      3037824        22096       761896    0    0     0 297104 7676 5107   2   2  96   0   0 2018-11-16 17:23:53
 1  0        65512      3037552        22096       761896    0    0     0 300245 7927 4948   2   2  97   0   0 2018-11-16 17:23:56
 1  0        65512      3037616        22104       761896    0    0     0 298757 7893 4954   2   3  96   0   0 2018-11-16 17:23:59
 0  0        65512      3037300        22104       761900    0    0     0 300757 7989 4937   1   3  96   0   0 2018-11-16 17:24:02
 0  0        65512      3036996        22112       761900    0    0     0 301369 8296 5142   1   2  97   0   0 2018-11-16 17:24:05
 0  0        65512      3037548        22112       761904    0    0     0 298624 8061 4898   1   2  97   0   0 2018-11-16 17:24:08
 1  0        65512      3037580        22120       761904    0    0     0 299995 7890 4997   1   1  98   0   0 2018-11-16 17:24:11
 0  0        65512      3037456        22120       761904    0    0     0 295253 7420 4892   1   2  97   0   0 2018-11-16 17:24:14
 1  0        65512      3037364        22128       761904    0    0     0 298119 7918 5054   1   1  97   0   0 2018-11-16 17:24:17
 1  0        65512      3037012        22128       761904    0    0     0 297301 7306 4885   2   2  97   0   0 2018-11-16 17:24:20
