procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PDT
 0  2         3664     41503988        12748     24069692    0    0   352  4076    5    1   1   1  88  10   0 2019-03-10 18:43:54
 5  0         3664     41502784        12752     24071444    0    0     0    67 1472 1515   1   1  98   0   0 2019-03-10 18:43:57
 0  0         3664     41499924        12764     24071588    0    0     0   164  987 1007   1   1  99   0   0 2019-03-10 18:44:00
 1  0         3660     52805032        12764     12758348    0    0    92     1  790  997   1   2  97   0   0 2019-03-10 18:44:03
 1  0         3660     65220760        12776       349200    0    0     0   160 1182 1203   0   3  96   0   0 2019-03-10 18:44:06
 2  0         3660     65215616        12784       349824    0    0  8095     4 3160 2999   2   2  96   0   0 2019-03-10 18:44:09
 0  4         3660     65217564        14328       349952    0    0 19537   892 5761 5878   1   2  91   6   0 2019-03-10 18:44:12
 0  4         3660     65214944        14272       349500    0    0 33804   167 7926 8510   0   2  86  12   0 2019-03-10 18:44:15
 4  3         3660     65214236        13832       349400    0    0 44303   167 10391 10722   1   2  87  11   0 2019-03-10 18:44:18
 0  4         3660     65213856        13484       349548    0    0 41336   163 9905 10471   0   2  87  11   0 2019-03-10 18:44:21
 2  2         3660     65216048        14708       349148    0    0 47677   201 11232 11749   0   2  87  10   0 2019-03-10 18:44:24
 1  4         3660     65213348        14976       349612    0    0 45133   195 10986 11465   1   2  87  10   0 2019-03-10 18:44:27
 0  4         3660     65213580        14712       350376    0    0 43755   193 10336 10933   0   2  88  10   0 2019-03-10 18:44:30
 2  4         3660     65213648        15004       351352    0    0 45611   201 10885 11168   0   2  87  10   0 2019-03-10 18:44:33
 1  5         3660     65214824        15016       348920    0    0 46293   171 11184 11610   1   2  87  10   0 2019-03-10 18:44:36
 0  4         3660     65210296        15652       350224    0    0 44065   196 10659 11150   1   2  87  10   0 2019-03-10 18:44:39
 1  4         3660     65211396        16028       350424    0    0 42239   304 10516 10853   1   2  87  10   0 2019-03-10 18:44:42
 1  4         3660     65212256        15912       349208    0    0 44064   204 10617 11168   1   2  87  10   0 2019-03-10 18:44:45
 0  1         3660     65210888        19208       348788    0    0 45341   209 10824 11255   0   2  87  10   0 2019-03-10 18:44:48
 0  6         3660     65211476        15988       350940    0    0 47096   164 11140 11794   0   2  87  10   0 2019-03-10 18:44:51
 0  5         3660     65211644        16532       347932    0    0 46849   200 11192 11614   0   2  87  10   0 2019-03-10 18:44:54
