procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        23700      1090196        22080      2681708    0    0  1888  6271   21   11  21   4  68   7   0 2018-11-27 18:24:16
 1  0        23696      1105012        22100      2681728    0    0     8    63 2707 2726  13   5  82   0   0 2018-11-27 18:24:19
 1  0        23696      2045636        22116      1709712    0    0    13    76 2057 1749  10   7  82   0   0 2018-11-27 18:24:22
 1  1        23688      3393600        22264       348380    4    0  2964   413 6969 6685   5  10  81   4   0 2018-11-27 18:24:25
 2  0        23688      3394056        22192       348228    0    0 12847    31 6272 5440   5  12  75   8   0 2018-11-27 18:24:28
 1  1        23688      3393204        23272       348148    0    0 12633    29 6067 5229   4  12  76   8   0 2018-11-27 18:24:31
 1  0        23688      3394172        23320       348152    0    0 13703    40 7207 6242   4  13  76   7   0 2018-11-27 18:24:34
 3  0        23688      3394116        22316       348152    0    0 15199    28 7208 6138   5  15  76   5   0 2018-11-27 18:24:37
 0  1        23688      3394164        22360       348152    0    0 15931    31 7240 6095   5  15  75   5   0 2018-11-27 18:24:40
 3  1        23688      3393388        22956       348116    0    0 15857    27 6880 5985   5  15  75   5   0 2018-11-27 18:24:43
 1  0        23688      3393900        23472       348152    0    0 13880    27 6316 5679   5  13  76   6   0 2018-11-27 18:24:46
 1  0        23688      3393936        22464       348088    0    0  9425    40 4642 4464   3   9  79   9   0 2018-11-27 18:24:49
 1  1        23688      3394692        22532       348204    0    0 16721    28 7100 6069   5  15  74   5   0 2018-11-27 18:24:52
 3  0        23688      3393832        23584       348144    0    0 17005    29 7355 6321   5  15  75   5   0 2018-11-27 18:24:55
 1  0        23688      3393236        23620       348148    0    0 15931    35 7343 6197   5  15  75   5   0 2018-11-27 18:24:58
 1  2        23676      3393016        23412       348256    4    0 15880   167 9690 8384   5  15  75   5   0 2018-11-27 18:25:01
 0  1        23676      3393768        22696       348188    0    0 15329    47 7469 6395   5  14  76   5   0 2018-11-27 18:25:04
 1  0        23676      3393256        23772       348188    0    0 15948    29 7020 6100   5  15  76   5   0 2018-11-27 18:25:07
 0  1        23676      3394096        22764       348188    0    0 15879    31 7176 6122   5  14  76   5   0 2018-11-27 18:25:10
 0  1        23676      3393560        22804       348188    0    0 16563    28 7428 6391   6  15  74   6   0 2018-11-27 18:25:13
 2  0        23676      3392688        23888       348188    0    0 16961    31 7249 6388   5  15  74   5   0 2018-11-27 18:25:16
 2  0        23676      3393728        22892       348144    0    0 15627    49 6814 6377   5  15  75   5   0 2018-11-27 18:25:19
 2  1        23676      3392956        23184       348288    0    0 16365    31 7232 6280   5  15  75   5   0 2018-11-27 18:25:22
 0  1        23676      3394096        22980       348192    0    0 16784    29 7205 6505   5  15  74   5   0 2018-11-27 18:25:25
