Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    2389781              47.354%           42.560%
16            R    966596               19.153%           17.214%
8             R    563295               11.162%           10.032%
1024          W    409693               72.078%            7.296%
40            R    134683                2.669%            2.399%
56            R    96082                 1.904%            1.711%
32            R    95424                 1.891%            1.699%
256           R    87096                 1.726%            1.551%
8             W    83686                14.723%            1.490%
72            R    72161                 1.430%            1.285%
1016          W    63960                11.253%            1.139%
88            R    56767                 1.125%            1.011%
104           R    45986                 0.911%            0.819%
512           R    44586                 0.883%            0.794%
120           R    37806                 0.749%            0.673%
48            R    36357                 0.720%            0.647%
64            R    33308                 0.660%            0.593%
136           R    30203                 0.598%            0.538%
80            R    25355                 0.502%            0.452%
152           R    24807                 0.492%            0.442%
96            R    21988                 0.436%            0.392%
168           R    20604                 0.408%            0.367%
112           R    19507                 0.387%            0.347%
128           R    18656                 0.370%            0.332%
184           R    17157                 0.340%            0.306%
144           R    14761                 0.292%            0.263%
200           R    14448                 0.286%            0.257%
192           R    13372                 0.265%            0.238%
160           R    12941                 0.256%            0.230%
216           R    12872                 0.255%            0.229%
176           R    11657                 0.231%            0.208%
232           R    11404                 0.226%            0.203%
248           R    9855                  0.195%            0.176%
208           R    9383                  0.186%            0.167%
240           R    9267                  0.184%            0.165%
224           R    8593                  0.170%            0.153%
264           R    5049                  0.100%            0.090%
280           R    4582                  0.091%            0.082%
296           R    4064                  0.081%            0.072%
272           R    3866                  0.077%            0.069%
312           R    3718                  0.074%            0.066%
288           R    3527                  0.070%            0.063%
328           R    3276                  0.065%            0.058%
304           R    3150                  0.062%            0.056%
320           R    3013                  0.060%            0.054%
344           R    3005                  0.060%            0.054%
336           R    2863                  0.057%            0.051%
360           R    2798                  0.055%            0.050%
352           R    2610                  0.052%            0.046%
376           R    2580                  0.051%            0.046%
384           R    2551                  0.051%            0.045%
392           R    2418                  0.048%            0.043%
368           R    2398                  0.048%            0.043%
408           R    2269                  0.045%            0.040%
424           R    2175                  0.043%            0.039%
400           R    2112                  0.042%            0.038%
416           R    2104                  0.042%            0.037%
448           R    2029                  0.040%            0.036%
432           R    1925                  0.038%            0.034%
440           R    1914                  0.038%            0.034%
456           R    1864                  0.037%            0.033%
464           R    1793                  0.036%            0.032%
480           R    1708                  0.034%            0.030%
472           R    1706                  0.034%            0.030%
496           R    1091                  0.022%            0.019%
488           R    1052                  0.021%            0.019%
416           W    869                   0.153%            0.015%
408           W    825                   0.145%            0.015%
504           R    694                   0.014%            0.012%
64            W    356                   0.063%            0.006%
16            W    325                   0.057%            0.006%
32            W    316                   0.056%            0.006%
3             W    244                   0.043%            0.004%
27            W    211                   0.037%            0.004%
264           W    199                   0.035%            0.004%
28            W    197                   0.035%            0.004%
24            W    190                   0.033%            0.003%
30            W    177                   0.031%            0.003%
25            W    175                   0.031%            0.003%
768           W    169                   0.030%            0.003%
29            W    165                   0.029%            0.003%
26            W    165                   0.029%            0.003%
13            W    158                   0.028%            0.003%
128           W    156                   0.027%            0.003%
120           W    155                   0.027%            0.003%
96            W    152                   0.027%            0.003%
896           W    148                   0.026%            0.003%
112           W    144                   0.025%            0.003%
784           W    142                   0.025%            0.003%
23            W    142                   0.025%            0.003%
400           W    140                   0.025%            0.002%
31            W    138                   0.024%            0.002%
744           W    123                   0.022%            0.002%
14            W    121                   0.021%            0.002%
920           W    119                   0.021%            0.002%
952           W    116                   0.020%            0.002%
904           W    115                   0.020%            0.002%
34            W    115                   0.020%            0.002%
22            W    111                   0.020%            0.002%
1             W    111                   0.020%            0.002%
888           W    110                   0.019%            0.002%
4             W    108                   0.019%            0.002%
33            W    105                   0.018%            0.002%
424           W    100                   0.018%            0.002%
35            W    94                    0.017%            0.002%
21            W    94                    0.017%            0.002%
37            W    89                    0.016%            0.002%
20            W    87                    0.015%            0.002%
18            W    87                    0.015%            0.002%
17            W    84                    0.015%            0.001%
19            W    83                    0.015%            0.001%
12            W    83                    0.015%            0.001%
15            W    79                    0.014%            0.001%
40            W    77                    0.014%            0.001%
6             W    75                    0.013%            0.001%
736           W    74                    0.013%            0.001%
36            W    67                    0.012%            0.001%
9             W    64                    0.011%            0.001%
48            W    64                    0.011%            0.001%
38            W    63                    0.011%            0.001%
7             W    61                    0.011%            0.001%
39            W    61                    0.011%            0.001%
10            W    61                    0.011%            0.001%
5             W    58                    0.010%            0.001%
41            W    54                    0.010%            0.001%
11            W    52                    0.009%            0.001%
752           W    50                    0.009%            0.001%
43            W    49                    0.009%            0.001%
88            W    46                    0.008%            0.001%
712           W    45                    0.008%            0.001%
728           W    43                    0.008%            0.001%
42            W    43                    0.008%            0.001%
2             W    41                    0.007%            0.001%
968           W    37                    0.007%            0.001%
432           W    36                    0.006%            0.001%
392           W    33                    0.006%            0.001%
56            W    32                    0.006%            0.001%
224           W    32                    0.006%            0.001%
720           W    29                    0.005%            0.001%
46            W    28                    0.005%            0.000%
45            W    28                    0.005%            0.000%
280           W    26                    0.005%            0.000%
160           W    26                    0.005%            0.000%
152           W    26                    0.005%            0.000%
984           W    25                    0.004%            0.000%
928           W    25                    0.004%            0.000%
80            W    25                    0.004%            0.000%
44            W    24                    0.004%            0.000%
528           W    23                    0.004%            0.000%
320           W    23                    0.004%            0.000%
576           W    22                    0.004%            0.000%
200           W    22                    0.004%            0.000%
176           W    22                    0.004%            0.000%
448           W    21                    0.004%            0.000%
440           W    21                    0.004%            0.000%
144           W    21                    0.004%            0.000%
864           W    19                    0.003%            0.000%
472           W    19                    0.003%            0.000%
464           W    19                    0.003%            0.000%
104           W    19                    0.003%            0.000%
824           W    18                    0.003%            0.000%
776           W    18                    0.003%            0.000%
552           W    18                    0.003%            0.000%
512           W    18                    0.003%            0.000%
49            W    18                    0.003%            0.000%
304           W    18                    0.003%            0.000%
288           W    18                    0.003%            0.000%
256           W    18                    0.003%            0.000%
72            W    17                    0.003%            0.000%
536           W    17                    0.003%            0.000%
456           W    17                    0.003%            0.000%
