Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    346842               74.547%           46.810%
256           R    207430               75.241%           27.995%
8             W    56941                12.238%            7.685%
1016          W    48704                10.468%            6.573%
512           R    33314                12.084%            4.496%
264           W    1604                  0.345%            0.216%
32            R    1477                  0.536%            0.199%
16            R    1378                  0.500%            0.186%
240           R    1172                  0.425%            0.158%
64            R    1158                  0.420%            0.156%
24            R    1143                  0.415%            0.154%
8             R    1096                  0.398%            0.148%
192           R    1083                  0.393%            0.146%
232           R    1078                  0.391%            0.145%
40            R    1067                  0.387%            0.144%
48            R    1041                  0.378%            0.140%
248           R    1005                  0.365%            0.136%
224           R    993                   0.360%            0.134%
56            R    985                   0.357%            0.133%
128           R    982                   0.356%            0.133%
160           R    934                   0.339%            0.126%
152           R    931                   0.338%            0.126%
200           R    929                   0.337%            0.125%
168           R    920                   0.334%            0.124%
208           R    911                   0.330%            0.123%
88            R    909                   0.330%            0.123%
176           R    901                   0.327%            0.122%
216           R    893                   0.324%            0.121%
184           R    889                   0.322%            0.120%
80            R    875                   0.317%            0.118%
96            R    868                   0.315%            0.117%
144           R    823                   0.299%            0.111%
72            R    814                   0.295%            0.110%
136           R    804                   0.292%            0.109%
104           R    800                   0.290%            0.108%
112           R    799                   0.290%            0.108%
120           R    793                   0.288%            0.107%
64            W    461                   0.099%            0.062%
88            W    378                   0.081%            0.051%
72            W    351                   0.075%            0.047%
48            W    317                   0.068%            0.043%
32            W    314                   0.067%            0.042%
80            W    311                   0.067%            0.042%
488           R    309                   0.112%            0.042%
416           W    282                   0.061%            0.038%
480           R    279                   0.101%            0.038%
456           R    266                   0.096%            0.036%
112           W    265                   0.057%            0.036%
464           R    262                   0.095%            0.035%
472           R    261                   0.095%            0.035%
488           W    259                   0.056%            0.035%
784           W    251                   0.054%            0.034%
448           R    251                   0.091%            0.034%
496           R    250                   0.091%            0.034%
768           W    249                   0.054%            0.034%
56            W    249                   0.054%            0.034%
120           W    227                   0.049%            0.031%
272           R    226                   0.082%            0.031%
16            W    222                   0.048%            0.030%
968           W    208                   0.045%            0.028%
896           W    206                   0.044%            0.028%
984           W    198                   0.043%            0.027%
928           W    194                   0.042%            0.026%
384           R    192                   0.070%            0.026%
264           R    181                   0.066%            0.024%
192           W    179                   0.038%            0.024%
904           W    175                   0.038%            0.024%
96            W    171                   0.037%            0.023%
304           R    171                   0.062%            0.023%
408           W    168                   0.036%            0.023%
280           R    168                   0.061%            0.023%
312           R    157                   0.057%            0.021%
320           R    152                   0.055%            0.021%
184           W    149                   0.032%            0.020%
296           R    143                   0.052%            0.019%
200           W    141                   0.030%            0.019%
328           R    131                   0.048%            0.018%
376           W    125                   0.027%            0.017%
24            W    125                   0.027%            0.017%
104           W    123                   0.026%            0.017%
816           W    122                   0.026%            0.016%
288           R    122                   0.044%            0.016%
384           W    113                   0.024%            0.015%
344           R    112                   0.041%            0.015%
40            W    111                   0.024%            0.015%
336           R    110                   0.040%            0.015%
21            W    110                   0.024%            0.015%
352           R    106                   0.038%            0.014%
23            W    104                   0.022%            0.014%
824           W    97                    0.021%            0.013%
392           W    97                    0.021%            0.013%
368           W    90                    0.019%            0.012%
2             W    81                    0.017%            0.011%
408           R    79                    0.029%            0.011%
3             W    75                    0.016%            0.010%
360           R    74                    0.027%            0.010%
17            W    74                    0.016%            0.010%
424           R    73                    0.026%            0.010%
22            W    73                    0.016%            0.010%
280           W    71                    0.015%            0.010%
20            W    71                    0.015%            0.010%
496           W    69                    0.015%            0.009%
168           W    66                    0.014%            0.009%
128           W    66                    0.014%            0.009%
432           R    65                    0.024%            0.009%
416           R    63                    0.023%            0.009%
12            W    63                    0.014%            0.009%
400           W    61                    0.013%            0.008%
360           W    61                    0.013%            0.008%
440           R    60                    0.022%            0.008%
26            W    60                    0.013%            0.008%
13            W    60                    0.013%            0.008%
4             W    59                    0.013%            0.008%
272           W    57                    0.012%            0.008%
25            W    57                    0.012%            0.008%
10            W    57                    0.012%            0.008%
5             W    56                    0.012%            0.008%
15            W    56                    0.012%            0.008%
368           R    54                    0.020%            0.007%
19            W    54                    0.012%            0.007%
11            W    54                    0.012%            0.007%
376           R    52                    0.019%            0.007%
1             W    52                    0.011%            0.007%
18            W    50                    0.011%            0.007%
6             W    48                    0.010%            0.006%
400           R    48                    0.017%            0.006%
296           W    48                    0.010%            0.006%
176           W    48                    0.010%            0.006%
14            W    46                    0.010%            0.006%
9             W    45                    0.010%            0.006%
512           W    45                    0.010%            0.006%
216           W    44                    0.009%            0.006%
888           W    43                    0.009%            0.006%
7             W    43                    0.009%            0.006%
304           W    43                    0.009%            0.006%
480           W    42                    0.009%            0.006%
392           R    41                    0.015%            0.006%
288           W    41                    0.009%            0.006%
1000          W    40                    0.009%            0.005%
936           W    38                    0.008%            0.005%
352           W    38                    0.008%            0.005%
600           W    37                    0.008%            0.005%
256           W    36                    0.008%            0.005%
504           W    35                    0.008%            0.005%
27            W    35                    0.008%            0.005%
848           W    34                    0.007%            0.005%
320           W    34                    0.007%            0.005%
312           W    34                    0.007%            0.005%
28            W    33                    0.007%            0.004%
152           W    31                    0.007%            0.004%
736           W    30                    0.006%            0.004%
720           W    30                    0.006%            0.004%
712           W    30                    0.006%            0.004%
232           W    30                    0.006%            0.004%
144           W    30                    0.006%            0.004%
912           W    29                    0.006%            0.004%
208           W    29                    0.006%            0.004%
976           W    28                    0.006%            0.004%
832           W    28                    0.006%            0.004%
472           W    28                    0.006%            0.004%
344           W    28                    0.006%            0.004%
336           W    28                    0.006%            0.004%
160           W    28                    0.006%            0.004%
872           W    27                    0.006%            0.004%
800           W    27                    0.006%            0.004%
760           W    27                    0.006%            0.004%
952           W    26                    0.006%            0.004%
616           W    26                    0.006%            0.004%
608           W    26                    0.006%            0.004%
528           W    26                    0.006%            0.004%
504           R    26                    0.009%            0.004%
592           W    25                    0.005%            0.003%
424           W    25                    0.005%            0.003%
328           W    24                    0.005%            0.003%
248           W    24                    0.005%            0.003%
1008          W    24                    0.005%            0.003%
920           W    23                    0.005%            0.003%
752           W    23                    0.005%            0.003%
