Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    1662685              46.291%           41.648%
16            R    843219               23.476%           21.122%
8             R    584950               16.286%           14.652%
1024          W    292342               73.010%            7.323%
40            R    117950                3.284%            2.954%
56            R    72558                 2.020%            1.817%
32            R    70419                 1.961%            1.764%
8             W    58169                14.527%            1.457%
72            R    46009                 1.281%            1.152%
1016          W    42558                10.629%            1.066%
88            R    30337                 0.845%            0.760%
48            R    21428                 0.597%            0.537%
104           R    20543                 0.572%            0.515%
64            R    15594                 0.434%            0.391%
120           R    14333                 0.399%            0.359%
80            R    10271                 0.286%            0.257%
256           R    9934                  0.277%            0.249%
136           R    9702                  0.270%            0.243%
96            R    7949                  0.221%            0.199%
152           R    6699                  0.187%            0.168%
112           R    6022                  0.168%            0.151%
168           R    4918                  0.137%            0.123%
128           R    4773                  0.133%            0.120%
184           R    3613                  0.101%            0.091%
144           R    3405                  0.095%            0.085%
160           R    2737                  0.076%            0.069%
200           R    2661                  0.074%            0.067%
216           R    2583                  0.072%            0.065%
192           R    2417                  0.067%            0.061%
176           R    2212                  0.062%            0.055%
232           R    1598                  0.044%            0.040%
208           R    1444                  0.040%            0.036%
248           R    1269                  0.035%            0.032%
224           R    1234                  0.034%            0.031%
240           R    1151                  0.032%            0.029%
512           R    660                   0.018%            0.017%
408           W    639                   0.160%            0.016%
264           R    503                   0.014%            0.013%
416           W    502                   0.125%            0.013%
280           R    421                   0.012%            0.011%
296           R    362                   0.010%            0.009%
64            W    310                   0.077%            0.008%
272           R    276                   0.008%            0.007%
312           R    254                   0.007%            0.006%
288           R    245                   0.007%            0.006%
328           R    225                   0.006%            0.006%
3             W    224                   0.056%            0.006%
304           R    207                   0.006%            0.005%
32            W    202                   0.050%            0.005%
16            W    202                   0.050%            0.005%
344           R    174                   0.005%            0.004%
320           R    173                   0.005%            0.004%
27            W    161                   0.040%            0.004%
360           R    154                   0.004%            0.004%
336           R    154                   0.004%            0.004%
29            W    154                   0.038%            0.004%
28            W    153                   0.038%            0.004%
352           R    143                   0.004%            0.004%
26            W    141                   0.035%            0.004%
744           W    132                   0.033%            0.003%
30            W    130                   0.032%            0.003%
384           R    129                   0.004%            0.003%
25            W    129                   0.032%            0.003%
400           W    128                   0.032%            0.003%
96            W    127                   0.032%            0.003%
376           R    123                   0.003%            0.003%
392           R    121                   0.003%            0.003%
13            W    121                   0.030%            0.003%
24            W    115                   0.029%            0.003%
368           R    111                   0.003%            0.003%
896           W    110                   0.027%            0.003%
31            W    110                   0.027%            0.003%
888           W    107                   0.027%            0.003%
920           W    105                   0.026%            0.003%
112           W    105                   0.026%            0.003%
120           W    104                   0.026%            0.003%
952           W    102                   0.025%            0.003%
408           R    102                   0.003%            0.003%
904           W    99                    0.025%            0.002%
4             W    91                    0.023%            0.002%
34            W    89                    0.022%            0.002%
23            W    87                    0.022%            0.002%
736           W    85                    0.021%            0.002%
424           W    83                    0.021%            0.002%
12            W    81                    0.020%            0.002%
35            W    79                    0.020%            0.002%
33            W    79                    0.020%            0.002%
424           R    78                    0.002%            0.002%
440           R    76                    0.002%            0.002%
1             W    76                    0.019%            0.002%
136           W    72                    0.018%            0.002%
