procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 2  0       998396     30657380        53444     34385256    0    0   401  1810    0    0   1   0  91   8   0 2018-11-18 19:25:33
 0  1       998396     30663388        54528     34385188    0    0  1989   365 2553 3600   4   2  94   1   0 2018-11-18 19:25:36
 1  0       998396     30648620        54528     34385024    0    0 20175    48 6127 7257   1   2  95   3   0 2018-11-18 19:25:39
 0  1       998396     30649880        53612     34384680    0    0 11684   143 3949 5527   0   1  95   3   0 2018-11-18 19:25:42
 0  1       998396     30650056        54696     34385260    0    0 18431    33 5581 6727   0   2  95   3   0 2018-11-18 19:25:45
 0  1       998396     30648868        53692     34384500    0    0 20405   100 6168 7259   0   2  94   3   0 2018-11-18 19:25:48
 0  1       998396     30646184        53736     34385892    0    0 21129    32 6375 7385   1   2  95   3   0 2018-11-18 19:25:51
 0  1       998396     30649500        53764     34386200    0    0 21600    41 6365 7258   1   2  95   3   0 2018-11-18 19:25:54
 1  1       998396     30646312        53820     34386192    0    0 21116    48 6222 7265   0   2  95   3   0 2018-11-18 19:25:57
 1  0       998396     30649676        54912     34384988    0    0 20963    51 6170 7229   0   2  95   3   0 2018-11-18 19:26:00
 2  0       998396     30648476        55096     34384516    0    0 17220   295 5423 6637   0   2  95   3   0 2018-11-18 19:26:03
 0  1       998396     30649360        54340     34384844    0    0 12652   496 4586 5879   0   1  95   3   0 2018-11-18 19:26:06
 0  1       998396     30648016        54388     34385652    0    0 21245    44 6193 7275   0   2  95   3   0 2018-11-18 19:26:09
 1  0       998396     30648140        55500     34386248    0    0 20731    65 6022 7196   0   2  95   3   0 2018-11-18 19:26:12
 1  1       998396     30650984        54508     34384268    0    0 20863    31 6182 7341   0   2  95   3   0 2018-11-18 19:26:15
 0  1       998396     30649488        54600     34385912    0    0 20065   205 6004 7409   0   2  95   3   0 2018-11-18 19:26:18
 2  0       998396     30648816        54604     34385348    0    0 21748    35 6181 7292   1   2  95   3   0 2018-11-18 19:26:21
 1  1       998396     30646420        55696     34387044    0    0 20767    43 6136 7147   0   2  95   3   0 2018-11-18 19:26:24
 0  1       998396     30646984        55756     34385780    0    0 19777    60 5985 7160   0   2  95   3   0 2018-11-18 19:26:27
 0  1       998396     30646972        55796     34386156    0    0 22267    31 6406 7522   0   2  95   3   0 2018-11-18 19:26:30
 0  1       998396     30647372        54800     34384896    0    0 20579    52 6194 7247   1   2  95   3   0 2018-11-18 19:26:33
 0  1       998396     30645740        56084     34384964    0    0 15343   385 5149 6405   0   2  95   3   0 2018-11-18 19:26:36
 0  1       998396     30648804        55308     34386060    0    0 14764   411 4912 6174   0   1  95   3   0 2018-11-18 19:26:39
 1  1       998396     30648704        55336     34384632    0    0 20779    63 6015 7133   0   2  95   3   0 2018-11-18 19:26:42
 0  1       998396     30648296        55376     34385404    0    0 21312    29 6242 7421   0   2  95   3   0 2018-11-18 19:26:45
 0  1       998396     30647076        55456     34385716    0    0 19952   215 6030 7469   0   2  95   3   0 2018-11-18 19:26:48
 0  1       998396     30649228        55496     34384756    0    0 19785    85 6025 7153   1   2  95   3   0 2018-11-18 19:26:51
 0  1       998396     30648700        55556     34385024    0    0 20295    52 6055 7259   0   2  95   3   0 2018-11-18 19:26:54
 1  1       998396     30647560        56640     34384788    0    0 20168    63 6054 7302   1   2  95   3   0 2018-11-18 19:26:57
 0  2       998396     30649496        55676     34385184    0    0 20888    40 6196 7367   0   2  95   3   0 2018-11-18 19:27:00
 0  1       998396     30646136        57560     34386364    0    0 18145   143 5613 6700   1   2  94   4   0 2018-11-18 19:27:03
 2  0       998396     30633792        60376     34395828    0    0 21661   295 5933 6954   0   2  94   3   0 2018-11-18 19:27:06
 2  1       998396     30632880        60788     34396076    0    0 16097   472 4795 6015   0   1  95   3   0 2018-11-18 19:27:09
 0  1       998396     30632256        61020     34396620    0    0 18185   344 5017 6245   0   2  95   2   0 2018-11-18 19:27:12
 1  1       998396     30632532        61344     34396464    0    0 26179    29 6074 7155   0   2  95   2   0 2018-11-18 19:27:15
 0  1       998396     30632824        61148     34397224    0    0 24905   213 6031 7408   0   2  95   2   0 2018-11-18 19:27:18
 2  0       998396     30630864        61172     34396560    0    0 25669    67 6076 7056   0   2  95   2   0 2018-11-18 19:27:21
 1  1       998396     30631272        61728     34396996    0    0 25860    29 6014 6986   0   2  95   2   0 2018-11-18 19:27:24
 0  0       998396     30630624        62316     34396932    0    0 25716    56 6117 7192   0   2  95   2   0 2018-11-18 19:27:27
 1  0       998396     30629624        61308     34395688    0    0 25667    43 6048 6966   1   2  95   2   0 2018-11-18 19:27:30
 0  0       998396     30631308        62400     34396824    0    0 26289    29 6137 7154   1   2  95   2   0 2018-11-18 19:27:33
 1  1       998396     30671364        61792     34399608    0    0 21127   180 5656 6576   1   2  93   3   0 2018-11-18 19:27:36
 0  2       998396     30636156        62672     34403420    0    0 17509   271 5715 105353   2   4  89   5   0 2018-11-18 19:27:39
 0  2       998396     30626492        61820     34409480    0    0  9405   531 3399 4874   1   1  91   6   0 2018-11-18 19:27:42
 7  1       998396     30609752        61908     34417872    0    0 18811   276 5155 6153   2   3  90   4   0 2018-11-18 19:27:45
 2  0       998396     30609264        63016     34418776    0    0 26259   105 6253 7064   1   2  95   2   0 2018-11-18 19:27:48
 1  0       998396     30208948        62020     34826212    0    0  6783 128295 4236 6315   1   2  97   1   0 2018-11-18 19:27:51
 0  1       998396     30212172        62032     34826212    0    0     0 295227 4764 6980   0   0  99   0   0 2018-11-18 19:27:54
 0  0       998396     30214480        62032     34826228    0    0     0 296107 4962 7008   0   0 100   0   0 2018-11-18 19:27:57
 0  0       998396     30217456        62040     34826228    0    0     0 295408 4886 7292   0   0  99   0   0 2018-11-18 19:28:00
 0  0       998396     30219556        62056     34826224    0    0     0 292885 4958 7642   0   0  99   0   0 2018-11-18 19:28:03
 0  0       998396     30221792        62056     34826256    0    0     0 295759 4592 6948   0   0  99   0   0 2018-11-18 19:28:06
 0  0       998396     30223364        62064     34826260    0    0     0 296892 5124 7075   0   0 100   0   0 2018-11-18 19:28:09
 0  0       998396     30223016        62064     34826264    0    0     0 295653 4687 7062   0   0 100   0   0 2018-11-18 19:28:12
 0  0       998396     30224112        62072     34826256    0    0     0 297328 5311 7739   0   0  99   0   0 2018-11-18 19:28:15
 0  0       998396     30224948        62072     34826292    0    0     0 298064 4951 7138   0   0 100   0   0 2018-11-18 19:28:18
 1  0       998396     30225568        62080     34826292    0    0     0 296439 4822 7436   0   0  99   0   0 2018-11-18 19:28:21
 0  0       998396     30225816        62080     34826296    0    0     0 296277 4484 6979   0   0 100   0   0 2018-11-18 19:28:24
 0  0       998396     30226236        62088     34826300    0    0     0 296885 4564 7037   0   0  99   0   0 2018-11-18 19:28:27
