procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PDT
 1  0        60756     16002800        18856     49488008    0    0  1253  5085    1    3   3   2  93   2   0 2019-03-18 18:16:31
 0  0        60704     16003724        18868     49488968   20    0    20   259 1705 1658   2   1  96   0   0 2019-03-18 18:16:34
 0  0        60704     16005340        18880     49488532    0    0     0   199  284  535   0   0  99   0   0 2019-03-18 18:16:37
 3  0        60456     48059436        18880     17411492   83    0   188     4 2797 2018   1  13  85   1   0 2019-03-18 18:16:40
 1  0        60436     61848864        18896      3637304    8    0     8   227 1254 1114   1   5  94   0   0 2019-03-18 18:16:43
 0  0        60356     64912684        18904       581228  156    0  3659     2 1817 1826   1   2  96   1   0 2019-03-18 18:16:46
 3  1        60284     64906132        19972       580244   25    0  8251   205 3286 3162   2   2  95   1   0 2019-03-18 18:16:49
 5  0        60204     64895720        18944       580240   25    0  7875   160 3521 3450   2   2  95   1   0 2019-03-18 18:16:52
 1  5        60128     64902212        20652       581560   24    0 40033  1097 10807 11267   2   4  85   9   0 2019-03-18 18:16:55
 0  4        60128     64905504        20616       579640    0    0 68125   380 15991 16458   1   4  85  10   0 2019-03-18 18:16:58
 0  1        60124     64907628        19864       580228    3    0 57640   365 13736 13794   1   3  86  10   0 2019-03-18 18:17:01
 4  6        60116     64900252        22280       578472    3    0 61535   397 14653 15068   1   4  86  10   0 2019-03-18 18:17:04
 0  3        60116     64903728        21860       579500    0    0 75979   357 17246 17837   1   4  86   9   0 2019-03-18 18:17:07
 0  1        60116     64897948        22964       580504    0    0 76177   359 17535 18014   1   4  85  10   0 2019-03-18 18:17:10
 0  9        60116     64902452        23188       579164    0    0 71968   355 17193 17843   1   4  86   8   0 2019-03-18 18:17:13
 6  7        60116     64904716        22792       577080    0    0 72949   341 17496 18152   1   4  86   9   0 2019-03-18 18:17:16
 2  2        60116     64900952        23024       578792    0    0 71717   367 17446 18040   1   4  86   9   0 2019-03-18 18:17:19
 9  0        60116     64902012        22172       578232    0    0 73692   372 17570 18087   1   5  85   9   0 2019-03-18 18:17:22
 0  9        60116     64904720        23024       579508    0    0 61732   543 14679 15277   1   4  87   8   0 2019-03-18 18:17:25
 2  7        60116     64900852        25380       579140    0    0 72061   339 17513 18134   1   4  86   9   0 2019-03-18 18:17:28
 4  2        60116     64902160        23448       579052    0    0 73873   373 17422 18218   1   4  86   9   0 2019-03-18 18:17:31
 0  1        60116     64893172        31920       578520    0    0 70088   361 16696 16959   1   4  85  10   0 2019-03-18 18:17:34
 3  6        60116     64901120        25224       579296    0    0 68051   347 16561 16756   1   4  86   9   0 2019-03-18 18:17:37
 0  1        60116     64898116        25188       579812    0    0 68337   368 16560 17190   1   4  86   9   0 2019-03-18 18:17:40
 6  5        60116     64898320        24860       579356    0    0 58795   332 14645 15146   1   4  86   9   0 2019-03-18 18:17:43
 0  2        60116     64897016        25876       580796    0    0 64133   397 14898 15476   1   4  87   8   0 2019-03-18 18:17:46
 0  1        60116     64895984        27180       580264    0    0 71964   343 16734 17256   1   4  86   9   0 2019-03-18 18:17:49
 3  6        60116     64895336        29616       580444    0    0 62148   364 14943 15300   1   4  88   8   0 2019-03-18 18:17:52
 1  1        60104     64907692        25736       580832    4    0 55261   499 13198 14052   1   4  87   8   0 2019-03-18 18:17:55
 1  8        60104     64898624        29144       579836    0    0 64805   345 15671 15953   1   4  87   8   0 2019-03-18 18:17:58
