Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/sdc/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    219440               78.206%           78.203%
8             W    30437                10.847%           10.847%
1016          W    24520                 8.739%            8.738%
3             W    633                   0.226%            0.226%
32            W    375                   0.134%            0.134%
896           W    350                   0.125%            0.125%
408           W    254                   0.091%            0.091%
16            W    254                   0.091%            0.091%
416           W    252                   0.090%            0.090%
928           W    204                   0.073%            0.073%
48            W    198                   0.071%            0.071%
984           W    179                   0.064%            0.064%
88            W    177                   0.063%            0.063%
120           W    177                   0.063%            0.063%
112           W    175                   0.062%            0.062%
968           W    173                   0.062%            0.062%
7             W    160                   0.057%            0.057%
15            W    157                   0.056%            0.056%
14            W    146                   0.052%            0.052%
17            W    130                   0.046%            0.046%
6             W    116                   0.041%            0.041%
2             W    116                   0.041%            0.041%
18            W    111                   0.040%            0.040%
13            W    107                   0.038%            0.038%
19            W    106                   0.038%            0.038%
20            W    90                    0.032%            0.032%
816           W    88                    0.031%            0.031%
200           W    88                    0.031%            0.031%
192           W    88                    0.031%            0.031%
824           W    87                    0.031%            0.031%
640           W    69                    0.025%            0.025%
64            W    66                    0.024%            0.024%
21            W    63                    0.022%            0.022%
22            W    59                    0.021%            0.021%
632           W    58                    0.021%            0.021%
12            W    55                    0.020%            0.020%
10            W    48                    0.017%            0.017%
23            W    45                    0.016%            0.016%
624           W    38                    0.014%            0.014%
11            W    38                    0.014%            0.014%
920           W    36                    0.013%            0.013%
24            W    36                    0.013%            0.013%
1             W    35                    0.012%            0.012%
648           W    34                    0.012%            0.012%
9             W    31                    0.011%            0.011%
496           W    30                    0.011%            0.011%
480           W    29                    0.010%            0.010%
5             W    28                    0.010%            0.010%
936           W    26                    0.009%            0.009%
616           W    25                    0.009%            0.009%
656           W    20                    0.007%            0.007%
504           W    17                    0.006%            0.006%
488           W    17                    0.006%            0.006%
952           W    14                    0.005%            0.005%
56            W    13                    0.005%            0.005%
96            W    11                    0.004%            0.004%
25            W    11                    0.004%            0.004%
528           W    10                    0.004%            0.004%
40            W    9                     0.003%            0.003%
992           W    8                     0.003%            0.003%
608           W    8                     0.003%            0.003%
224           W    8                     0.003%            0.003%
944           W    7                     0.002%            0.002%
736           W    7                     0.002%            0.002%
72            W    7                     0.002%            0.002%
600           W    7                     0.002%            0.002%
536           W    7                     0.002%            0.002%
912           W    6                     0.002%            0.002%
584           W    6                     0.002%            0.002%
520           W    6                     0.002%            0.002%
512           W    6                     0.002%            0.002%
856           W    5                     0.002%            0.002%
776           W    5                     0.002%            0.002%
8             R    4                    40.000%            0.001%
840           W    4                     0.001%            0.001%
752           W    4                     0.001%            0.001%
744           W    4                     0.001%            0.001%
728           W    4                     0.001%            0.001%
472           W    4                     0.001%            0.001%
464           W    4                     0.001%            0.001%
26            W    4                     0.001%            0.001%
1             R    4                    40.000%            0.001%
176           W    4                     0.001%            0.001%
168           W    4                     0.001%            0.001%
808           W    3                     0.001%            0.001%
800           W    3                     0.001%            0.001%
760           W    3                     0.001%            0.001%
680           W    3                     0.001%            0.001%
664           W    3                     0.001%            0.001%
448           W    3                     0.001%            0.001%
440           W    3                     0.001%            0.001%
248           W    3                     0.001%            0.001%
240           W    3                     0.001%            0.001%
232           W    3                     0.001%            0.001%
152           W    3                     0.001%            0.001%
136           W    3                     0.001%            0.001%
1008          W    3                     0.001%            0.001%
1000          W    3                     0.001%            0.001%
976           W    2                     0.001%            0.001%
880           W    2                     0.001%            0.001%
848           W    2                     0.001%            0.001%
792           W    2                     0.001%            0.001%
784           W    2                     0.001%            0.001%
768           W    2                     0.001%            0.001%
712           W    2                     0.001%            0.001%
696           W    2                     0.001%            0.001%
688           W    2                     0.001%            0.001%
592           W    2                     0.001%            0.001%
544           W    2                     0.001%            0.001%
432           W    2                     0.001%            0.001%
424           W    2                     0.001%            0.001%
400           W    2                     0.001%            0.001%
360           W    2                     0.001%            0.001%
32            R    2                    20.000%            0.001%
27            W    2                     0.001%            0.001%
264           W    2                     0.001%            0.001%
208           W    2                     0.001%            0.001%
184           W    2                     0.001%            0.001%
160           W    2                     0.001%            0.001%
144           W    2                     0.001%            0.001%
128           W    2                     0.001%            0.001%
104           W    2                     0.001%            0.001%
960           W    1                     0.000%            0.000%
904           W    1                     0.000%            0.000%
872           W    1                     0.000%            0.000%
832           W    1                     0.000%            0.000%
80            W    1                     0.000%            0.000%
720           W    1                     0.000%            0.000%
568           W    1                     0.000%            0.000%
552           W    1                     0.000%            0.000%
4             W    1                     0.000%            0.000%
456           W    1                     0.000%            0.000%
36            W    1                     0.000%            0.000%
320           W    1                     0.000%            0.000%
296           W    1                     0.000%            0.000%
28            W    1                     0.000%            0.000%
288           W    1                     0.000%            0.000%
280           W    1                     0.000%            0.000%
216           W    1                     0.000%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 10             [  0.004%]
Total write I/Os: 280593         [ 99.996%]
Total read sectors : 100         [  0.000%,       0.049MB]
Total write sectors: 251613176   [100.000%,  122857.996MB]
