procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 2  0       998200     30979696        86440     34049116    0    0   429  1482    0    1   1   0  92   7   0 2018-11-13 20:26:46
 0  2       998200     30966220        86452     34050748    0    0     3 13109 1988 3027   3   1  95   1   0 2018-11-13 20:26:49
 0  0       998200     30964992        87544     34049976    0    0 24345   137 5910 7008   1   2  94   3   0 2018-11-13 20:26:53
 0  1       998200     30963180        86656     34050020    0    0 20356   301 5660 6773   1   2  95   2   0 2018-11-13 20:26:56
 1  0       998200     30963848        87976     34050168    0    0 14876   599 4609 6395   0   1  96   3   0 2018-11-13 20:26:59
 2  0       998200     30963748        88008     34050208    0    0 28532    36 6540 7451   1   2  95   2   0 2018-11-13 20:27:02
 0  1       998200     30963248        88048     34050072    0    0 28336    29 6604 7507   1   2  95   2   0 2018-11-13 20:27:05
 0  1       998200     30966500        87072     34050060    0    0 27649    40 6455 7366   1   2  95   2   0 2018-11-13 20:27:08
 0  0       998200     30965276        88136     34049992    0    0 28417    40 6601 7527   1   3  95   2   0 2018-11-13 20:27:11
 1  0       998200     30965568        88176     34050008    0    0 27155   111 6278 7302   0   2  95   2   0 2018-11-13 20:27:14
 1  1       998200     30964584        88072     34050104    0    0 27169    52 6288 7283   1   2  95   2   0 2018-11-13 20:27:17
 2  1       998200     30963644        88264     34050368    0    0 27620    29 6494 7502   1   2  95   2   0 2018-11-13 20:27:20
 2  0       998200     30965932        88292     34050476    0    0 27840    36 6488 7483   0   2  95   2   0 2018-11-13 20:27:23
 0  1       998200     30965168        88340     34050236    0    0 27436    53 6425 7431   1   2  95   2   0 2018-11-13 20:27:26
 0  1       998200     30963500        88544     34050108    0    0 18760   475 5251 6923   0   2  96   2   0 2018-11-13 20:27:29
 2  0       998200     30966292        88320     34049848    0    0 18015   425 5082 6273   0   2  95   3   0 2018-11-13 20:27:32
 0  1       998200     30962664        88756     34050224    0    0 28492    28 6723 7661   0   2  95   2   0 2018-11-13 20:27:35
 0  0       998200     30963876        88776     34050344    0    0 27523    36 6309 7325   0   2  95   2   0 2018-11-13 20:27:38
 0  1       998200     30964572        88800     34050572    0    0 27271    47 6472 7391   0   2  95   2   0 2018-11-13 20:27:41
 1  1       998200     30963684        88468     34050192    0    0 27140   107 6393 7450   1   2  95   2   0 2018-11-13 20:27:44
 0  1       998200     30966164        87828     34050360    0    0 27536    43 6461 7449   1   2  95   2   0 2018-11-13 20:27:47
 0  1       998200     30965532        88880     34050620    0    0 28044    29 6387 7341   1   2  95   2   0 2018-11-13 20:27:50
 0  1       998200     30963644        88892     34050732    0    0 28029    36 6490 7477   0   2  95   2   0 2018-11-13 20:27:53
 0  1       998200     30967028        87896     34050320    0    0 26421    52 6327 7375   1   2  95   2   0 2018-11-13 20:27:56
 2  0       998200     30963164        88928     34050292    0    0 27280    44 6416 7487   0   2  95   2   0 2018-11-13 20:27:59
 0  1       998200     30966864        88076     34050384    0    0 15123   612 4782 6481   0   1  95   3   0 2018-11-13 20:28:02
 1  0       998200     30964040        88132     34050420    0    0 21295   308 5561 6721   0   2  95   3   0 2018-11-13 20:28:05
 2  0       998200     30964028        88164     34050448    0    0 28028    33 6582 7539   1   2  95   2   0 2018-11-13 20:28:08
 2  0       998200     30962672        89240     34050600    0    0 27381    52 6461 7407   0   2  95   2   0 2018-11-13 20:28:11
 1  0       998200     30964072        89280     34050396    0    0 27061   109 6383 7405   1   2  95   2   0 2018-11-13 20:28:14
 0  0       998200     30963828        89304     34050376    0    0 26552    53 6174 7196   0   2  95   2   0 2018-11-13 20:28:17
 1  1       998200     30963232        88796     34050448    0    0 27421    43 6414 7437   0   2  95   2   0 2018-11-13 20:28:20
 1  0       998200     30962868        89340     34050632    0    0 27887    27 6474 7565   0   2  95   2   0 2018-11-13 20:28:23
 1  1       998200     30964368        88772     34050740    0    0 26663    53 6510 7474   0   2  95   2   0 2018-11-13 20:28:26
 0  1       998200     30964212        89432     34050336    0    0 27297    36 6340 7420   1   2  95   2   0 2018-11-13 20:28:29
 0  1       998200     30963448        89460     34049804    0    0 27161    44 6338 7521   0   2  95   2   0 2018-11-13 20:28:32
 0  1       998200     30964212        89752     34050636    0    0 13671   604 4578 5938   0   1  95   3   0 2018-11-13 20:28:35
 0  0       998200     30963796        89852     34050184    0    0 22663   303 5713 7191   0   2  95   2   0 2018-11-13 20:28:38
 1  0       998200     30965364        88840     34050612    0    0 27408    48 6336 7377   0   2  95   2   0 2018-11-13 20:28:41
 2  0       998200     30964268        89292     34050700    0    0 26396   121 6098 7212   1   2  95   2   0 2018-11-13 20:28:44
 0  1       998200     30964720        89984     34050620    0    0 28337    29 6512 7479   1   2  95   2   0 2018-11-13 20:28:47
 0  1       998200     30966240        90012     34050536    0    0 27735    43 6292 7290   0   2  95   2   0 2018-11-13 20:28:50
 0  0       998200     30964112        90036     34050584    0    0 28636    31 6540 7470   1   2  95   2   0 2018-11-13 20:28:53
 0  0       998200     30554192        89016     34458196    0    0 16328 50932 5101 6452   1   2  95   1   0 2018-11-13 20:28:56
 0  0       998200     30556488        89016     34458200    0    0     0 303872 4216 7212   0   0 100   0   0 2018-11-13 20:28:59
 0  0       998200     30557996        89028     34458200    0    0     0 307759 4318 7188   0   0 100   0   0 2018-11-13 20:29:02
 0  0       998200     30559312        89028     34458208    0    0     0 305621 4212 7149   0   0 100   0   0 2018-11-13 20:29:05
 0  0       998200     30561172        89036     34458208    0    0     0 308028 5116 8066   0   0 100   0   0 2018-11-13 20:29:08
 0  0       998200     30561712        89036     34458280    0    0     0 304189 4280 7250   0   0 100   0   0 2018-11-13 20:29:11
 0  0       998200     30562624        89044     34458292    0    0     0 305415 4179 7582   0   0 100   0   0 2018-11-13 20:29:14
 0  0       998200     30563232        89052     34458252    0    0     0 304833 4114 7128   0   0 100   0   0 2018-11-13 20:29:17
 0  0       998200     30563876        89052     34458264    0    0     0 306219 4157 7125   0   0 100   0   0 2018-11-13 20:29:20
 0  0       998200     30564216        89060     34458260    0    0     0 305413 4274 7208   0   0 100   0   0 2018-11-13 20:29:23
 1  0       998200     30564404        89060     34458268    0    0     0 309675 4458 7285   0   0 100   0   0 2018-11-13 20:29:26
 1  0       998200     30564412        89064     34458264    0    0     0 304307 4151 7074   0   0 100   0   0 2018-11-13 20:29:29
 0  0       998200     30564412        89064     34458264    0    0     0 305152 4234 7161   0   0 100   0   0 2018-11-13 20:29:32
 0  0       998200     30564660        89068     34458268    0    0     0 304944 4154 7132   0   0 100   0   0 2018-11-13 20:29:35
 1  0       998200     30564908        89068     34458272    0    0     0 302763 4097 7087   0   0 100   0   0 2018-11-13 20:29:38
 1  0       998200     30565280        89076     34458272    0    0     0 305559 4846 8087   0   0 100   0   0 2018-11-13 20:29:41
 0  0       998200     30564820        89076     34458308    0    0     0 302243 4395 7630   0   0  99   0   0 2018-11-13 20:29:44
 0  0       998200     30565640        89084     34458308    0    0     0 307408 4498 7176   0   0 100   0   0 2018-11-13 20:29:47
 0  0       998200     30566440        89084     34458320    0    0     0 300629 4157 7014   0   0 100   0   0 2018-11-13 20:29:50
 0  0       998200     30566812        89088     34458332    0    0     0 305157 4694 7136   0   0 100   0   0 2018-11-13 20:29:53
 0  0       998200     30567484        89088     34458324    0    0     0 306475 4589 7314   0   0 100   0   0 2018-11-13 20:29:56
 0  0       998200     30567904        89092     34458328    0    0     0 304008 4105 7085   0   0 100   0   0 2018-11-13 20:29:59
 1  0       998200     30568156        89092     34458340    0    0     0 307755 4232 7164   0   0 100   0   0 2018-11-13 20:30:02
 0  0       998200     30568124        89092     34458340    0    0     0 306693 4278 7164   0   0 100   0   0 2018-11-13 20:30:05
 0  0       998200     30568132        89092     34458336    0    0     0 304597 4075 7097   0   0 100   0   0 2018-11-13 20:30:08
 1  0       998200     30568136        89100     34458336    0    0     0 306567 4271 7257   0   0 100   0   0 2018-11-13 20:30:11
 0  0       998200     30567452        89104     34458372    0    0     0 306835 4903 8347   0   0  99   0   0 2018-11-13 20:30:14
 0  0       998200     30567400        89112     34458696    0    0     0 301881 4119 7093   0   0 100   0   0 2018-11-13 20:30:17
