procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        58936      1887744        12040      1955268    0    0  3134  7536   74   78  45  12  36   7   0 2019-03-21 19:01:31
 1  0        58936      1886112        12140      1955500    0    0    85    41 1015  554   3   2  95   0   0 2019-03-21 19:01:34
 0  0        58932      3692204        12272       136208    1    0   135     0  987  568   1   9  90   0   0 2019-03-21 19:01:37
 0  2        58928      3700816        12316       136888  104    0  3415   569 15902 1582   4   6  88   2   0 2019-03-21 19:01:40
 0  1        58928      3701084        12428       136652    3    0 14513   259 12250 4123   4  11  75  10   0 2019-03-21 19:01:43
 3  0        58928      3700664        12472       136652    0    0  8708    37 4275 2488   2   7  79  13   0 2019-03-21 19:01:46
 1  0        58928      3700752        12524       136528    0    0 14772   201 11637 4166   4  10  76  10   0 2019-03-21 19:01:49
 0  1        58928      3701424        12604       136592    0    0 10908    35 5338 2844   2   8  79  11   0 2019-03-21 19:01:52
 0  1        58928      3700292        13184       136592    0    0 11123    33 4957 3038   3   7  78  11   0 2019-03-21 19:01:55
 0  1        58928      3699844        13104       136608    1    0 15821   184 11282 4358   4  11  75  10   0 2019-03-21 19:01:58
 0  1        58928      3700168        13276       136608    0    0 15951    33 7237 4245   4  11  75  10   0 2019-03-21 19:02:01
 1  1        58928      3699788        13216       136612    0    0 14401   287 14073 4109   4  10  76   9   0 2019-03-21 19:02:04
 0  1        58928      3700352        12872       136612    0    0 15861    37 6770 4165   4  10  76  10   0 2019-03-21 19:02:07
 0  1        58928      3701208        12860       136612    0    0 16009    33 6516 4183   4  10  76  10   0 2019-03-21 19:02:10
 0  1        58928      3700248        13572       136744    0    0 13956   423 16088 3970   4  11  76   9   0 2019-03-21 19:02:13
 1  0        58928      3700108        13052       136752    0    0 16141    47 6920 4265   4  10  77   9   0 2019-03-21 19:02:16
 0  1        58928      3700448        13108       136756    0    0 15976    48 7435 4204   3  10  77   9   0 2019-03-21 19:02:19
 0  1        58928      3699036        13728       136756    0    0 14675   149 9888 4096   4  10  77  10   0 2019-03-21 19:02:22
 1  0        58928      3700268        13196       136756    0    0 16171    33 6568 4272   4  11  76   9   0 2019-03-21 19:02:25
 1  1        58928      3701168        13256       136596    0    0 14891   195 11100 4099   4  11  76  10   0 2019-03-21 19:02:28
 0  1        58928      3699260        13752       136596    0    0 15388    36 7283 4053   4  10  77   9   0 2019-03-21 19:02:31
 3  0        58928      3700120        13436       136600    0    0 15660    43 6762 4112   4  11  76  10   0 2019-03-21 19:02:34
 1  0        58928      3700304        13412       136616    0    0 14739   153 12338 4065   4  10  76  10   0 2019-03-21 19:02:37
 0  2        58928      3699368        13708       136568    0    0 15515    35 6650 4199   4  11  75  10   0 2019-03-21 19:02:40
 0  0        58928      3699560        13976       136568    0    0 14557   285 12887 4169   4  10  75  10   0 2019-03-21 19:02:43
 0  1        58928      3699336        13680       136620    0    0 13736   205 18819 3909   3  11  76  10   0 2019-03-21 19:02:46
 0  1        58928      3699900        13684       136620    0    0 15861    33 6750 4151   3  10  76  10   0 2019-03-21 19:02:49
 1  1        58928      3699548        13812       136596    0    0 14484   212 15994 4068   3  11  77   9   0 2019-03-21 19:02:52
 0  1        58928      3699492        13788       136600    0    0 15616    41 9631 4149   4  10  76  10   0 2019-03-21 19:02:55
 3  0        58928      3697796        14872       136604    0    0 16335    41 6769 4219   4  11  75  10   0 2019-03-21 19:02:58
 2  0        58928      3698300        14412       136604    0    0 14400   215 15522 3996   4  11  77   9   0 2019-03-21 19:03:01
 0  0        58928      3699780        14336       136608    0    0 15177   127 13273 4117   4  11  76  10   0 2019-03-21 19:03:04
