procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        60936      1711912        24956      2113780    0    0  2940  7057    7    1  47  12  35   7   0 2019-03-22 08:27:46
 0  0        60928      1710168        24964      2114024    3    0    47     0  799  532   3   2  95   0   0 2019-03-22 08:27:49
 1  0        60408      3146372        24980       664240  260    0    79    48 1050  510   1   8  91   1   0 2019-03-22 08:27:52
 2  1        60296      3580668        25004       238492  157    0  3352   443 14800 1524   4   7  88   1   0 2019-03-22 08:27:55
 1  1        60268      3579976        25740       238420    7    0 10172   403 27565 3172   4  10  75  11   0 2019-03-22 08:27:58
 3  0        60260      3581808        25156       238384    1    0  9849   197 10711 2904   3   8  78  11   0 2019-03-22 08:28:01
 0  1        60248      3580896        25232       238312    5    0 14604   179 11400 3895   3  10  77   9   0 2019-03-22 08:28:04
 0  2        60248      3579300        25668       238312    0    0  7964    33 3827 2125   2   6  79  12   0 2019-03-22 08:28:07
 2  0        60236      3580152        26148       238276    9    0 15491   207 12839 4188   4  11  76   9   0 2019-03-22 08:28:10
 0  1        60224      3580084        25952       238232    4    0 17644    35 7223 4659   5  12  74   9   0 2019-03-22 08:28:13
 1  2        60216      3581348        25424       238232    4    0 16520    35 7770 4400   5  11  75   9   0 2019-03-22 08:28:16
 0  1        60208      3580856        25520       238256    3    0 14820   324 15542 4099   4  11  76   9   0 2019-03-22 08:28:19
 1  0        60196      3581656        25564       238256    4    0 17795    35 7471 4681   4  11  75   9   0 2019-03-22 08:28:22
 0  1        60184      3579764        26128       238256    4    0 15580   157 10012 4274   4  11  76   9   0 2019-03-22 08:28:25
 0  1        60176      3581028        25760       238260    1    0 12579   407 16588 3711   4  11  76  10   0 2019-03-22 08:28:28
 4  0        60168      3579764        25800       238248    3    0  7535    47 4372 1924   2   6  79  13   0 2019-03-22 08:28:31
 0  1        60160      3580420        25888       238256    3    0 15352   224 13188 4184   4  11  76  10   0 2019-03-22 08:28:34
 2  0        60156      3580560        25996       238256    1    0 16361    35 7265 4385   4  11  76   9   0 2019-03-22 08:28:37
 0  1        60144      3579156        26420       238256    1    0 17411    35 7337 4571   5  12  74  10   0 2019-03-22 08:28:40
 1  0        60112      3580156        26036       238256   12    0 15807   163 13232 4243   4  12  75   9   0 2019-03-22 08:28:43
 0  1        60108      3580016        26084       238256    1    0 16383    39 7595 4278   4  11  75  10   0 2019-03-22 08:28:46
