procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 2  0        49276      4080736        51744     61278680    0    0  1055  6344    0    2   2   1  82  14   0 2018-12-21 21:15:41
 2  0        49276      8434980        51760     56910812    0    0   107    63 1677 2642   4   3  93   0   0 2018-12-21 21:15:44
 1  0        49276     30627812        51768     34719604    0    0     0   239 1675 2814   1   5  94   1   0 2018-12-21 21:15:47
 1  1        49272     34568972        52876     30786304   11    0  3024   728 2907 3940   3   3  93   1   0 2018-12-21 21:15:50
 0  1        49272     34572028        51872     30785976    0    0  5996    55 2672 3800   1   1  94   3   0 2018-12-21 21:15:53
 1  1        49272     34569108        51948     30785868    0    0  8771    56 3093 4124   0   1  95   4   0 2018-12-21 21:15:56
 0  1        49272     34569716        52120     30786508    0    0 17951    27 5429 6223   0   2  95   3   0 2018-12-21 21:15:59
 0  1        49272     34567840        51992     30786088    0    0 14149    63 4411 5375   0   1  95   3   0 2018-12-21 21:16:02
 0  1        49272     34570420        52032     30786584    0    0 20665    31 5919 6922   0   2  95   2   0 2018-12-21 21:16:05
 0  1        49272     34568028        53124     30786724    0    0 15309    59 4788 5668   0   1  95   3   0 2018-12-21 21:16:08
 1  1        49272     34569456        52308     30787544    0    0 14341    39 4696 5576   0   2  95   3   0 2018-12-21 21:16:11
 0  1        49272     34569788        52168     30786508    0    0 20683    53 6015 6878   0   2  95   3   0 2018-12-21 21:16:14
 1  0        49272     34569908        53260     30786572    0    0 19637    63 5846 6678   0   2  95   3   0 2018-12-21 21:16:17
 1  1        49272     34562804        52260     30787996    0    0 20015    96 5997 6906   0   2  95   3   0 2018-12-21 21:16:20
 0  1        49272     34568060        53364     30786920    0    0 18641   172 5583 6549   1   2  94   3   0 2018-12-21 21:16:23
 1  0        49272     34568652        53404     30787256    0    0 20667    40 5977 6833   0   2  95   3   0 2018-12-21 21:16:26
 0  1        49272     34570356        52404     30787808    0    0 19755    57 5718 6659   0   2  95   3   0 2018-12-21 21:16:29
 0  1        49272     34567876        53472     30787924    0    0  9148    37 3120 4134   0   1  96   3   0 2018-12-21 21:16:32
 3  1        49272     34565868        53528     30787252    0    0 18964    60 5626 6614   0   2  95   3   0 2018-12-21 21:16:35
 0  0        49272     34567992        53572     30787144    0    0 20545    51 5865 6790   0   2  95   3   0 2018-12-21 21:16:38
 0  1        49272     34570656        53616     30786860    0    0 20124    43 5746 6687   0   2  95   3   0 2018-12-21 21:16:41
 0  1        49272     34570256        52616     30788336    0    0 19875    53 5851 6792   0   2  95   3   0 2018-12-21 21:16:44
 0  2        49272     34565332        53388     30786396    0    0 20924    36 6000 6887   0   2  95   3   0 2018-12-21 21:16:47
 0  1        49272     34567204        53752     30787100    0    0 19844    63 5862 6754   0   2  95   3   0 2018-12-21 21:16:50
 0  1        49272     34567776        53816     30786412    0    0 17920   197 5646 6607   1   2  93   3   0 2018-12-21 21:16:53
 1  0        49272     34567028        53868     30787628    0    0 20559    65 5843 6680   0   2  95   3   0 2018-12-21 21:16:56
 2  0        49272     34563476        53876     30786840    0    0 19888    39 5947 6769   0   2  95   3   0 2018-12-21 21:16:59
 1  1        49272     34571292        53172     30787528    0    0 19249    91 5672 6617   1   2  95   3   0 2018-12-21 21:17:02
 0  1        49272     34568648        54032     30786800    0    0 21176    67 5904 6828   0   2  95   3   0 2018-12-21 21:17:05
 1  1        49272     34568660        53136     30786708    0    0 20632    28 5950 6952   0   2  95   3   0 2018-12-21 21:17:08
