seconds,non-idle (%),utilization (%),
0,4.349999999999994,4.129999999999995,
3,3.3900000000000006,3.2800000000000007,
6,9.480000000000004,5.300000000000004,
9,12.170000000000002,10.100000000000001,
12,17.620000000000005,5.510000000000005,
15,20.939999999999998,8.729999999999997,
18,21.010000000000005,11.830000000000005,
21,20.379999999999995,8.289999999999996,
24,21.28,12.05,
27,21.689999999999998,12.899999999999999,
30,22.019999999999996,13.289999999999996,
33,21.86,12.959999999999999,
36,17.209999999999994,6.869999999999994,
39,22.090000000000003,12.310000000000004,
42,21.980000000000004,13.360000000000005,
45,22.120000000000005,13.030000000000005,
48,21.36,13.17,
51,21.549999999999997,13.029999999999998,
54,20.849999999999994,12.569999999999995,
57,22.299999999999997,12.699999999999998,
60,20.739999999999995,12.449999999999996,
63,21.769999999999996,13.199999999999996,
66,19.790000000000006,8.550000000000006,
69,18.72,7.789999999999999,
72,22.040000000000006,13.580000000000005,
75,23.019999999999996,14.099999999999996,
78,22.14,13.41,
81,21.760000000000005,13.190000000000005,
84,22.129999999999995,13.399999999999995,
87,21.17,12.720000000000002,
90,21.560000000000002,12.810000000000002,
93,21.629999999999995,12.899999999999995,
96,21.060000000000002,12.900000000000002,
99,21.549999999999997,12.409999999999997,
102,21.58,12.339999999999998,
105,22.010000000000005,13.540000000000004,
108,21.480000000000004,12.910000000000004,
111,20.950000000000003,12.370000000000003,
114,21.769999999999996,13.079999999999997,
117,21.459999999999994,12.899999999999993,
120,21.549999999999997,12.609999999999998,
123,14.439999999999998,9.119999999999997,
126,5.540000000000006,5.310000000000006,
129,3.0600000000000023,3.0600000000000023,
132,3.239999999999995,3.239999999999995,
135,2.8400000000000034,2.8400000000000034,
138,3.180000000000007,3.180000000000007,
141,3.3499999999999943,3.2899999999999943,
144,3.239999999999995,3.239999999999995,
147,3.1200000000000045,3.1200000000000045,
150,3.010000000000005,3.010000000000005,
153,3.3100000000000023,3.070000000000002,
156,3.239999999999995,3.239999999999995,
159,3.3499999999999943,3.229999999999994,
162,3.180000000000007,3.180000000000007,
165,3.010000000000005,3.010000000000005,
168,3.180000000000007,3.1200000000000068,
171,3.180000000000007,3.180000000000007,
174,2.8400000000000034,2.7800000000000034,
177,2.950000000000003,2.950000000000003,
180,3.1200000000000045,3.1200000000000045,
183,3.180000000000007,3.180000000000007,
186,3.180000000000007,3.1200000000000068,
189,3.230000000000004,3.230000000000004,
192,3.239999999999995,3.239999999999995,
195,2.950000000000003,2.950000000000003,
198,3.239999999999995,3.179999999999995,
201,3.2900000000000063,3.2900000000000063,
204,3.239999999999995,3.239999999999995,
207,3.1700000000000017,3.1700000000000017,
210,3.239999999999995,3.179999999999995,
213,3.1200000000000045,3.1200000000000045,
216,3.239999999999995,3.239999999999995,
219,3.1200000000000045,3.1200000000000045,
222,3.1700000000000017,3.1700000000000017,
225,3.180000000000007,3.180000000000007,
228,3.180000000000007,3.1200000000000068,
231,3.8299999999999983,3.419999999999998,
234,3.0600000000000023,3.0600000000000023,
237,3.180000000000007,3.180000000000007,
240,3.4599999999999937,3.4599999999999937,
243,3.2900000000000063,3.230000000000006,
246,3.230000000000004,3.230000000000004,
249,3.4099999999999966,3.4099999999999966,
252,3.1200000000000045,3.1200000000000045,
255,3.4099999999999966,3.3499999999999965,
258,3.180000000000007,3.180000000000007,
261,3.069999999999993,3.069999999999993,
264,3.1299999999999955,3.1299999999999955,
267,3.2900000000000063,3.230000000000006,
270,3.010000000000005,3.010000000000005,
273,3.3499999999999943,3.3499999999999943,
276,3.1200000000000045,3.1200000000000045,
279,3.1200000000000045,3.0600000000000045,
282,3.239999999999995,3.239999999999995,
285,3.3499999999999943,3.3499999999999943,
288,3.069999999999993,3.069999999999993,
291,3.6400000000000006,3.5800000000000005,
294,3.230000000000004,3.230000000000004,
297,3.010000000000005,2.950000000000005,
300,3.2900000000000063,3.2900000000000063,
303,3.4099999999999966,3.3499999999999965,
306,2.8900000000000006,2.8900000000000006,
309,3.180000000000007,3.180000000000007,
312,3.4099999999999966,3.4099999999999966,
315,3.1200000000000045,3.0600000000000045,
318,3.230000000000004,3.230000000000004,
321,3.239999999999995,3.239999999999995,
324,3.2900000000000063,3.2900000000000063,
327,3.230000000000004,3.230000000000004,
330,3.1099999999999994,3.1099999999999994,
