seconds,non-idle (%),utilization (%),
0,0.332499999999996,0.332499999999996,
3,0.08249999999999602,-3.982925100842749e-15,
6,12.420000000000002,6.375000000000002,
9,2.930000000000007,1.172500000000007,
12,18.625,3.794999999999998,
15,22.772500000000008,9.230000000000008,
18,13.082499999999996,8.417499999999995,
21,22.420000000000016,8.015000000000015,
24,16.974999999999994,10.029999999999994,
27,13.58250000000001,9.67750000000001,
30,16.882500000000007,10.657500000000008,
33,15.45750000000001,10.522500000000012,
36,17.162499999999994,6.2774999999999945,
39,17.745000000000005,10.297500000000005,
42,15.935000000000002,10.735000000000003,
45,15.092500000000001,10.152500000000002,
48,15.322499999999991,11.079999999999991,
51,14.974999999999994,9.959999999999994,
54,11.985,8.5025,
57,16.912499999999994,10.384999999999994,
60,10.527500000000003,7.990000000000004,
63,16.367500000000007,10.907500000000006,
66,17.3575,7.185000000000002,
69,20.9075,7.674999999999999,
72,16.1425,11.139999999999999,
75,19.96249999999999,12.959999999999992,
78,16.559999999999988,11.209999999999987,
81,16.0925,10.857500000000002,
84,17.872500000000002,11.400000000000002,
87,15.185000000000002,10.270000000000003,
90,14.007499999999993,9.322499999999994,
93,15.540000000000006,10.100000000000007,
96,14.832499999999996,10.227499999999996,
99,13.627499999999998,8.784999999999997,
102,12.709999999999994,8.454999999999995,
105,17.357499999999987,11.949999999999989,
108,12.637500000000003,9.310000000000002,
111,13.387500000000003,9.212500000000002,
114,17.004999999999995,11.137499999999996,
117,14.590000000000003,9.817500000000003,
120,14.8275,9.945,
123,7.739999999999995,5.394999999999995,
126,4.609999999999999,4.609999999999999,
129,5.204999999999998,5.119999999999998,
132,5.179999999999993,5.179999999999993,
135,4.849999999999994,4.849999999999994,
138,5.1875,5.1875,
141,5.805000000000007,5.805000000000007,
144,5.340000000000003,5.340000000000003,
147,5.502499999999998,5.417499999999998,
150,5.122500000000002,5.122500000000002,
153,5.174999999999997,4.837499999999997,
156,5.4424999999999955,5.4424999999999955,
159,5.372500000000002,5.290000000000003,
162,4.930000000000007,4.930000000000007,
165,5.049999999999997,5.049999999999997,
168,5.349999999999994,5.264999999999994,
171,5.204999999999998,5.204999999999998,
174,4.875,4.7925,
177,4.632499999999993,4.632499999999993,
180,5.150000000000006,5.150000000000006,
183,5.337500000000006,5.337500000000006,
186,5.154999999999987,5.069999999999987,
189,5.702500000000001,5.702500000000001,
192,5.230000000000004,5.230000000000004,
195,5.0,5.0,
198,5.530000000000001,5.447500000000002,
201,5.587500000000006,5.587500000000006,
204,5.327500000000001,5.327500000000001,
207,5.542500000000004,5.542500000000004,
210,5.227500000000006,5.142500000000006,
213,5.457499999999996,5.457499999999996,
216,5.612499999999997,5.612499999999997,
219,5.147500000000008,5.147500000000008,
222,5.492500000000007,5.492500000000007,
225,5.227500000000006,5.227500000000006,
228,5.715000000000003,5.6300000000000034,
231,5.594999999999999,5.3424999999999985,
234,5.217500000000001,5.217500000000001,
237,5.4950000000000045,5.412500000000005,
240,5.837500000000006,5.837500000000006,
243,5.612499999999997,5.612499999999997,
246,5.662499999999994,5.662499999999994,
249,5.842500000000001,5.760000000000002,
252,5.137500000000003,5.137500000000003,
255,5.602500000000006,5.602500000000006,
258,5.240000000000009,5.240000000000009,
261,4.447500000000005,4.362500000000005,
264,4.484999999999999,4.484999999999999,
267,5.457499999999996,5.457499999999996,
270,4.920000000000002,4.920000000000002,
273,5.819999999999993,5.737499999999994,
276,5.260000000000005,5.260000000000005,
279,4.802499999999995,4.802499999999995,
282,4.914999999999992,4.914999999999992,
285,5.655000000000001,5.572500000000002,
288,5.1299999999999955,5.1299999999999955,
291,5.590000000000003,5.5050000000000034,
294,5.509999999999991,5.509999999999991,
297,4.905000000000001,4.905000000000001,
300,5.637500000000003,5.637500000000003,
303,5.465000000000003,5.3800000000000034,
306,4.800000000000011,4.800000000000011,
309,5.272499999999994,5.272499999999994,
312,5.862499999999997,5.862499999999997,
315,5.150000000000006,5.065000000000006,
318,5.502499999999998,5.502499999999998,
321,5.195000000000007,5.195000000000007,
324,5.515000000000001,5.515000000000001,
327,5.665000000000006,5.580000000000006,
330,5.7749999999999915,5.7749999999999915,
333,5.305000000000007,5.305000000000007,
336,5.2124999999999915,5.2124999999999915,
339,5.460000000000008,5.377500000000008,
342,4.977499999999992,4.977499999999992,
345,5.230000000000004,5.230000000000004,
348,5.349999999999994,5.349999999999994,
351,5.552500000000009,5.467500000000009,
354,5.4950000000000045,5.4950000000000045,
357,5.2549999999999955,5.2549999999999955,
360,4.980000000000004,4.980000000000004,
363,4.909999999999997,4.824999999999997,
366,5.322500000000005,5.322500000000005,
369,4.784999999999997,4.784999999999997,
372,5.052500000000009,5.052500000000009,
375,4.882500000000007,4.797500000000007,
378,5.025000000000006,5.025000000000006,
381,5.232500000000002,5.232500000000002,
384,4.997499999999988,4.997499999999988,
387,5.290000000000006,5.205000000000006,
390,5.364999999999995,5.364999999999995,
393,5.297499999999999,5.297499999999999,
396,5.0674999999999955,5.0674999999999955,
399,5.069999999999993,4.984999999999993,
402,5.349999999999994,5.349999999999994,
405,5.394999999999996,5.394999999999996,
408,5.25,5.25,
411,5.625,5.5425,
414,4.890000000000001,4.890000000000001,
417,4.967500000000001,4.967500000000001,
420,5.1299999999999955,5.1299999999999955,
423,5.29249999999999,5.20999999999999,
426,5.327500000000001,5.327500000000001,
429,5.314999999999998,5.314999999999998,
432,5.342500000000001,5.342500000000001,
435,5.484999999999985,5.402499999999986,
438,5.242500000000007,5.242500000000007,
441,5.194999999999993,5.194999999999993,
444,5.177499999999995,5.177499999999995,
447,5.314999999999998,5.232499999999998,
450,5.152500000000003,5.152500000000003,
453,5.150000000000006,5.150000000000006,
456,5.152499999999989,5.152499999999989,
459,5.132500000000007,5.050000000000008,
462,5.534999999999997,5.534999999999997,
465,5.4375,5.4375,
468,5.359999999999999,5.359999999999999,
471,5.607500000000002,5.525000000000002,
474,5.322500000000005,5.322500000000005,
477,5.534999999999997,5.534999999999997,
480,5.394999999999996,5.394999999999996,
483,5.237500000000011,5.152500000000011,
486,5.090000000000003,5.090000000000003,
489,5.602500000000006,5.602500000000006,
492,5.614999999999995,5.614999999999995,
495,5.174999999999997,5.174999999999997,
498,4.972499999999997,4.972499999999997,
501,4.822499999999991,4.737499999999991,
504,5.394999999999996,5.394999999999996,
507,5.019999999999996,5.019999999999996,
510,5.4424999999999955,5.4424999999999955,
513,5.185000000000002,5.100000000000002,
516,5.134999999999991,5.134999999999991,
519,5.1825000000000045,5.1825000000000045,
522,4.372499999999988,4.372499999999988,
525,5.114999999999995,5.029999999999995,
528,5.502499999999998,5.502499999999998,
531,3.2150000000000034,3.2150000000000034,
534,5.352499999999992,5.352499999999992,
537,5.472499999999997,5.387499999999997,
540,4.262500000000003,4.262500000000003,
543,5.867500000000007,5.867500000000007,
546,5.015000000000001,5.015000000000001,
549,3.605000000000004,3.520000000000004,
552,5.230000000000004,5.230000000000004,
555,5.027500000000003,5.027500000000003,
558,2.637500000000003,2.637500000000003,
561,2.3275000000000006,2.2425000000000006,
564,1.8999999999999915,1.8999999999999915,
567,2.0799999999999983,2.0799999999999983,
570,1.8149999999999977,1.8149999999999977,
573,2.0649999999999977,1.9799999999999978,
576,1.8824999999999932,1.8824999999999932,
579,1.8924999999999983,1.8924999999999983,
582,2.1424999999999983,2.1424999999999983,
585,1.6299999999999955,1.6299999999999955,
588,1.6399999999999864,1.6399999999999864,
591,2.6924999999999955,2.2749999999999955,
594,2.4399999999999977,2.4399999999999977,
597,1.8149999999999977,1.8149999999999977,
600,2.782499999999999,2.782499999999999,
603,1.5649999999999977,1.5649999999999977,
606,2.177500000000009,2.177500000000009,
609,2.3799999999999955,2.2974999999999954,
612,2.2099999999999937,2.2099999999999937,
615,2.262500000000003,2.262500000000003,
618,2.387500000000003,2.387500000000003,
621,2.477499999999992,2.394999999999992,
624,1.9825000000000017,1.9825000000000017,
627,2.664999999999992,2.664999999999992,
630,2.7750000000000057,2.7750000000000057,
633,2.2250000000000085,2.1400000000000086,
636,2.3075000000000045,2.3075000000000045,
639,2.6625000000000085,2.6625000000000085,
642,2.4200000000000017,2.4200000000000017,
645,2.042500000000004,1.957500000000004,
648,2.4599999999999937,2.4599999999999937,
651,2.592500000000001,2.5000000000000013,
654,2.5049999999999955,2.5049999999999955,
657,2.530000000000001,2.530000000000001,
660,2.0625,2.0625,
663,2.844999999999999,2.844999999999999,
666,2.177499999999995,2.177499999999995,
669,2.5275000000000034,2.5275000000000034,
672,2.3474999999999966,2.3474999999999966,
675,1.9025000000000034,1.9025000000000034,
678,2.032499999999999,2.032499999999999,
681,2.467500000000001,2.467500000000001,
684,2.5249999999999915,2.5249999999999915,
687,2.164999999999992,2.0724999999999922,
690,2.5324999999999847,2.5324999999999847,
693,1.8700000000000045,1.7750000000000046,
696,2.302499999999995,2.302499999999995,
699,2.2150000000000034,2.2150000000000034,
702,2.3300000000000125,2.3300000000000125,
705,2.325000000000003,2.2300000000000026,
708,2.105000000000004,2.105000000000004,
711,2.867500000000007,2.867500000000007,
714,2.0349999999999966,2.0349999999999966,
717,2.115000000000009,2.115000000000009,
720,2.4724999999999966,2.3899999999999966,
723,2.3049999999999926,2.212499999999993,
726,2.1750000000000114,2.1750000000000114,
729,2.2375000000000114,2.142500000000011,
732,1.9675000000000011,1.9675000000000011,
735,1.9050000000000011,1.9050000000000011,
738,2.365000000000009,2.365000000000009,
741,2.2125000000000057,2.1175000000000055,
744,1.7800000000000011,1.7800000000000011,
747,2.4825000000000017,2.4825000000000017,
750,2.042500000000004,2.042500000000004,
753,2.5474999999999994,2.5474999999999994,
756,2.539999999999992,2.539999999999992,
759,2.6525000000000034,2.557500000000003,
762,2.3400000000000034,2.3400000000000034,
765,2.3774999999999977,2.2824999999999975,
768,2.0500000000000114,2.0500000000000114,
771,2.7849999999999966,2.6899999999999964,
774,2.355000000000004,2.355000000000004,
