procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        65120      1475936        18140      2332056    0    1  3125  7478   11    0  35   5  53   7   0 2018-11-20 08:36:52
 0  0        65116      1478928        18224      2331972    1    0    29    44 1337  882   3   2  95   0   0 2018-11-20 08:36:55
 1  0        65100      3339480        18228       454384    3    0   252     0 1303  874   2   9  90   0   0 2018-11-20 08:36:58
 3  1        65092      3423680        18300       370724    1    0  6185   549 17714 2597   4   8  82   6   0 2018-11-20 08:37:01
 1  1        65092      3422400        18836       370720    0    0 11419    36 5415 3706   4   9  76  10   0 2018-11-20 08:37:04
 0  1        65092      3423536        18380       370724    0    0 14668    28 7182 4672   5  12  74   9   0 2018-11-20 08:37:07
 3  2        65092      3421464        19064       370724    0    0 18116    32 7423 5453   6  14  71   9   0 2018-11-20 08:37:10
 1  0        65092      3423288        18440       370732    0    0 15623    27 6768 4839   7  12  72   9   0 2018-11-20 08:37:13
 5  0        65092      3423332        18480       370732    0    0  7569    29 3888 2478   3   7  79  10   0 2018-11-20 08:37:16
 1  0        65092      3423136        18516       370664    0    0 17288    24 8121 5319   7  13  72   8   0 2018-11-20 08:37:19
 0  1        65092      3421432        19476       370664    0    0 18261    27 7280 5398   6  13  72   9   0 2018-11-20 08:37:22
 6  0        65092      3422400        19624       370664    0    0 17669    35 7767 5425   7  13  72   8   0 2018-11-20 08:37:25
 1  1        65092      3423228        18628       370668    0    0 17275    32 8205 5249   6  13  73   8   0 2018-11-20 08:37:28
 2  0        65092      3422256        19712       370668    0    0 17473    28 7524 5386   6  14  71   9   0 2018-11-20 08:37:31
 2  0        65092      3422896        18700       370672    0    0 17252    35 8281 5317   6  13  73   8   0 2018-11-20 08:37:34
 1  1        65092      3422040        18736       370676    0    0 17268    33 7351 5238   6  13  73   8   0 2018-11-20 08:37:37
 0  1        65092      3423016        18780       370680    0    0 17219    43 10490 5459   6  14  71   9   0 2018-11-20 08:37:40
