Generating events file /home/ljishen/ycsb-rocksdb/analysis/data/db_bench/events.dat
Extracting sectors from events file to /home/ljishen/ycsb-rocksdb/analysis/data/db_bench/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
16            R    246129               46.435%           38.892%
8             R    142502               26.885%           22.517%
1024          W    73744                71.728%           11.653%
24            R    49760                 9.388%            7.863%
256           R    19414                 3.663%            3.068%
8             W    16516                16.065%            2.610%
32            R    14919                 2.815%            2.357%
40            R    9050                  1.707%            1.430%
48            R    7094                  1.338%            1.121%
56            R    5953                  1.123%            0.941%
64            R    5769                  1.088%            0.912%
1016          W    4607                  4.481%            0.728%
1008          W    4330                  4.212%            0.684%
72            R    3793                  0.716%            0.599%
80            R    3151                  0.594%            0.498%
88            R    2789                  0.526%            0.441%
96            R    2347                  0.443%            0.371%
104           R    2085                  0.393%            0.329%
0             W    2000                  1.945%            0.316%
112           R    1794                  0.338%            0.283%
120           R    1610                  0.304%            0.254%
128           R    1580                  0.298%            0.250%
136           R    1303                  0.246%            0.206%
144           R    1031                  0.195%            0.163%
152           R    892                   0.168%            0.141%
168           R    830                   0.157%            0.131%
160           R    765                   0.144%            0.121%
176           R    734                   0.138%            0.116%
192           R    644                   0.121%            0.102%
184           R    628                   0.118%            0.099%
200           R    545                   0.103%            0.086%
208           R    515                   0.097%            0.081%
216           R    492                   0.093%            0.078%
224           R    456                   0.086%            0.072%
240           R    377                   0.071%            0.060%
232           R    376                   0.071%            0.059%
248           R    364                   0.069%            0.058%
512           R    97                    0.018%            0.015%
24            W    89                    0.087%            0.014%
10            W    67                    0.065%            0.011%
3             W    57                    0.055%            0.009%
128           W    57                    0.055%            0.009%
520           W    56                    0.054%            0.009%
25            W    56                    0.054%            0.009%
1000          W    49                    0.048%            0.008%
512           W    44                    0.043%            0.007%
23            W    44                    0.043%            0.007%
896           W    43                    0.042%            0.007%
736           W    38                    0.037%            0.006%
752           W    31                    0.030%            0.005%
32            W    31                    0.030%            0.005%
760           W    30                    0.029%            0.005%
16            W    30                    0.029%            0.005%
264           R    28                    0.005%            0.004%
728           W    27                    0.026%            0.004%
22            W    27                    0.026%            0.004%
96            W    24                    0.023%            0.004%
64            W    24                    0.023%            0.004%
296           R    24                    0.005%            0.004%
272           R    24                    0.005%            0.004%
21            W    24                    0.023%            0.004%
112           W    24                    0.023%            0.004%
120           W    23                    0.022%            0.004%
928           W    22                    0.021%            0.003%
26            W    22                    0.021%            0.003%
912           W    21                    0.020%            0.003%
768           W    21                    0.020%            0.003%
744           W    21                    0.020%            0.003%
904           W    20                    0.019%            0.003%
776           W    20                    0.019%            0.003%
720           W    20                    0.019%            0.003%
56            W    20                    0.019%            0.003%
968           W    19                    0.018%            0.003%
28            W    19                    0.018%            0.003%
712           W    18                    0.018%            0.003%
19            W    18                    0.018%            0.003%
5             W    17                    0.017%            0.003%
4             W    17                    0.017%            0.003%
304           R    17                    0.003%            0.003%
288           R    17                    0.003%            0.003%
280           R    17                    0.003%            0.003%
27            W    14                    0.014%            0.002%
704           W    12                    0.012%            0.002%
6             W    12                    0.012%            0.002%
29            W    12                    0.012%            0.002%
20            W    12                    0.012%            0.002%
1             W    12                    0.012%            0.002%
384           R    11                    0.002%            0.002%
9             W    10                    0.010%            0.002%
688           W    10                    0.010%            0.002%
344           R    10                    0.002%            0.002%
320           R    10                    0.002%            0.002%
312           R    10                    0.002%            0.002%
11            W    10                    0.010%            0.002%
784           W    9                     0.009%            0.001%
680           W    9                     0.009%            0.001%
400           R    9                     0.002%            0.001%
31            W    9                     0.009%            0.001%
2             W    9                     0.009%            0.001%
696           W    8                     0.008%            0.001%
664           W    8                     0.008%            0.001%
656           W    8                     0.008%            0.001%
336           R    8                     0.002%            0.001%
328           R    8                     0.002%            0.001%
30            W    8                     0.008%            0.001%
640           W    7                     0.007%            0.001%
792           W    6                     0.006%            0.001%
672           W    6                     0.006%            0.001%
648           W    6                     0.006%            0.001%
472           R    6                     0.001%            0.001%
440           R    6                     0.001%            0.001%
376           R    6                     0.001%            0.001%
35            W    6                     0.006%            0.001%
34            W    6                     0.006%            0.001%
336           W    6                     0.006%            0.001%
14            W    6                     0.006%            0.001%
864           W    5                     0.005%            0.001%
80            W    5                     0.005%            0.001%
7             W    5                     0.005%            0.001%
48            W    5                     0.005%            0.001%
448           R    5                     0.001%            0.001%
416           R    5                     0.001%            0.001%
40            W    5                     0.005%            0.001%
