procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 1  0            0     64430160        14544      1158232    0    0    22    45   54   71   0   0  99   0   0 2019-03-09 19:52:51
 0  0            0     64429388        14552      1158640    0    0    23     0  663  724   0   0  99   0   0 2019-03-09 19:52:54
 1  1            0     64426016        14632      1159676    0    0  4641   447 2103 2133   1   1  97   1   0 2019-03-09 19:52:58
 1  1            0     64426444        15184      1159024    0    0 15217    36 3778 3908   0   1  95   4   0 2019-03-09 19:53:01
 0  2            0     64425932        14736      1159172    0    0  6249    67 1633 1898   0   0  96   4   0 2019-03-09 19:53:04
 0  1            0     64427624        15548      1158604    0    0 13413    40 3169 3629   0   1  96   4   0 2019-03-09 19:53:07
 0  1            0     64426704        15100      1159164    0    0 15484    68 3602 4058   0   1  95   4   0 2019-03-09 19:53:10
 0  1            0     64426324        15388      1158676    0    0 15236    40 3502 3953   0   1  95   4   0 2019-03-09 19:53:13
 0  1            0     64427360        14952      1159088    0    0 14801    51 3450 3953   0   1  95   4   0 2019-03-09 19:53:16
 0  1            0     64425732        15004      1158680    0    0 15891    60 3680 4044   0   1  95   4   0 2019-03-09 19:53:19
 0  1            0     64428984        15040      1158616    0    0 16084    40 3680 4100   0   1  95   4   0 2019-03-09 19:53:22
 2  0            0     64428240        15700      1158252    0    0 15281    64 3543 3945   0   1  95   4   0 2019-03-09 19:53:25
 0  1            0     64428092        16172      1158048    0    0  7968   179 2158 2446   0   0  96   4   0 2019-03-09 19:53:28
 0  1            0     64427936        15224      1158448    0    0 10220    80 2587 2876   0   1  96   4   0 2019-03-09 19:53:31
 2  0            0     64428908        15272      1157924    0    0 15763    33 3743 3975   0   1  95   4   0 2019-03-09 19:53:34
 1  1            0     64429468        15420      1158932    0    0 15612    64 3555 4005   0   1  96   4   0 2019-03-09 19:53:37
 0  1            0     64427332        16372      1157984    0    0 15691    60 3675 4019   0   1  96   4   0 2019-03-09 19:53:40
 0  1            0     64429800        15524      1157964    0    0 14760    49 3497 3911   0   1  95   4   0 2019-03-09 19:53:43
 0  1            0     64429008        16040      1157828    0    0 15748    63 3637 3948   0   1  95   4   0 2019-03-09 19:53:46
 0  1            0     64426812        15728      1158100    0    0 16424    33 3910 4113   0   1  95   4   0 2019-03-09 19:53:49
 0  1            0     64427024        16268      1157800    0    0 15624    63 3670 3990   0   1  95   4   0 2019-03-09 19:53:52
 1  1            0     64426716        15564      1158524    0    0 15695    45 3788 3983   0   1  95   4   0 2019-03-09 19:53:55
 0  2            0     64419900        15596      1158384    0    0 15517   141 3751 4017   0   1  95   4   0 2019-03-09 19:53:58
 0  1            0     64428600        16160      1158512    0    0 14495    91 3575 3886   0   1  95   4   0 2019-03-09 19:54:01
 2  2            0     64428456        16084      1158852    0    0 15204    55 3539 4081   0   1  96   4   0 2019-03-09 19:54:04
 0  1            0     64429768        15784      1158640    0    0 16711    43 3887 4276   0   1  95   4   0 2019-03-09 19:54:07
 0  1            0     64430196        16072      1158360    0    0 16076    72 3719 4135   0   1  96   4   0 2019-03-09 19:54:10
 0  1            0     64426820        16240      1159000    0    0 16648    53 3848 4271   0   1  96   4   0 2019-03-09 19:54:13
 0  1            0     64429060        16164      1159088    0    0 16963    43 3911 4347   0   1  95   4   0 2019-03-09 19:54:16
 0  1            0     64426468        16096      1158268    0    0 17244    57 3996 4345   0   1  95   4   0 2019-03-09 19:54:19
 0  0            0     64429500        15964      1158804    0    0 13428    33 3119 3526   0   1  96   3   0 2019-03-09 19:54:22
 0  0            0     64430820        15964      1158784    0    0     0     0   67  226   0   0 100   0   0 2019-03-09 19:54:25
 0  0            0     64431324        15972      1158792    0    0     0    31   69  229   0   0 100   0   0 2019-03-09 19:54:28
 1  0            0     64015680        15976      1567864    0    0   399 198741 5159 4227   1   1  98   0   0 2019-03-09 19:54:31
 1  0            0     64017796        15988      1567880    0    0     0 287171 5837 4976   0   0 100   0   0 2019-03-09 19:54:34
 1  0            0     64019616        15996      1567904    0    0     0 291565 5447 5040   0   0 100   0   0 2019-03-09 19:54:37
 0  0            0     64021032        15996      1567916    0    0     0 287853 5119 4979   0   0 100   0   0 2019-03-09 19:54:40
