procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        22920      1322408        29316      2434208    0    0  1317  5630   35    6  25   3  65   7   0 2018-11-26 21:28:46
 1  0        22920      1348788        29320      2434140    0    0     8   623 7697 12136  13   6  81   1   0 2018-11-26 21:28:49
 2  0        22920      2324184        29320      1413004    0    0    88     0 2181 1714  11   7  82   0   0 2018-11-26 21:28:52
 2  0        22920      3374516        30416       376368    0    0  7088   458 6873 8742   6  13  78   4   0 2018-11-26 21:28:55
 3  0        22920      3373444        30440       376416    0    0 10521    28 5076 4810   4  11  76   9   0 2018-11-26 21:28:58
 1  1        22920      3373976        29440       376432    0    0  9403    45 4837 4689   3  10  76  10   0 2018-11-26 21:29:01
 1  0        22920      3374336        29476       376420    0    0 15759   132 7805 7896   5  15  73   7   0 2018-11-26 21:29:04
 0  1        22920      3374032        30180       376420    0    0 14287    28 6131 5506   4  13  76   7   0 2018-11-26 21:29:07
 1  1        22920      3373860        29960       376292    0    0 11140    31 5389 4922   3  11  78   7   0 2018-11-26 21:29:10
 2  0        22920      3374412        29616       376448    0    0 16485    29 7059 6131   5  15  74   6   0 2018-11-26 21:29:13
 2  0        22920      3374604        29588       376420    0    0 16855    32 7209 6382   5  15  74   6   0 2018-11-26 21:29:16
 2  0        22920      3374372        29688       376424    0    0 15485    36 6893 6133   5  14  75   6   0 2018-11-26 21:29:19
 1  0        22920      3373868        29624       376336    0    0 15916    27 6804 6001   5  15  75   6   0 2018-11-26 21:29:22
 2  0        22920      3374312        29648       376392    0    0 15885    28 6916 6179   5  15  75   6   0 2018-11-26 21:29:25
 0  1        22920      3374076        29680       376396    0    0 15896    35 6801 6158   5  15  75   6   0 2018-11-26 21:29:28
 0  1        22920      3374396        29704       376400    0    0 12373    39 5643 5275   4  12  77   8   0 2018-11-26 21:29:31
 2  0        22920      3374612        29792       376432    0    0 13004    35 6058 5474   4  13  76   7   0 2018-11-26 21:29:34
 0  1        22920      3373768        30196       376388    0    0 16720    28 7183 6206   5  15  74   6   0 2018-11-26 21:29:37
 1  2        22920      3373900        29772       376376    0    0 15819    28 6756 5812   5  15  75   6   0 2018-11-26 21:29:40
