procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 2  0         2952      9068452        61684     56281924    0    0  2661 16047   52   60   5   3  66  26   0 2018-12-26 20:22:19
 1  0         2952      9104432        61684     56281956    0    0     3     0 2170 3307   5   2  93   0   0 2018-12-26 20:22:22
 2  0         2952     19515408        61696     45839788    0    0    29    64 2043 3085   2   4  94   0   0 2018-12-26 20:22:25
 2  0         2952     31497360        61708     33859160    0    0     0    51 2232 3293   2   5  93   0   0 2018-12-26 20:22:28
 2  0         2952     43963424        61708     21396904    0    0     0   135 2011 2967   2   5  93   0   0 2018-12-26 20:22:31
 2  0         2952     53535052        61720     11826004    0    0     0   247 2189 3230   2   5  93   0   0 2018-12-26 20:22:34
 1  0         2952     64552396        61720       822092    0    0     9     1 1760 2744   1   4  94   0   0 2018-12-26 20:22:37
 1  0         2952     64527672        61740       822268    0    0  7724   165 4430 5435   4   3  92   1   0 2018-12-26 20:22:40
 1  0         2952     64552460        61752       822012    0    0  7901    80 4351 5302   4   3  92   0   0 2018-12-26 20:22:43
 2  2         2952     64540444        64008       822400    0    0  3324  1197 3840 5240   4   3  89   5   0 2018-12-26 20:22:46
 1  1         2952     64533448        69528       820080    0    0 39605   601 10920 11125   3   6  84   7   0 2018-12-26 20:22:49
 1  1         2952     64530596        66680       821636    0    0 55356   284 13309 13725   1   7  85   7   0 2018-12-26 20:22:52
 1  1         2952     64526448        70156       821932    0    0 56739   320 13778 14087   1   7  86   6   0 2018-12-26 20:22:55
 1  2         2952     64525928        70468       821572    0    0 54965   271 13312 13701   1   7  85   7   0 2018-12-26 20:22:58
 1  1         2952     64531544        69728       821340    0    0 62509   279 14795 15146   1   8  85   6   0 2018-12-26 20:23:01
 1  1         2952     64532300        70016       821220    0    0 59693   253 14462 14627   1   8  86   6   0 2018-12-26 20:23:04
 1  1         2952     64530088        69276       821660    0    0 60267   279 14459 14617   1   8  85   6   0 2018-12-26 20:23:07
 0  1         2952     64533792        69580       820604    0    0 61245   281 14764 14856   1   8  86   5   0 2018-12-26 20:23:10
 0  1         2952     64532412        71988       820452    0    0 57016   307 13882 14198   1   7  86   6   0 2018-12-26 20:23:13
 1  1         2952     64533480        70188       820220    0    0 57367   284 13622 14108   1   7  86   6   0 2018-12-26 20:23:16
 0  1         2952     64531072        71556       819188    0    0 53033   453 13471 13564   2   8  85   5   0 2018-12-26 20:23:19
 1  2         2952     64531212        70816       819680    0    0 61119   275 14835 14802   1   7  85   7   0 2018-12-26 20:23:22
 1  1         2952     64529820        73228       821404    0    0 55859   288 13385 13945   1   7  87   6   0 2018-12-26 20:23:25
 1  1         2952     64531428        72484       820408    0    0 58876   292 14131 14407   1   7  86   6   0 2018-12-26 20:23:28
 1  1         2952     64530372        71728       821192    0    0 62013   247 14822 15086   1   8  85   6   0 2018-12-26 20:23:31
 1  1         2952     64532844        72032       820032    0    0 56893   303 13866 14145   1   8  86   5   0 2018-12-26 20:23:34
 2  1         2952     64532236        71176       821420    0    0 56483   273 13463 14011   1   7  86   6   0 2018-12-26 20:23:37
 1  1         2952     64533132        70508       820968    0    0 57103   255 13858 14142   1   7  86   6   0 2018-12-26 20:23:40
 0  1         2952     64528772        75028       820668    0    0 55947   295 13437 13864   1   7  86   6   0 2018-12-26 20:23:43
 1  1         2952     64530976        72184       820312    0    0 58717   277 14295 14515   1   8  85   6   0 2018-12-26 20:23:46
 1  1         2952     64530444        73568       819984    0    0 44128   477 11328 11839   2   6  86   6   0 2018-12-26 20:23:49
 0  1         2952     64529008        72828       820956    0    0 54388   275 13221 13700   1   7  86   6   0 2018-12-26 20:23:52
 1  1         2952     64526556        76308       820772    0    0 57755   280 13875 14195   1   8  85   6   0 2018-12-26 20:23:55
 1  2         2952     64533380        69264       819840    0    0 52724   276 12842 13393   1   7  87   5   0 2018-12-26 20:23:58
