procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        60544      1242340        22700      2563580    0    0  3026  7220    3    7  34   5  54   7   0 2018-11-22 14:04:51
 0  0        60540      1241816        22772      2563528    0    0    29     0 1099  858   2   2  96   0   0 2018-11-22 14:04:54
 0  0        60532      3408256        22788       392384    1    0   117   108 4404 3800   1  10  89   0   0 2018-11-22 14:04:57
 0  1        60528      3399920        22828       392464   35    0  3003   387 10697 10008   3   5  85   7   0 2018-11-22 14:05:00
 0  1        60524      3399940        22900       392240    1    0 13695   169 10513 9259   6  11  74   9   0 2018-11-22 14:05:03
 1  1        60524      3400484        22932       392220    0    0  9083    28 4157 3555   4   8  78  10   0 2018-11-22 14:05:06
 5  1        60524      3400040        22972       392228    0    0 17581    36 8680 7052   7  14  71   8   0 2018-11-22 14:05:09
 2  0        60524      3399860        23096       392228    0    0 18072    29 7760 6195   7  13  71   8   0 2018-11-22 14:05:12
 0  1        60524      3398480        23976       392228    0    0 18177    27 7621 6270   8  13  71   8   0 2018-11-22 14:05:15
 4  0        60524      3400844        23080       392224    0    0 17648    27 8047 6617   8  13  70   9   0 2018-11-22 14:05:18
 0  1        60524      3399444        24156       392148    0    0 10473    28 4875 4056   5   9  76  11   0 2018-11-22 14:05:21
 2  0        60524      3399728        23148       392152    0    0 12965    33 5795 4833   6  11  74  10   0 2018-11-22 14:05:24
 2  0        60524      3398220        24224       392148    0    0 18279    31 8941 7556   8  14  70   8   0 2018-11-22 14:05:27
 2  1        60524      3399892        23244       392152    0    0 17940    29 7819 6480   8  14  70   9   0 2018-11-22 14:05:30
 0  1        60524      3399884        23584       392156    0    0 18409    35 7774 6390   7  14  70   9   0 2018-11-22 14:05:33
 3  2        60524      3399468        23344       392160    0    0 17765    33 8035 6939   7  13  70   9   0 2018-11-22 14:05:36
 2  1        60524      3400708        23328       392160    0    0 18501    33 7831 6554   8  14  70   8   0 2018-11-22 14:05:39
 0  1        60524      3398376        24172       392164    0    0 18389    27 7659 6245   7  14  71   8   0 2018-11-22 14:05:42
 5  2        60524      3400852        23396       392164    0    0 17697    28 8307 6866   7  14  71   8   0 2018-11-22 14:05:45
 4  1        60524      3398396        24480       392156    0    0 17989    29 7909 6360   8  13  70   9   0 2018-11-22 14:05:48
 0  1        60524      3398068        24408       392160    0    0 16956    29 7575 6056   7  13  72   8   0 2018-11-22 14:05:51
 1  1        60524      3399388        23508       392180    0    0 17692    41 7610 6297   7  14  72   8   0 2018-11-22 14:05:54
 0  1        60524      3399316        23544       392164    0    0 17573    27 7467 6169   7  13  72   8   0 2018-11-22 14:05:57
 2  0        60524      3399632        23588       392156    0    0 13648    32 6148 5098   6  11  74  10   0 2018-11-22 14:06:00
 3  0        60524      3399768        23636       392164    0    0  9037   113 6914 6078   3   8  79   9   0 2018-11-22 14:06:03
 0  1        60524      3398296        24480       392180    0    0 18188    28 7830 6451   8  14  70   9   0 2018-11-22 14:06:06
 0  1        60524      3399644        23704       392180    0    0 18039    27 7613 6368   8  14  70   9   0 2018-11-22 14:06:09
 1  0        60524      3398296        24760       392184    0    0 17856    43 8187 6968   7  13  71   9   0 2018-11-22 14:06:12
 2  0        60524      3399064        24084       392184    0    0 17344    27 7368 6049   7  14  71   8   0 2018-11-22 14:06:15
 2  0        60524      3399656        23796       392188    0    0 17732    33 7435 6215   7  13  71   8   0 2018-11-22 14:06:18
 2  0        60524      3399484        23836       392188    0    0 17897    35 8400 7325   7  14  71   8   0 2018-11-22 14:06:21
 0  1        60524      3398420        24564       392192    0    0 17443    29 7319 6134   7  14  72   8   0 2018-11-22 14:06:24
 1  0        60524      3399204        23908       392196    0    0 17709    36 7641 6372   7  13  71   9   0 2018-11-22 14:06:27
 0  1        60524      3398584        23944       392196    0    0 17937    28 7557 6231   7  13  71   8   0 2018-11-22 14:06:30
 1  0        60524      3399484        23972       392196    0    0 17692    27 7502 6130   7  13  72   8   0 2018-11-22 14:06:33
 0  1        60516      3398032        24704       392196    0    0 17461    29 7870 6894   7  14  71   8   0 2018-11-22 14:06:36
 4  1        60516      3399276        24044       392192    0    0 17107    27 7195 5924   7  14  72   7   0 2018-11-22 14:06:39
 1  1        60516      3399708        24084       392196    0    0 17328    36 7722 6308   7  13  72   7   0 2018-11-22 14:06:42
 0  1        60516      3398624        24800       392200    0    0 19072    27 8864 7277   8  14  70   8   0 2018-11-22 14:06:45
 0  1        60516      3398180        25068       392200    0    0 17991    27 7802 6419   7  14  71   7   0 2018-11-22 14:06:48
 1  0        60516      3399244        24704       392204    0    0 16917    40 8280 7139   7  14  71   8   0 2018-11-22 14:06:51
 0  1        60516      3397788        24220       392204    0    0 17523    27 8608 7492   8  14  72   7   0 2018-11-22 14:06:54
 1  1        60516      3397688        24888       392184    0    0 18311    29 8014 6505   7  14  72   7   0 2018-11-22 14:06:57
 0  1        60512      2988804        24424       801064    1    0  9177    27 5106 4273   5  10  81   4   0 2018-11-22 14:07:00
 0  0        60508      2984520        24424       801104    1    0   351 292309 7925 4949   1   2  97   0   0 2018-11-22 14:07:03
 0  0        60508      2984544        24436       801104    0    0     0 300715 8060 5087   2   2  96   0   0 2018-11-22 14:07:06
 0  0        60508      2984560        24436       801104    0    0     0 303147 8040 5015   1   2  96   0   0 2018-11-22 14:07:09
 2  0        60508      2984520        24444       801104    0    0     0 300763 8052 5065   2   2  95   0   0 2018-11-22 14:07:12
 2  0        60508      2984396        24444       801124    0    0     0 304853 8163 5013   2   3  95   0   0 2018-11-22 14:07:15
 1  0        60508      2984404        24452       801124    0    0     0 299739 8439 5131   2   2  97   0   0 2018-11-22 14:07:18
 1  0        60508      2984324        24452       801124    0    0     0 303531 7895 5050   2   2  96   0   0 2018-11-22 14:07:21
 0  0        60508      2984316        24460       801124    0    0     0 298757 7110 4970   1   2  96   0   0 2018-11-22 14:07:24
 0  0        60508      2984308        24460       801124    0    0     0 296021 7821 4886   1   2  97   0   0 2018-11-22 14:07:27
 0  0        60508      2983788        24468       801132    0    0     0 299980 12054 8915   2   2  96   0   0 2018-11-22 14:07:30
 0  0        60508      2983804        24468       801132    0    0     0 297387 7974 4895   1   1  97   0   0 2018-11-22 14:07:33
 1  0        60508      2983944        24476       801132    0    0     0 298912 8734 5726   2   2  96   0   0 2018-11-22 14:07:36
 0  0        60508      2984504        24476       801136    0    0     0 299808 9518 6533   1   3  96   0   0 2018-11-22 14:07:39
 0  0        60508      2984348        24484       801136    0    0     0 300472 8163 5166   1   2  97   0   0 2018-11-22 14:07:42
 0  0        60508      2984200        24484       801140    0    0     0 299008 7954 4945   2   2  96   0   0 2018-11-22 14:07:45
 0  0        60508      2984152        24492       801140    0    0     0 300677 7951 5138   2   2  97   0   0 2018-11-22 14:07:48
 1  0        60508      2984168        24500       801140    0    0     0 300635 8128 5117   1   3  96   0   0 2018-11-22 14:07:51
 1  0        60508      2984264        24500       801144    0    0     0 298709 7933 4954   1   2  96   0   0 2018-11-22 14:07:54
 1  0        60508      2984224        24508       801144    0    0     0 295771 8032 4994   1   2  97   0   0 2018-11-22 14:07:57
 1  0        60508      2984292        24508       801144    0    0     0 297088 7876 4940   2   2  96   0   0 2018-11-22 14:08:00
 2  0        60504      2984236        24516       801148    0    0     0 296591 7832 5141   1   2  97   0   0 2018-11-22 14:08:03
 1  0        60504      2984524        24516       801148    0    0     0 295424 6819 4853   1   2  96   0   0 2018-11-22 14:08:06
 0  0        60504      2984948        24524       801152    0    0     0 299409 8072 5285   2   2  96   0   0 2018-11-22 14:08:09
 0  0        60504      2984948        24524       801152    0    0     0 295125 7840 4884   2   2  96   0   0 2018-11-22 14:08:12
 0  0        60504      2984952        24532       801152    0    0     0 301171 8518 5416   2   2  96   0   0 2018-11-22 14:08:15
 0  0        60504      2984984        24532       801156    0    0     0 297088 7852 4906   1   2  96   0   0 2018-11-22 14:08:18
 0  0        60504      2984380        24540       801160    0    0     0 297904 8066 5085   1   2  96   0   0 2018-11-22 14:08:21
 0  0        60504      2984024        24540       801160    0    0     0 296960 7922 4901   1   2  96   0   0 2018-11-22 14:08:24
 0  0        60504      2983944        24548       801160    0    0     0 295216 8303 5058   2   2  97   0   0 2018-11-22 14:08:27
 1  0        60504      2984488        24548       801160    0    0     0 297941 7267 4917   2   2  96   0   0 2018-11-22 14:08:30
 0  0        60504      2984416        24556       801164    0    0     0 296283 7537 4948   1   2  97   0   0 2018-11-22 14:08:33
 1  0        60504      2985148        24556       801180    0    0     0 297951 9199 6845   1   2  96   0   0 2018-11-22 14:08:36
 0  0        60504      2984768        24564       801180    0    0     0 298373 7462 5121   2   2  96   0   0 2018-11-22 14:08:39
 0  0        60504      2984760        24564       801180    0    0     0 294272 7165 4828   2   2  97   0   0 2018-11-22 14:08:42
