Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    218987               78.250%           78.247%
8             W    30288                10.823%           10.822%
1016          W    24415                 8.724%            8.724%
3             W    628                   0.224%            0.224%
32            W    361                   0.129%            0.129%
896           W    343                   0.123%            0.123%
408           W    263                   0.094%            0.094%
416           W    241                   0.086%            0.086%
16            W    215                   0.077%            0.077%
48            W    194                   0.069%            0.069%
928           W    172                   0.061%            0.061%
112           W    172                   0.061%            0.061%
984           W    171                   0.061%            0.061%
968           W    171                   0.061%            0.061%
88            W    171                   0.061%            0.061%
120           W    171                   0.061%            0.061%
824           W    154                   0.055%            0.055%
816           W    146                   0.052%            0.052%
592           W    123                   0.044%            0.044%
192           W    121                   0.043%            0.043%
19            W    120                   0.043%            0.043%
600           W    115                   0.041%            0.041%
14            W    115                   0.041%            0.041%
2             W    110                   0.039%            0.039%
17            W    110                   0.039%            0.039%
7             W    109                   0.039%            0.039%
200           W    108                   0.039%            0.039%
15            W    107                   0.038%            0.038%
20            W    96                    0.034%            0.034%
18            W    95                    0.034%            0.034%
6             W    80                    0.029%            0.029%
13            W    76                    0.027%            0.027%
144           W    73                    0.026%            0.026%
21            W    71                    0.025%            0.025%
24            W    69                    0.025%            0.025%
328           W    67                    0.024%            0.024%
9             W    64                    0.023%            0.023%
23            W    58                    0.021%            0.021%
22            W    56                    0.020%            0.020%
25            W    52                    0.019%            0.019%
64            W    50                    0.018%            0.018%
584           W    47                    0.017%            0.017%
11            W    46                    0.016%            0.016%
12            W    42                    0.015%            0.015%
26            W    40                    0.014%            0.014%
10            W    39                    0.014%            0.014%
1             W    34                    0.012%            0.012%
608           W    30                    0.011%            0.011%
5             W    28                    0.010%            0.010%
27            W    21                    0.008%            0.008%
832           W    19                    0.007%            0.007%
28            W    19                    0.007%            0.007%
336           W    17                    0.006%            0.006%
56            W    15                    0.005%            0.005%
29            W    14                    0.005%            0.005%
40            W    13                    0.005%            0.005%
30            W    11                    0.004%            0.004%
808           W    10                    0.004%            0.004%
184           W    9                     0.003%            0.003%
96            W    8                     0.003%            0.003%
576           W    8                     0.003%            0.003%
72            W    7                     0.003%            0.003%
568           W    7                     0.003%            0.003%
8             R    6                    42.857%            0.002%
840           W    6                     0.002%            0.002%
616           W    6                     0.002%            0.002%
1             R    6                    42.857%            0.002%
4             W    4                     0.001%            0.001%
344           W    4                     0.001%            0.001%
320           W    4                     0.001%            0.001%
960           W    3                     0.001%            0.001%
208           W    3                     0.001%            0.001%
936           W    2                     0.001%            0.001%
912           W    2                     0.001%            0.001%
848           W    2                     0.001%            0.001%
80            W    2                     0.001%            0.001%
640           W    2                     0.001%            0.001%
624           W    2                     0.001%            0.001%
32            R    2                    14.286%            0.001%
216           W    2                     0.001%            0.001%
920           W    1                     0.000%            0.000%
872           W    1                     0.000%            0.000%
680           W    1                     0.000%            0.000%
672           W    1                     0.000%            0.000%
536           W    1                     0.000%            0.000%
400           W    1                     0.000%            0.000%
376           W    1                     0.000%            0.000%
36            W    1                     0.000%            0.000%
360           W    1                     0.000%            0.000%
352           W    1                     0.000%            0.000%
33            W    1                     0.000%            0.000%
31            W    1                     0.000%            0.000%
312           W    1                     0.000%            0.000%
304           W    1                     0.000%            0.000%
240           W    1                     0.000%            0.000%
128           W    1                     0.000%            0.000%
104           W    1                     0.000%            0.000%
1000          W    1                     0.000%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 14             [  0.005%]
Total write I/Os: 279854         [ 99.995%]
Total read sectors : 118         [  0.000%,       0.058MB]
Total write sectors: 250992740   [100.000%,  122555.049MB]
