procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        69300      1297020        19044      2521708    0    1  3790  8481   22   21  14   6  72   9   0 2018-11-18 00:19:34
 0  1        69300      1298616        19128      2522940    0    0    51   183 5550  982   3   3  93   1   0 2018-11-18 00:19:37
 0  0        69296      3452312        19136       352872    1    0   197     9 1364  783   1   9  90   0   0 2018-11-18 00:19:40
 0  1        69292      3450720        19208       353784   67    0  8311   333 10378 2913   4   8  84   4   0 2018-11-18 00:19:43
 0  1        69292      3450660        19256       353768    0    0 15088    35 6644 4390   5  11  75   9   0 2018-11-18 00:19:46
 0  1        69292      3450324        19284       353768    0    0 11233    27 5286 3041   3   9  77  11   0 2018-11-18 00:19:49
 0  1        69292      3449288        20008       353756    0    0 17827    35 7249 4962   5  13  73   9   0 2018-11-18 00:19:52
 2  0        69292      3450792        19356       353744    0    0 16667    28 6993 4656   5  13  75   8   0 2018-11-18 00:19:55
 0  1        69292      3450056        19400       353744    0    0 16497    31 7574 4745   5  12  73   9   0 2018-11-18 00:19:58
 2  0        69292      3450200        20092       353740    0    0  6757    27 3385 2087   2   6  81  11   0 2018-11-18 00:20:01
 0  1        69292      3449484        20408       353768    0    0 16841   132 9885 4784   5  13  73   8   0 2018-11-18 00:20:04
 0  1        69292      3451824        19520       353772    0    0 16859    39 7863 4755   5  13  73   9   0 2018-11-18 00:20:07
 0  1        69292      3449360        20484       353772    0    0 17880    27 7181 4916   6  13  73   9   0 2018-11-18 00:20:10
 3  0        69292      3449460        20232       353772    0    0 16856    27 7015 4828   5  13  74   8   0 2018-11-18 00:20:13
 0  1        69292      3449124        20552       353776    0    0 18135    35 8005 5099   5  13  73   9   0 2018-11-18 00:20:16
 1  1        69292      3450404        20100       353768    0    0 17860    33 7236 4850   5  12  74   8   0 2018-11-18 00:20:19
 2  0        69292      3449064        20512       353772    0    0 17695    40 8403 5007   5  13  73   8   0 2018-11-18 00:20:22
 1  1        69292      3448728        20632       353724    0    0 17273    28 7361 4965   5  13  74   8   0 2018-11-18 00:20:25
 1  0        69292      3450868        19784       353772    0    0 16316    31 6965 4574   5  13  75   7   0 2018-11-18 00:20:28
 0  1        69292      3450876        19892       353772    0    0 17585    27 7668 4902   5  14  73   8   0 2018-11-18 00:20:31
 1  1        69292      3449392        20536       353992    0    0 17455    27 6938 4868   5  13  74   8   0 2018-11-18 00:20:34
 0  1        69292      3450232        20572       353776    0    0 17127    40 7487 4918   6  13  72   9   0 2018-11-18 00:20:37
 0  1        69292      3450172        19920       353776    0    0 17613    28 7706 4938   6  13  72   9   0 2018-11-18 00:20:40
 0  1        69292      3450032        19944       353776    0    0  5421    24 2864 1766   2   5  81  12   0 2018-11-18 00:20:43
 2  1        69292      3449276        19976       353764    0    0 16120    28 6706 4513   5  12  74   9   0 2018-11-18 00:20:46
 0  1        69292      3450548        20012       353760    0    0 17571    27 7634 4917   5  13  74   8   0 2018-11-18 00:20:49
 2  1        69292      3450124        20052       353756    0    0 17295    35 7294 4879   5  13  74   8   0 2018-11-18 00:20:52
 0  1        69292      3449668        20088       353768    0    0 17212    43 7196 4956   5  13  74   8   0 2018-11-18 00:20:55
 0  1        69280      3449048        20572       353768    0    0 16991    29 7696 4826   5  13  73   8   0 2018-11-18 00:20:58
 0  1        69280      3449264        20160       353772    0    0 17127    33 7282 4891   5  13  74   8   0 2018-11-18 00:21:01
 4  0        69272      3450044        20224       353980    5    0 17177   185 11440 4884   5  13  73   9   0 2018-11-18 00:21:04
 1  1        69272      3448116        21196       354096    0    0 17613    29 7871 4869   6  14  73   8   0 2018-11-18 00:21:07
 1  1        69272      3449416        20496       353988    0    0 17984    37 7504 5082   6  13  72   9   0 2018-11-18 00:21:10
 2  0        69272      3449748        20344       353988    0    0 17923    31 7797 4993   6  13  73   8   0 2018-11-18 00:21:13
 1  1        69272      3449468        20700       353868    0    0 18372    29 8063 5154   6  14  73   8   0 2018-11-18 00:21:16
 1  1        69272      3449260        20744       353924    0    0 17528    32 6961 4750   5  13  75   7   0 2018-11-18 00:21:19
 0  1        69272      3449304        20780       353924    0    0 17873    28 7298 5051   5  13  73   8   0 2018-11-18 00:21:22
 1  1        69272      3448784        21184       353928    0    0 17516    36 7700 4900   5  13  74   8   0 2018-11-18 00:21:25
 0  1        69272      3448480        20528       353928    0    0 17684    27 7256 4978   5  13  74   7   0 2018-11-18 00:21:28
 0  1        69272      3448360        20564       353928    0    0 18213    27 7342 5027   6  14  73   8   0 2018-11-18 00:21:31
 0  1        69272      3448444        21280       353932    0    0 17788    33 8282 4995   6  13  73   8   0 2018-11-18 00:21:34
 1  0        69272      3448632        21672       353932    0    0 18347    27 7446 5252   6  13  74   7   0 2018-11-18 00:21:37
 0  1        69272      3449132        21356       353932    0    0 18115    31 7534 4983   5  14  74   7   0 2018-11-18 00:21:40
 0  0        69272      3462184        20688       353876    0    0 11625    25 5820 3642   4   9  82   5   0 2018-11-18 00:21:43
 0  0        69272      3034396        20828       762940    0    0   852 216832 6619 3850   2   5  93   0   0 2018-11-18 00:21:46
 1  0        69272      3034372        20840       762940    0    0     0 300457 8079 4969   1   2  97   0   0 2018-11-18 00:21:49
 1  0        69272      3034308        20840       762940    0    0     0 299904 8194 4902   2   2  96   0   0 2018-11-18 00:21:52
 0  0        69272      3034204        20848       762940    0    0     0 299653 7906 4959   1   2  97   0   0 2018-11-18 00:21:55
 1  0        69272      3034228        20848       762944    0    0     0 297643 7865 4946   1   2  96   0   0 2018-11-18 00:21:58
 0  0        69272      3034096        20856       762944    0    0     0 295600 7928 4885   2   2  96   0   0 2018-11-18 00:22:01
 0  0        69272      3033964        20856       762944    1    0     0 299221 7901 4954   1   2  97   0   0 2018-11-18 00:22:04
 1  0        69272      3033840        20864       762944    0    0     0 300431 8154 4978   2   2  96   0   0 2018-11-18 00:22:07
 2  0        69272      3033888        20864       762944    0    0     0 301995 7945 4973   1   2  96   0   0 2018-11-18 00:22:10
 1  0        69272      3034140        20872       762952    0    0     0 298188 11190 4893   2   3  96   0   0 2018-11-18 00:22:13
 2  0        69272      3034792        20872       762952    0    0     0 296405 7782 4900   1   2  96   0   0 2018-11-18 00:22:16
 1  0        69272      3034768        20880       762952    0    0     0 299585 9233 4956   1   2  97   0   0 2018-11-18 00:22:19
 2  0        69272      3034876        20880       762956    0    0     0 300160 7195 4945   2   2  96   0   0 2018-11-18 00:22:22
 0  0        69272      3034768        20888       762956    0    0     0 300003 8694 4978   1   2  97   0   0 2018-11-18 00:22:25
