Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    219300               78.067%           78.063%
8             W    30410                10.825%           10.825%
1016          W    24211                 8.619%            8.618%
3             W    620                   0.221%            0.221%
896           W    427                   0.152%            0.152%
32            W    420                   0.150%            0.150%
408           W    222                   0.079%            0.079%
416           W    220                   0.078%            0.078%
48            W    219                   0.078%            0.078%
88            W    213                   0.076%            0.076%
112           W    213                   0.076%            0.076%
984           W    212                   0.075%            0.075%
968           W    212                   0.075%            0.075%
928           W    212                   0.075%            0.075%
16            W    212                   0.075%            0.075%
120           W    211                   0.075%            0.075%
816           W    144                   0.051%            0.051%
824           W    137                   0.049%            0.049%
6             W    128                   0.046%            0.046%
15            W    128                   0.046%            0.046%
17            W    116                   0.041%            0.041%
19            W    115                   0.041%            0.041%
192           W    111                   0.040%            0.040%
2             W    107                   0.038%            0.038%
20            W    105                   0.037%            0.037%
200           W    102                   0.036%            0.036%
728           W    99                    0.035%            0.035%
21            W    97                    0.035%            0.035%
14            W    96                    0.034%            0.034%
18            W    95                    0.034%            0.034%
22            W    94                    0.033%            0.033%
24            W    93                    0.033%            0.033%
23            W    87                    0.031%            0.031%
7             W    81                    0.029%            0.029%
12            W    78                    0.028%            0.028%
11            W    73                    0.026%            0.026%
10            W    68                    0.024%            0.024%
13            W    60                    0.021%            0.021%
25            W    57                    0.020%            0.020%
776           W    51                    0.018%            0.018%
9             W    47                    0.017%            0.017%
808           W    46                    0.016%            0.016%
64            W    46                    0.016%            0.016%
26            W    46                    0.016%            0.016%
800           W    43                    0.015%            0.015%
792           W    41                    0.015%            0.015%
768           W    41                    0.015%            0.015%
1             W    37                    0.013%            0.013%
5             W    34                    0.012%            0.012%
784           W    33                    0.012%            0.012%
848           W    30                    0.011%            0.011%
760           W    30                    0.011%            0.011%
640           W    25                    0.009%            0.009%
832           W    23                    0.008%            0.008%
29            W    23                    0.008%            0.008%
840           W    22                    0.008%            0.008%
624           W    22                    0.008%            0.008%
56            W    22                    0.008%            0.008%
856           W    20                    0.007%            0.007%
27            W    20                    0.007%            0.007%
480           W    19                    0.007%            0.007%
616           W    18                    0.006%            0.006%
72            W    17                    0.006%            0.006%
600           W    13                    0.005%            0.005%
592           W    13                    0.005%            0.005%
80            W    12                    0.004%            0.004%
656           W    12                    0.004%            0.004%
632           W    12                    0.004%            0.004%
744           W    11                    0.004%            0.004%
28            W    11                    0.004%            0.004%
880           W    10                    0.004%            0.004%
648           W    10                    0.004%            0.004%
456           W    10                    0.004%            0.004%
672           W    9                     0.003%            0.003%
504           W    9                     0.003%            0.003%
31            W    9                     0.003%            0.003%
608           W    8                     0.003%            0.003%
584           W    8                     0.003%            0.003%
576           W    8                     0.003%            0.003%
472           W    8                     0.003%            0.003%
40            W    8                     0.003%            0.003%
736           W    7                     0.002%            0.002%
664           W    7                     0.002%            0.002%
560           W    7                     0.002%            0.002%
488           W    7                     0.002%            0.002%
464           W    7                     0.002%            0.002%
30            W    7                     0.002%            0.002%
8             R    6                    42.857%            0.002%
752           W    6                     0.002%            0.002%
688           W    6                     0.002%            0.002%
448           W    6                     0.002%            0.002%
440           W    6                     0.002%            0.002%
1             R    6                    42.857%            0.002%
936           W    5                     0.002%            0.002%
424           W    5                     0.002%            0.002%
33            W    5                     0.002%            0.002%
1008          W    5                     0.002%            0.002%
96            W    4                     0.001%            0.001%
872           W    4                     0.001%            0.001%
864           W    4                     0.001%            0.001%
712           W    4                     0.001%            0.001%
696           W    4                     0.001%            0.001%
536           W    4                     0.001%            0.001%
512           W    4                     0.001%            0.001%
496           W    4                     0.001%            0.001%
144           W    4                     0.001%            0.001%
920           W    3                     0.001%            0.001%
720           W    3                     0.001%            0.001%
680           W    3                     0.001%            0.001%
520           W    3                     0.001%            0.001%
4             W    3                     0.001%            0.001%
704           W    2                     0.001%            0.001%
568           W    2                     0.001%            0.001%
544           W    2                     0.001%            0.001%
528           W    2                     0.001%            0.001%
432           W    2                     0.001%            0.001%
344           W    2                     0.001%            0.001%
336           W    2                     0.001%            0.001%
32            R    2                    14.286%            0.001%
304           W    2                     0.001%            0.001%
992           W    1                     0.000%            0.000%
952           W    1                     0.000%            0.000%
944           W    1                     0.000%            0.000%
912           W    1                     0.000%            0.000%
888           W    1                     0.000%            0.000%
552           W    1                     0.000%            0.000%
384           W    1                     0.000%            0.000%
376           W    1                     0.000%            0.000%
368           W    1                     0.000%            0.000%
360           W    1                     0.000%            0.000%
312           W    1                     0.000%            0.000%
272           W    1                     0.000%            0.000%
184           W    1                     0.000%            0.000%
168           W    1                     0.000%            0.000%
160           W    1                     0.000%            0.000%
104           W    1                     0.000%            0.000%
1000          W    1                     0.000%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 14             [  0.005%]
Total write I/Os: 280912         [ 99.995%]
Total read sectors : 118         [  0.000%,       0.058MB]
Total write sectors: 251590073   [100.000%,  122846.715MB]
