procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 2  0         8748     11904800        63768     53411508    0    0  3352 19093    2   66   5   4  64  27   0 2018-12-29 20:02:52
 1  0         8748     12503840        63780     52819304    0    0    15   227 1788 2458   5   2  93   0   0 2018-12-29 20:02:55
 2  0         8744     24421488        63792     40901220    3    0     3   234 2045 3121   2   6  92   0   0 2018-12-29 20:02:58
 2  0         8736     35306564        63792     30016340    4    0     4     2 2102 3245   2   5  93   0   0 2018-12-29 20:03:01
 1  0         8736     45092944        63804     20230408    0    0     0   202 2187 3319   2   5  92   0   0 2018-12-29 20:03:04
 2  0         8732     55628800        63804      9707552    0    0     0     2 2136 3235   2   5  93   0   0 2018-12-29 20:03:07
 1  0         8732     64570516        63952       754492    0    0    45   214 2044 2830   2   4  93   0   0 2018-12-29 20:03:10
 2  0         8720     64572364        63992       754968   23    0  7385    93 4320 5482   5   3  91   1   0 2018-12-29 20:03:13
 3  0         8704     64582876        64004       754732    3    0  8268   165 4542 5447   4   3  92   0   0 2018-12-29 20:03:16
 2  1         8700     64574396        66204       755352    3    0  4612   885 4204 5520   4   3  90   3   0 2018-12-29 20:03:19
 5  4         8692     64570712        69336       753336    0    0 27187  1045 8689 9256   3   5  85   6   0 2018-12-29 20:03:22
 1  1         8692     64567104        73068       753372    0    0 56639   275 14080 14226   2   8  83   8   0 2018-12-29 20:03:25
 0  1         8692     64553076        71292       754900    0    0 53043   332 13078 13470   1   7  86   6   0 2018-12-29 20:03:28
 0  2         8692     64552072        72172       753508    0    0 58409   288 14029 14550   1   8  85   6   0 2018-12-29 20:03:31
 1  4         8692     64551024        69908       753688    0    0 56243   287 13625 14075   1   7  84   7   0 2018-12-29 20:03:34
 3  1         8692     64551552        71220       754272    0    0 55857   328 13705 14011   1   7  85   7   0 2018-12-29 20:03:37
 3  2         8692     64555304        70196       753832    0    0 57332   281 13792 14304   1   7  86   6   0 2018-12-29 20:03:40
 1  1         8692     64553236        70828       754400    0    0 53373   340 12914 13563   1   7  86   6   0 2018-12-29 20:03:43
 1  1         8692     64549184        74308       754260    0    0 56736   315 13725 14083   1   8  86   5   0 2018-12-29 20:03:46
 2  1         8692     64554328        70416       754436    0    0 55428   307 13393 13952   1   8  86   6   0 2018-12-29 20:03:49
 1  1         8692     64553196        72848       754240    0    0 45688   516 11575 12212   1   7  86   7   0 2018-12-29 20:03:52
 8  0         8692     64548708        72108       754220    0    0 57179   291 14203 14430   2   8  85   6   0 2018-12-29 20:03:55
 0  1         8692     64553616        73456       754580    0    0 54063   317 13297 13728   1   7  87   5   0 2018-12-29 20:03:58
 0  1         8692     64552140        75888       753380    0    0 58945   291 14289 14566   1   8  85   6   0 2018-12-29 20:04:01
