Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    79960                79.029%           79.018%
8             W    10591                10.468%           10.466%
1016          W    8787                  8.685%            8.683%
32            W    86                    0.085%            0.085%
984           W    79                    0.078%            0.078%
896           W    79                    0.078%            0.078%
48            W    76                    0.075%            0.075%
928           W    75                    0.074%            0.074%
120           W    75                    0.074%            0.074%
112           W    74                    0.073%            0.073%
968           W    72                    0.071%            0.071%
904           W    72                    0.071%            0.071%
88            W    72                    0.071%            0.071%
200           W    45                    0.044%            0.044%
816           W    43                    0.042%            0.042%
16            W    42                    0.042%            0.042%
3             W    39                    0.039%            0.039%
64            W    35                    0.035%            0.035%
824           W    32                    0.032%            0.032%
192           W    32                    0.032%            0.032%
12            W    29                    0.029%            0.029%
784           W    21                    0.021%            0.021%
11            W    20                    0.020%            0.020%
768           W    18                    0.018%            0.018%
9             W    17                    0.017%            0.017%
5             W    17                    0.017%            0.017%
24            W    17                    0.017%            0.017%
4             W    16                    0.016%            0.016%
10            W    16                    0.016%            0.016%
40            W    15                    0.015%            0.015%
19            W    15                    0.015%            0.015%
13            W    15                    0.015%            0.015%
2             W    14                    0.014%            0.014%
18            W    14                    0.014%            0.014%
1000          W    14                    0.014%            0.014%
1             W    13                    0.013%            0.013%
976           W    12                    0.012%            0.012%
80            W    12                    0.012%            0.012%
6             W    12                    0.012%            0.012%
23            W    12                    0.012%            0.012%
952           W    11                    0.011%            0.011%
888           W    11                    0.011%            0.011%
872           W    11                    0.011%            0.011%
416           W    11                    0.011%            0.011%
408           W    11                    0.011%            0.011%
14            W    11                    0.011%            0.011%
912           W    10                    0.010%            0.010%
25            W    10                    0.010%            0.010%
22            W    10                    0.010%            0.010%
21            W    10                    0.010%            0.010%
184           W    10                    0.010%            0.010%
15            W    10                    0.010%            0.010%
144           W    10                    0.010%            0.010%
128           W    10                    0.010%            0.010%
104           W    10                    0.010%            0.010%
936           W    9                     0.009%            0.009%
848           W    9                     0.009%            0.009%
832           W    9                     0.009%            0.009%
280           W    9                     0.009%            0.009%
168           W    9                     0.009%            0.009%
800           W    8                     0.008%            0.008%
7             W    8                     0.008%            0.008%
320           W    8                     0.008%            0.008%
296           W    8                     0.008%            0.008%
17            W    8                     0.008%            0.008%
760           W    7                     0.007%            0.007%
744           W    7                     0.007%            0.007%
720           W    7                     0.007%            0.007%
256           W    7                     0.007%            0.007%
232           W    7                     0.007%            0.007%
216           W    7                     0.007%            0.007%
8             R    6                    42.857%            0.006%
792           W    6                     0.006%            0.006%
20            W    6                     0.006%            0.006%
1             R    6                    42.857%            0.006%
992           W    5                     0.005%            0.005%
920           W    5                     0.005%            0.005%
736           W    5                     0.005%            0.005%
696           W    5                     0.005%            0.005%
672           W    5                     0.005%            0.005%
448           W    5                     0.005%            0.005%
944           W    4                     0.004%            0.004%
664           W    4                     0.004%            0.004%
616           W    4                     0.004%            0.004%
584           W    4                     0.004%            0.004%
56            W    4                     0.004%            0.004%
568           W    4                     0.004%            0.004%
544           W    4                     0.004%            0.004%
536           W    4                     0.004%            0.004%
480           W    4                     0.004%            0.004%
400           W    4                     0.004%            0.004%
376           W    4                     0.004%            0.004%
368           W    4                     0.004%            0.004%
248           W    4                     0.004%            0.004%
224           W    4                     0.004%            0.004%
176           W    4                     0.004%            0.004%
152           W    4                     0.004%            0.004%
840           W    3                     0.003%            0.003%
776           W    3                     0.003%            0.003%
728           W    3                     0.003%            0.003%
640           W    3                     0.003%            0.003%
632           W    3                     0.003%            0.003%
576           W    3                     0.003%            0.003%
560           W    3                     0.003%            0.003%
512           W    3                     0.003%            0.003%
456           W    3                     0.003%            0.003%
