Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    362209               43.105%           36.968%
16            R    139995               16.660%           14.288%
8             R    117821               14.022%           12.025%
1024          W    102106               73.192%           10.421%
40            R    39924                 4.751%            4.075%
56            R    23023                 2.740%            2.350%
32            R    21128                 2.514%            2.156%
8             W    19532                14.001%            1.993%
256           R    17146                 2.040%            1.750%
72            R    16024                 1.907%            1.635%
1016          W    15191                10.889%            1.550%
88            R    12261                 1.459%            1.251%
48            R    9935                  1.182%            1.014%
104           R    9423                  1.121%            0.962%
64            R    8889                  1.058%            0.907%
120           R    6964                  0.829%            0.711%
80            R    6131                  0.730%            0.626%
136           R    5333                  0.635%            0.544%
96            R    5108                  0.608%            0.521%
152           R    4118                  0.490%            0.420%
112           R    3992                  0.475%            0.407%
128           R    3760                  0.447%            0.384%
168           R    3325                  0.396%            0.339%
144           R    2684                  0.319%            0.274%
184           R    2547                  0.303%            0.260%
160           R    2205                  0.262%            0.225%
200           R    1999                  0.238%            0.204%
176           R    1859                  0.221%            0.190%
192           R    1792                  0.213%            0.183%
216           R    1523                  0.181%            0.155%
208           R    1354                  0.161%            0.138%
232           R    1188                  0.141%            0.121%
224           R    1061                  0.126%            0.108%
240           R    1060                  0.126%            0.108%
248           R    913                   0.109%            0.093%
512           R    575                   0.068%            0.059%
264           R    308                   0.037%            0.031%
280           R    248                   0.030%            0.025%
312           R    194                   0.023%            0.020%
296           R    188                   0.022%            0.019%
328           R    169                   0.020%            0.017%
272           R    158                   0.019%            0.016%
288           R    155                   0.018%            0.016%
344           R    142                   0.017%            0.014%
416           W    138                   0.099%            0.014%
32            W    129                   0.092%            0.013%
360           R    128                   0.015%            0.013%
304           R    128                   0.015%            0.013%
408           W    124                   0.089%            0.013%
320           R    112                   0.013%            0.011%
768           W    105                   0.075%            0.011%
336           R    101                   0.012%            0.010%
784           W    100                   0.072%            0.010%
64            W    99                    0.071%            0.010%
376           R    97                    0.012%            0.010%
392           R    82                    0.010%            0.008%
416           R    76                    0.009%            0.008%
352           R    76                    0.009%            0.008%
384           R    73                    0.009%            0.007%
16            W    73                    0.052%            0.007%
3             W    69                    0.049%            0.007%
408           R    68                    0.008%            0.007%
368           R    65                    0.008%            0.007%
400           R    62                    0.007%            0.006%
896           W    61                    0.044%            0.006%
26            W    60                    0.043%            0.006%
440           R    54                    0.006%            0.006%
24            W    53                    0.038%            0.005%
120           W    53                    0.038%            0.005%
432           R    52                    0.006%            0.005%
25            W    52                    0.037%            0.005%
4             W    51                    0.037%            0.005%
112           W    50                    0.036%            0.005%
424           R    49                    0.006%            0.005%
22            W    47                    0.034%            0.005%
96            W    46                    0.033%            0.005%
56            W    43                    0.031%            0.004%
456           R    43                    0.005%            0.004%
448           R    41                    0.005%            0.004%
14            W    41                    0.029%            0.004%
464           R    40                    0.005%            0.004%
960           W    37                    0.027%            0.004%
904           W    37                    0.027%            0.004%
872           W    37                    0.027%            0.004%
920           W    36                    0.026%            0.004%
21            W    36                    0.026%            0.004%
31            W    35                    0.025%            0.004%
144           W    35                    0.025%            0.004%
1008          W    35                    0.025%            0.004%
15            W    34                    0.024%            0.003%
1             W    33                    0.024%            0.003%
23            W    32                    0.023%            0.003%
6             W    31                    0.022%            0.003%
472           R    31                    0.004%            0.003%
432           W    30                    0.022%            0.003%
20            W    30                    0.022%            0.003%
2             W    29                    0.021%            0.003%
27            W    29                    0.021%            0.003%
19            W    28                    0.020%            0.003%
18            W    28                    0.020%            0.003%
744           W    26                    0.019%            0.003%
5             W    26                    0.019%            0.003%
480           R    26                    0.003%            0.003%
7             W    22                    0.016%            0.002%
28            W    22                    0.016%            0.002%
48            W    20                    0.014%            0.002%
40            W    18                    0.013%            0.002%
12            W    18                    0.013%            0.002%
984           W    17                    0.012%            0.002%
752           W    17                    0.012%            0.002%
488           R    17                    0.002%            0.002%
30            W    17                    0.012%            0.002%
13            W    17                    0.012%            0.002%
11            W    16                    0.011%            0.002%
88            W    15                    0.011%            0.002%
9             W    14                    0.010%            0.001%
496           R    14                    0.002%            0.001%
10            W    14                    0.010%            0.001%
29            W    13                    0.009%            0.001%
17            W    13                    0.009%            0.001%
968           W    12                    0.009%            0.001%
928           W    12                    0.009%            0.001%
504           R    12                    0.001%            0.001%
424           W    12                    0.009%            0.001%
33            W    12                    0.009%            0.001%
80            W    10                    0.007%            0.001%
38            W    10                    0.007%            0.001%
128           W    10                    0.007%            0.001%
776           W    9                     0.006%            0.001%
1             R    9                     0.001%            0.001%
448           W    8                     0.006%            0.001%
36            W    8                     0.006%            0.001%
336           W    8                     0.006%            0.001%
248           W    7                     0.005%            0.001%
