procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        69092      1602180        18344      2219860    0    1  3698  8279   16    9   8   5  79   8   0 2018-11-17 06:06:19
 0  0        69092      1604992        18416      2219808    0    0    29     5 1242  858   3   2  95   0   0 2018-11-17 06:06:22
 1  0        69060      2831128        18440       977240   11    0   255    59 1373  768   1   7  92   0   0 2018-11-17 06:06:25
 0  1        69048      3462296        19164       344800   35    0  5211   410 9586 2098   3   7  85   5   0 2018-11-17 06:06:28
 2  1        69048      3463212        19400       344720    9    0 13779    27 5729 3780   4  10  76  10   0 2018-11-17 06:06:31
 2  0        69048      3463516        18536       344720    0    0 13029    27 5600 3565   3  10  76  10   0 2018-11-17 06:06:34
 0  1        69048      3462488        19264       344724    0    0 16732    35 7595 4414   5  12  74   9   0 2018-11-17 06:06:37
 2  0        69048      3462484        19152       344788    0    0 11597    27 4810 3146   3   9  78  11   0 2018-11-17 06:06:40
 6  1        69048      3463368        18644       344692    0    0 13303    31 5667 3638   3  11  76  10   0 2018-11-17 06:06:43
 2  1        69048      3463288        18680       344692    0    0 17587    28 6882 4617   5  13  74   9   0 2018-11-17 06:06:46
 0  1        69040      3463420        18716       344692    5    0 17300    27 6888 4751   5  13  74   8   0 2018-11-17 06:06:49
 0  1        69040      3461752        19436       344696    0    0 17364    37 7440 4779   5  13  73   9   0 2018-11-17 06:06:52
 1  1        69040      3462972        18792       344692    0    0 16960    28 7550 4532   5  13  75   8   0 2018-11-17 06:06:55
 0  1        69036      3463716        18824       344696    0    0 18005    28 6972 4824   5  13  73   9   0 2018-11-17 06:06:58
 2  0        69024      3462860        18888       345060    4    0 17635   168 10083 4782   5  13  74   9   0 2018-11-17 06:07:01
 3  1        69024      3463064        19000       345120    0    0 17975    44 7606 4884   5  13  73   9   0 2018-11-17 06:07:04
 6  0        69024      3462380        18960       345076    0    0 17632    35 7125 4653   5  13  73   9   0 2018-11-17 06:07:07
 0  1        69024      3462196        19576       345124    0    0 10268    32 4693 2950   3   8  78  11   0 2018-11-17 06:07:10
 1  1        69008      3462172        19036       345128    4    0 11056    28 5123 3118   4   9  77  10   0 2018-11-17 06:07:13
 1  0        69008      3462164        19080       345124    0    0 17276    31 7689 4559   5  13  74   9   0 2018-11-17 06:07:16
 6  1        69008      3462980        19120       345124    0    0 17701    31 7125 4830   5  13  74   9   0 2018-11-17 06:07:19
 0  1        69008      3461868        19844       345128    0    0 17087    39 7147 4686   5  13  74   8   0 2018-11-17 06:07:22
 0  1        69008      3462272        19196       345128    0    0 17465    29 7031 4752   5  13  74   8   0 2018-11-17 06:07:25
 0  1        69008      3461512        19228       345128    0    0 18237    27 7139 4760   5  13  73   9   0 2018-11-17 06:07:28
 0  2        69008      3462684        19532       345112    0    0 17060    28 7784 4562   4  13  75   8   0 2018-11-17 06:07:31
 5  0        69008      3462716        19308       345104    0    0 17796    31 7378 4723   5  13  73   9   0 2018-11-17 06:07:34
 2  0        69008      3461308        20392       345112    0    0 18273    28 7319 4921   5  13  73   8   0 2018-11-17 06:07:37
 1  1        69008      3461916        19420       345156    0    0 16936    43 7087 4618   5  13  74   8   0 2018-11-17 06:07:40
 4  0        69008      3462360        19420       345120    0    0 17199    41 7207 4617   5  13  74   8   0 2018-11-17 06:07:43
 0  1        69008      3462356        19456       345124    0    0 17288    27 7076 4680   5  13  74   8   0 2018-11-17 06:07:46
 2  0        69008      3461860        19692       345128    0    0 17352    36 7850 4708   5  13  74   8   0 2018-11-17 06:07:49
 1  1        69008      3462440        19560       345140    0    0 18263    29 7300 4948   5  13  73   9   0 2018-11-17 06:07:52
 0  1        69008      3461100        20500       345132    0    0 17571    37 7013 4691   4  13  75   9   0 2018-11-17 06:07:55
 0  1        69008      3460496        20416       345132    0    0 16465    29 6699 4384   4  12  75   9   0 2018-11-17 06:07:58
 4  0        69008      3461912        19648       345372    0    0 17051   148 9510 4629   4  13  75   8   0 2018-11-17 06:08:01
 1  0        69008      3461864        19696       345376    0    0 17227    36 7104 4641   5  13  75   7   0 2018-11-17 06:08:04
 1  1        69008      3460672        20752       345376    0    0 18392    27 7315 4963   5  14  74   7   0 2018-11-17 06:08:07
 7  1        69008      3459980        20808       345584    0    0 17911    36 8093 4824   5  13  74   8   0 2018-11-17 06:08:10
 3  1        69008      3461532        19804       345360    0    0 17795    29 7359 4900   5  13  74   8   0 2018-11-17 06:08:13
 2  1        69008      3461672        19836       345364    0    0 18028    29 7068 4778   5  13  75   7   0 2018-11-17 06:08:16
 5  1        69008      3460728        19944       345368    0    0 18301    40 7675 4927   5  13  75   7   0 2018-11-17 06:08:19
 0  1        69008      3460476        20608       345368    0    0 17505    28 7086 4762   5  13  75   8   0 2018-11-17 06:08:22
 2  1        69008      3461152        19964       345376    0    0 17364    39 7041 4563   4  13  75   7   0 2018-11-17 06:08:25
 0  0        69008      3474328        19976       345244    0    0  7861    15 4046 2249   2   6  89   3   0 2018-11-17 06:08:28
 1  0        69008      3048164        20116       754240    1    0   805 125653 3411 2474   2   4  94   0   0 2018-11-17 06:08:31
 1  0        69008      3047552        20128       754240    0    0     0 300289 8063 4979   2   2  97   0   0 2018-11-17 06:08:34
 0  0        69008      3047296        20128       754240    0    0     0 300971 8357 5012   2   2  96   0   0 2018-11-17 06:08:37
 0  0        69008      3047240        20136       754240    0    0     0 299780 8146 4914   1   2  97   0   0 2018-11-17 06:08:40
 0  0        69008      3047264        20136       754244    0    0     0 297941 8165 4918   1   2  97   0   0 2018-11-17 06:08:43
 0  0        69008      3047312        20144       754244    0    0     0 298799 7946 4937   1   2  97   0   0 2018-11-17 06:08:46
 0  0        69008      3047668        20144       754244    0    0     0 301824 7975 5000   1   2  97   0   0 2018-11-17 06:08:49
 1  0        69008      3047784        20152       754244    0    0     0 298372 7995 4932   1   2  96   0   0 2018-11-17 06:08:52
 0  0        69008      3047776        20152       754244    0    0     0 299477 7856 4914   1   2  97   0   0 2018-11-17 06:08:55
 0  0        69008      3047684        20160       754252    0    0     0 299256 8714 4937   2   2  96   0   0 2018-11-17 06:08:58
 0  0        69000      3047520        20160       754368    0    0    39 300331 7963 4940   1   2  97   0   0 2018-11-17 06:09:01
